	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3
CD2	0	0	0
PTGFRN	6859	6258	10083
CD101	24	31	66
TTF2	250	242	410
MIR942	0	0	0
TRIM45	43	54	62
VTCN1	249	166	296
MAN1A2	865	884	1428
GDAP2	189	223	347
WDR3	805	612	1169
SPAG17	11	23	42
TBX15	0	0	0
WARS2	55	53	108
HAO2	0	0	0
HSD3B2	0	0	0
HSD3B1	0	0	0
HSD3BP4	0	1	0
LINC00622	1	0	0
ZNF697	161	159	338
PHGDH	117	90	139
HMGCS2	0	0	0
REG4	0	0	0
NBPF7	0	0	0
ADAM30	0	0	0
NOTCH2	2806	2698	4074
FAM72B	15	14	36
HIST2H2BA	1	2	2
FCGR1B	0	0	0
SRGAP2D	57	44	76
EMBP1	6	6	15
ANKRD20A12P	0	0	1
PPIAL4G	0	0	0
FAM72D	9	13	6
LINC00623	0	0	0
PPIAL4C	0	0	0
PPIAL4A	0	0	0
PFN1P2	4	2	0
NBPF9	103	119	168
PDE4DIP	783	755	1083
SEC22B	989	808	1378
NBPF10	591	526	882
TXNIP	5338	4806	8409
POLR3GL	423	363	530
ANKRD34A	27	32	39
LIX1L	50	32	82
RBM8A	2215	1739	2909
GNRHR2	18	32	19
PEX11B	206	166	297
ITGA10	43	30	62
ANKRD35	24	26	34
PIAS3	682	656	925
NUDT17	31	16	46
POLR3C	386	357	539
RNF115	248	217	382
CD160	1	0	0
PDZK1	13	13	20
GPR89A	19	25	42
PDZK1P1	0	0	0
NBPF11	0	0	0
HYDIN2	0	0	0
LOC728989	0	2	3
PRKAB2	753	772	1540
FMO5	16	14	22
CHD1L	739	632	1066
LINC00624	0	0	0
BCL9	467	418	619
ACP6	216	238	363
GJA5	36	34	73
GJA8	0	0	0
GPR89B	6	4	17
MIR5087	0	0	0
NBPF14	82	53	69
PPIAL4F	0	0	0
PPIAL4D	0	0	0
NBPF15	45	43	74
PPIAL4E	0	0	0
HIST2H2BF	4	4	7
FCGR1A	0	0	0
HIST2H3D	1	0	4
HIST2H4A	0	0	0
HIST2H4B	0	0	0
HIST2H3C	0	0	0
HIST2H3A	0	0	0
HIST2H2AA4	0	0	0
HIST2H2AA3	0	0	0
HIST2H2BC	0	0	4
HIST2H2BE	202	173	354
HIST2H2AC	2	2	2
HIST2H2AB	1	0	0
BOLA1	27	20	28
SV2A	3	2	8
SF3B4	1152	1012	1519
MTMR11	205	140	267
OTUD7B	719	635	1002
VPS45	411	365	613
PLEKHO1	48	43	74
ANP32E	769	670	1255
CA14	2	1	2
APH1A	1044	958	1394
C1orf54	12	12	25
MRPS21	2105	1646	2639
PRPF3	918	700	1212
RPRD2	832	732	1226
TARS2	709	671	1051
ECM1	1448	1222	1917
ADAMTSL4	259	318	461
MIR4257	0	3	0
MCL1	4349	4213	7360
ENSA	1527	1367	2333
GOLPH3L	677	672	1245
HORMAD1	26	31	70
CTSS	140	136	169
CTSK	68	82	165
ARNT	718	530	862
SETDB1	466	396	620
CERS2	1674	1513	2589
ANXA9	29	24	29
BNIPL	82	75	132
C1orf56	10	17	16
CDC42SE1	3379	3046	4943
MLLT11	970	803	1462
GABPB2	130	117	175
SEMA6C	36	47	39
TNFAIP8L2	0	1	0
TNFAIP8L2-SCNM1	0	0	0
LYSMD1	113	100	143
SCNM1	1	8	0
TMOD4	7	3	6
VPS72	933	794	1359
PIP5K1A	2043	2126	3619
PSMD4	1409	1187	1954
ZNF687	299	288	439
PI4KB	1071	876	1424
RFX5	1119	1040	1591
SELENBP1	47	55	81
PSMB4	1543	1296	2054
POGZ	1054	979	1441
CGN	591	609	890
TUFT1	995	755	1299
MIR554	0	0	0
SNX27	604	572	996
CELF3	0	0	0
RIIAD1	0	0	0
MRPL9	346	329	452
OAZ3	21	19	19
TDRKH	169	145	280
LINGO4	0	0	0
RORC	26	13	28
C2CD4D	2	3	3
LOC100132111	16	6	6
THEM5	0	0	0
THEM4	241	245	381
S100A10	26856	23597	33334
S100A11	35608	31282	35724
TCHHL1	11	12	25
TCHH	15	15	24
RPTN	24	19	32
HRNR	4	5	0
FLG	99	94	117
FLG2	1	1	0
CRNN	28	13	43
LCE5A	0	1	0
CRCT1	56	62	101
LCE3E	1	1	0
LCE3D	9	3	6
LCE3C	0	0	0
LCE3B	0	0	0
LCE3A	0	0	0
LCE2D	0	0	0
LCE2C	0	0	1
LCE2B	0	0	0
LCE2A	0	0	0
LCE4A	0	0	0
C1orf68	1	1	0
KPRP	20	23	49
LCE1F	5	0	4
LCE1E	9	16	12
LCE1D	0	0	0
LCE1C	6	10	11
LCE1B	11	2	21
LCE1A	0	0	0
LCE6A	0	0	0
SMCP	0	0	0
IVL	1099	1235	1723
SPRR4	0	1	0
SPRR1A	152	130	209
SPRR3	758	625	1136
SPRR1B	1445	1759	3039
SPRR2D	82	56	101
SPRR2A	182	229	278
SPRR2B	0	0	0
SPRR2E	6	5	10
SPRR2F	0	0	0
SPRR2C	1	0	2
SPRR2G	0	1	0
LELP1	0	0	0
PRR9	0	0	0
LOR	0	0	0
PGLYRP3	7	14	7
PGLYRP4	33	32	54
S100A9	6274	6288	10207
S100A12	23	28	43
S100A8	729	570	790
S100A7A	1	0	0
S100A7	2	1	0
S100A6	23699	18554	29187
S100A5	0	0	1
S100A4	154	163	236
S100A3	105	132	160
S100A2	110891	95115	164736
S100A16	6409	5947	9150
S100A14	27861	23337	39287
S100A13	679	618	906
S100A1	0	0	0
CHTOP	532	527	967
SNAPIN	166	149	236
ILF2	2252	1770	3071
NPR1	0	0	0
INTS3	1128	1014	1640
SLC27A3	38	65	66
GATAD2B	652	584	961
DENND4B	274	294	375
CRTC2	815	861	1139
SLC39A1	1678	1631	2423
CREB3L4	57	46	69
JTB	489	452	652
RAB13	1839	1579	2299
RPS27	7474	5461	8551
NUP210L	3	0	0
TPM3	4433	3559	6144
MIR190B	0	0	0
C1orf189	0	2	0
C1orf43	1412	1280	1963
UBAP2L	6443	5178	7793
HAX1	784	653	1037
AQP10	1	7	12
ATP8B2	310	279	536
IL6R	597	700	1017
SHE	0	1	0
TDRD10	0	0	0
UBE2Q1	1428	1239	2129
CHRNB2	1	0	6
ADAR	3566	3078	4944
KCNN3	0	0	4
PMVK	143	122	191
PBXIP1	863	755	1118
PYGO2	290	287	431
SHC1	10331	9110	13524
CKS1B	314	210	314
MIR4258	4	3	3
FLAD1	500	453	677
LENEP	0	0	0
ZBTB7B	864	985	1305
DCST2	4	5	1
DCST1	2	0	2
ADAM15	3334	3505	4877
EFNA4	135	110	184
EFNA3	197	153	240
EFNA1	839	822	1162
SLC50A1	876	693	964
DPM3	96	108	117
KRTCAP2	447	431	523
TRIM46	35	59	65
MUC1	732	730	925
MIR92B	0	0	0
THBS3	252	287	375
MTX1	175	128	286
GBAP1	21	16	35
GBA	652	632	814
FAM189B	541	548	725
SCAMP3	481	488	712
CLK2	719	653	914
HCN3	38	41	53
PKLR	0	0	0
FDPS	3766	3028	4886
RUSC1-AS1	8	26	4
RUSC1	314	334	455
ASH1L	1366	1129	1878
MIR555	0	0	0
POU5F1P4	0	0	0
ASH1L-AS1	12	0	10
MSTO1	5	8	7
MSTO2P	35	34	51
YY1AP1	922	818	1022
DAP3	988	811	1267
GON4L	942	922	1450
SYT11	10	11	27
RIT1	507	515	934
SCARNA4	1	0	2
RXFP4	0	1	0
ARHGEF2	798	729	1097
SSR2	1689	1495	2354
UBQLN4	1168	1091	1786
LAMTOR2	1081	929	1191
RAB25	1075	997	1769
MEX3A	289	292	366
LMNA	2171	2346	3783
SEMA4A	159	141	223
SLC25A44	677	592	942
PMF1	100	69	104
PMF1-BGLAP	0	0	0
BGLAP	0	0	0
PAQR6	54	79	75
SMG5	1188	1035	1792
TMEM79	208	191	310
VHLL	0	2	0
CCT3	5369	4227	7144
TSACC	25	23	31
RHBG	0	1	0
C1orf61	0	0	0
MIR9-1	0	0	0
MEF2D	899	842	1329
IQGAP3	125	124	191
TTC24	0	0	0
GPATCH4	828	804	1315
HAPLN2	0	0	0
BCAN	0	0	1
NES	8	9	4
CRABP2	2062	2237	3402
ISG20L2	683	566	935
RRNAD1	137	119	242
MRPL24	646	514	831
HDGF	6846	6042	10196
PRCC	679	638	1058
SH2D2A	23	8	28
NTRK1	0	0	0
INSRR	0	0	0
PEAR1	217	221	341
LRRC71	4	1	3
ARHGEF11	565	519	767
MIR765	0	0	0
ETV3L	0	0	0
ETV3	227	202	397
CYCSP52	0	1	0
FCRL5	0	0	0
FCRL4	0	0	0
FCRL3	0	0	0
FCRL2	0	0	0
FCRL1	0	0	0
CD5L	0	0	0
CD1D	14	21	24
CD1A	0	0	0
CD1C	0	0	0
CD1B	0	0	0
CD1E	0	0	0
OR10T2	0	0	0
OR10K2	0	0	0
OR10K1	0	0	0
OR10R2	0	0	0
OR6Y1	0	0	0
OR6P1	0	0	0
OR10X1	0	0	0
OR10Z1	0	0	0
SPTA1	0	0	0
OR6K2	0	0	0
OR6K3	0	0	0
OR6K6	0	0	0
OR6N1	0	0	0
OR6N2	0	0	0
MNDA	0	0	0
PYHIN1	0	7	4
IFI16	2815	2716	4789
AIM2	3	5	11
CADM3	1	0	0
FCER1A	0	0	0
OR10J3	0	0	0
OR10J1	0	0	0
OR10J5	0	0	0
APCS	0	0	0
CRP	0	0	0
DUSP23	125	126	148
FCRL6	0	0	0
SLAMF8	0	0	0
VSIG8	0	1	1
TAGLN2	12112	10397	16567
IGSF9	255	362	476
SLAMF9	124	96	160
PIGM	80	82	181
KCNJ10	1	0	0
KCNJ9	1	1	0
IGSF8	318	287	399
ATP1A2	0	0	1
ATP1A4	0	0	0
CASQ1	0	0	0
PEA15	5131	4533	7107
DCAF8	1481	1400	2105
PEX19	999	781	1492
COPA	3099	2751	4720
SUMO1P3	14	10	11
NCSTN	2598	2473	3567
NHLH1	7	6	7
VANGL2	908	975	1304
SLAMF6	2	0	0
CD84	0	0	0
SLAMF1	0	0	0
CD48	0	0	1
SLAMF7	290	248	399
LY9	0	0	0
CD244	0	0	0
ITLN1	0	0	0
ITLN2	0	0	0
F11R	5417	5156	7603
TSTD1	158	183	204
USF1	734	654	989
ARHGAP30	31	34	26
KLHDC9	14	14	6
PFDN2	681	546	812
NIT1	404	354	489
DEDD	435	398	689
UFC1	1018	745	1356
USP21	170	177	256
PPOX	100	98	146
B4GALT3	419	419	593
ADAMTS4	0	0	0
NDUFS2	1006	786	1469
FCER1G	0	2	5
APOA2	0	0	0
TOMM40L	303	232	377
MIR5187	1	1	0
NR1I3	1	5	0
PCP4L1	19	13	18
MPZ	40	23	39
SDHC	1090	928	1668
FCGR2A	4	1	3
HSPA6	16	15	40
FCGR3A	0	0	0
FCGR2C	0	0	0
HSPA7	3	2	1
FCGR3B	0	0	0
FCGR2B	0	0	0
RPL31P11	0	0	0
FCRLA	14	19	35
FCRLB	1	7	8
DUSP12	114	132	244
ATF6	1164	1033	1830
OLFML2B	0	0	0
NOS1AP	15	9	5
MIR4654	0	0	0
MIR556	0	0	0
C1orf226	49	45	54
SH2D1B	1	2	2
UHMK1	520	595	1462
UAP1	678	537	1128
DDR2	1	5	6
HSD17B7	111	117	170
RGS4	4	2	8
RGS5	54	49	141
NUF2	53	63	105
PBX1	360	322	503
LOC100505795	0	0	0
LMX1A	0	1	0
RXRG	1	1	0
LOC400794	0	0	0
LRRC52	0	0	0
MGST3	1856	1551	2512
ALDH9A1	654	642	1173
LOC440700	0	0	0
TMCO1	1262	1101	1725
UCK2	600	511	804
MIR3658	0	0	0
FAM78B	3	1	1
MIR921	0	0	0
FMO9P	1	0	1
POGK	694	594	1106
TADA1	85	56	154
ILDR2	0	0	0
MAEL	0	0	0
GPA33	0	0	0
DUSP27	0	0	0
POU2F1	414	332	568
CD247	3	0	0
CREG1	570	591	916
RCSD1	9	15	12
MPZL1	2954	2839	4559
ADCY10	1	1	4
MPC2	150	182	356
DCAF6	1250	1067	2026
GPR161	366	311	467
TIPRL	452	520	1162
SFT2D2	56	73	117
ANKRD36BP1	0	0	0
TBX19	47	50	73
MIR557	0	0	0
LOC100505918	0	0	0
XCL2	0	0	0
XCL1	0	0	0
DPT	0	0	0
LINC00626	0	0	0
ATP1B1	1325	1159	2063
NME7	272	283	631
BLZF1	435	412	786
SLC19A2	88	73	179
F5	11	11	13
SELP	2	5	0
SELL	0	0	5
SELE	0	0	0
METTL18	70	54	70
C1orf112	58	49	80
SCYL3	162	131	206
KIFAP3	398	339	676
METTL11B	0	0	0
MIR3119-2	0	0	0
MIR3119-1	0	0	0
GORAB	66	87	130
PRRX1	0	1	0
MROH9	0	1	0
FMO3	7	5	6
MIR1295A	0	0	0
MIR1295B	0	0	0
FMO6P	1	0	1
FMO2	7	23	24
FMO1	0	0	0
FMO4	43	32	37
TOP1P1	0	1	4
PRRC2C	9257	8038	12475
MYOC	0	0	0
VAMP4	122	178	410
METTL13	461	373	679
DNM3	35	28	57
DNM3OS	0	0	0
MIR214	0	0	0
MIR3120	0	0	0
MIR199A2	0	0	0
C1orf105	1	0	0
PIGC	129	98	169
SUCO	259	323	681
FASLG	2	1	1
TNFSF18	1	1	0
TNFSF4	11	4	24
LOC100506023	4	2	2
PRDX6	1365	1271	2155
SLC9C2	1	0	0
ANKRD45	5	9	3
KLHL20	426	373	611
CENPL	46	40	89
DARS2	574	479	793
GAS5-AS1	3	10	3
GAS5	1674	1421	2435
SNORD81	0	0	0
SNORD47	0	0	1
SNORD80	2	6	8
SNORD79	0	0	0
SNORD78	1	1	0
SNORD44	7	7	44
SNORD77	0	0	1
SNORD76	8	8	34
SNORD75	0	1	0
SNORD74	5	7	11
ZBTB37	22	12	28
SERPINC1	3	0	0
RC3H1	348	352	650
RABGAP1L	608	574	906
GPR52	0	1	0
CACYBP	580	490	859
MRPS14	242	222	343
TNN	0	0	0
KIAA0040	484	409	640
TNR	0	0	0
SCARNA3	0	0	0
PAPPA2	1	0	16
ASTN1	1	4	5
MIR488	0	0	0
SEC16B	41	58	60
RASAL2-AS1	5	4	4
RASAL2	1179	988	1696
TEX35	0	0	0
C1orf220	1	1	1
MIR4424	0	0	0
RALGPS2	319	373	617
ANGPTL1	0	0	0
FAM20B	769	792	1631
TOR3A	653	503	682
ABL2	872	790	1466
SOAT1	323	287	527
AXDND1	0	2	0
NPHS2	0	0	0
TDRD5	0	0	0
FAM163A	0	0	1
TOR1AIP2	1036	1045	1800
TOR1AIP1	770	646	1167
CEP350	527	520	944
QSOX1	2925	2986	4232
FLJ23867	1556	1414	2119
LHX4	0	0	0
ACBD6	466	501	777
MIR3121	0	0	0
XPR1	693	697	1365
KIAA1614	1	5	9
STX6	911	858	1497
MR1	1313	1137	2023
IER5	521	425	708
CACNA1E	0	0	1
ZNF648	0	6	0
GLUL	13990	12460	18485
TEDDM1	0	0	0
LINC00272	0	0	0
RGSL1	0	0	0
RNASEL	350	281	566
RGS16	8	13	17
RGS8	0	0	0
NPL	54	65	76
DHX9	1991	1720	3015
SHCBP1L	0	0	0
LAMC1	7018	6230	9395
LAMC2	80535	67531	123576
NMNAT2	27	15	39
SMG7-AS1	0	0	0
SMG7	1759	1480	2528
NCF2	318	278	428
ARPC5	679	809	1860
RGL1	58	45	75
APOBEC4	0	0	0
TSEN15	77	115	272
C1orf21	467	428	781
EDEM3	538	573	1159
FAM129A	474	484	729
RNF2	267	246	407
TRMT1L	427	421	880
SWT1	69	90	148
IVNS1ABP	1963	1683	3004
HMCN1	35	30	53
MIR548F1	0	0	0
PRG4	7	10	0
TPR	2512	2239	3807
OCLM	0	0	2
PDC	1	1	2
PTGS2	236	250	486
PLA2G4A	103	105	199
RGS18	4	2	8
RGS21	0	0	0
RGS1	0	0	0
RGS13	0	0	0
RGS2	190	206	401
UCHL5	242	282	656
TROVE2	134	146	331
GLRX2	11	22	64
CDC73	617	517	1082
MIR1278	0	0	0
B3GALT2	0	0	0
KCNT2	0	0	0
MIR4735	0	0	0
CFH	1321	1309	2333
CFHR3	1	3	2
CFHR1	0	0	0
CFHR4	0	0	0
CFHR2	0	0	0
CFHR5	0	0	0
F13B	0	0	0
ASPM	59	77	249
ZBTB41	115	102	226
CRB1	1	0	3
DENND1B	51	74	163
C1orf53	3	3	0
LHX9	0	0	0
NEK7	218	167	390
ATP6V1G3	0	0	0
PTPRC	0	0	1
MIR181B1	0	0	0
MIR181A1	0	0	0
NR5A2	1	0	0
ZNF281	422	390	761
KIF14	43	73	133
DDX59	171	150	258
CAMSAP2	1963	1915	3654
GPR25	0	0	0
KIF21B	17	11	12
CACNA1S	0	0	1
ASCL5	0	0	0
TMEM9	861	823	1202
IGFN1	15	34	31
PKP1	5711	5313	8405
TNNT2	24	29	33
LAD1	3809	3508	5266
TNNI1	2	2	1
PHLDA3	596	621	801
CSRP1	1092	950	1434
RPS10P7	3	1	6
NAV1	1185	1026	1708
MIR5191	0	0	0
MIR1231	0	0	0
IPO9	1148	1013	1586
SHISA4	119	128	187
LMOD1	0	0	0
TIMM17A	872	706	1508
RNPEP	1488	1238	2105
ELF3	1986	1989	2772
GPR37L1	5	1	7
ARL8A	1359	1182	1793
PTPN7	0	0	0
PTPRVP	0	0	0
LGR6	5	5	11
UBE2T	75	51	99
PPP1R12B	371	418	622
SYT2	3	4	8
KDM5B	2350	2151	3701
LOC148709	1	2	4
RABIF	159	125	306
KLHL12	615	433	896
ADIPOR1	3360	3379	5698
CYB5R1	1196	1233	1836
TMEM183A	0	5	32
TMEM183B	0	0	0
PPFIA4	236	239	320
MYOG	0	0	0
ADORA1	3	3	2
MYBPH	0	0	0
CHI3L1	2	5	3
CHIT1	0	0	1
BTG2	2243	2055	3584
FMOD	15	10	19
PRELP	1	1	0
OPTC	0	0	0
ATP2B4	3715	3566	5665
SNORA77	1	2	1
LINC00260	3	7	14
LAX1	1	0	1
ZC3H11A	1873	1662	2710
ZBED6	201	163	322
SNRPE	175	140	301
LINC00303	0	0	0
SOX13	271	231	393
ETNK2	322	250	420
REN	1	5	1
KISS1	1	0	0
GOLT1A	6	13	18
PLEKHA6	143	157	231
LINC00628	1	0	0
PPP1R15B	603	604	985
PIK3C2B	237	248	316
MDM4	153	158	235
LRRN2	0	3	0
NFASC	85	93	146
CNTN2	0	0	0
TMEM81	40	47	73
RBBP5	366	326	596
DSTYK	458	388	756
TMCC2	87	93	141
NUAK2	337	275	461
KLHDC8A	0	0	0
LEMD1-AS1	0	0	0
LEMD1	7	4	13
MIR135B	0	0	1
CDK18	905	971	1307
LOC284578	0	0	0
ELK4	513	517	942
SLC45A3	121	86	126
NUCKS1	4444	3706	6534
SLC41A1	478	445	666
PM20D1	0	0	0
LOC284581	45	43	52
SLC26A9	6	0	8
FAM72A	11	12	21
AVPR1B	0	0	0
CTSE	0	2	5
SRGAP2C	0	0	0
SRGAP2B	0	0	0
SRGAP2	466	395	711
IKBKE	224	225	292
RASSF5	215	212	312
EIF2D	624	523	812
DYRK3	201	171	349
MAPKAPK2	1048	1096	1541
IL10	0	0	0
IL19	1	3	0
IL20	0	0	0
IL24	0	3	1
PIGR	60	46	62
FCAMR	1	0	0
C1orf116	6528	6364	9583
YOD1	157	172	293
PFKFB2	399	359	592
C4BPB	0	0	0
C4BPA	0	0	0
CD55	342	268	449
CR2	0	0	0
CR1	3	0	0
CR1L	0	0	0
CD46	903	1012	2021
MIR29C	4	5	14
MIR29B2	2	6	2
LOC148696	0	0	0
CD34	0	0	2
PLXNA2	1115	1009	1449
MIR205HG	1955	2273	3693
MIR205	19	8	26
CAMK1G	0	0	0
LAMB3	22012	20690	30254
MIR4260	15	17	29
G0S2	1421	1369	2302
HSD11B1	891	722	1214
TRAF3IP3	5	3	1
C1orf74	520	528	752
IRF6	6449	5743	9200
SYT14	0	1	3
SERTAD4-AS1	13	10	10
SERTAD4	75	57	97
HHAT	99	105	153
KCNH1	0	0	0
RCOR3	439	410	573
TRAF5	45	42	99
LINC00467	106	69	107
RD3	3	0	1
SLC30A1	105	136	195
NEK2	80	67	155
LPGAT1	727	598	1121
INTS7	168	152	292
DTL	57	39	67
MIR3122	0	0	0
PPP2R5A	112	145	301
SNORA16B	0	0	1
TMEM206	206	189	226
NENF	276	313	457
ATF3	85	66	116
FAM71A	1	0	2
BATF3	1	0	1
NSL1	250	181	338
TATDN3	125	96	173
FLVCR1	107	88	153
VASH2	1	0	3
ANGEL2	172	143	242
RPS6KC1	457	412	687
LINC00538	0	0	0
PROX1	7	9	10
SMYD2	332	275	495
PTPN14	1928	2039	3548
CENPF	592	520	1192
KCNK2	0	0	2
KCTD3	727	694	1181
USH2A	0	0	0
ESRRG	1	0	5
GPATCH2	222	169	321
SPATA17	9	4	13
LINC00210	0	0	0
RRP15	217	164	339
TGFB2	431	469	929
LYPLAL1	93	105	337
RNU5F-1	0	0	0
SLC30A10	0	2	4
EPRS	2954	2443	4308
BPNT1	650	530	859
IARS2	1416	1244	2366
MIR215	0	0	0
MIR194-1	0	0	0
RAB3GAP2	771	755	1421
SNORA36B	0	0	0
MARK1	402	378	618
C1orf115	80	54	95
MARC2	19	31	56
MARC1	62	58	92
HLX	0	0	2
C1orf140	0	0	0
DUSP10	948	873	1195
HHIPL2	0	1	5
TAF1A	54	50	134
MIA3	1281	1105	1777
AIDA	211	193	414
BROX	290	261	555
FAM177B	2	0	2
DISP1	74	72	129
TLR5	32	36	74
SUSD4	12	12	8
CAPN8	10	12	11
CAPN2	8739	7884	13475
TP53BP2	676	567	1093
FBXO28	373	290	654
DEGS1	367	399	700
NVL	275	230	417
MIR320B2	0	0	0
CNIH4	343	357	736
WDR26	1550	1498	2898
MIR4742	0	0	0
CNIH3	3	2	0
DNAH14	37	32	110
LBR	178	165	270
ENAH	2256	2114	3649
SRP9	144	245	884
EPHX1	698	581	899
TMEM63A	330	353	495
LEFTY1	0	0	0
PYCR2	405	454	652
LEFTY2	0	0	0
SDE2	256	276	433
H3F3A	0	0	0
H3F3AP4	0	0	0
ACBD3	1617	1293	2220
MIXL1	1	0	0
LIN9	59	63	135
PARP1	1450	1198	2127
ITPKB	262	252	381
PSEN2	135	131	213
CDC42BPA	886	791	1443
ZNF678	32	40	83
ZNF847P	0	0	0
JMJD4	115	81	141
SNAP47	144	129	244
PRSS38	0	0	0
WNT9A	21	34	49
MIR5008	0	0	0
WNT3A	1	0	0
ARF1	3533	3330	5139
MIR3620	0	0	0
C1orf35	128	185	216
MRPL55	117	109	158
GUK1	1394	1420	2015
GJC2	0	0	4
IBA57	78	63	121
OBSCN	355	367	477
TRIM11	338	334	535
TRIM17	42	42	87
HIST3H3	0	0	0
HIST3H2A	22	19	27
HIST3H2BB	1	0	1
MIR4666A	0	0	0
RNF187	1103	1200	1944
RHOU	19	9	28
DUSP5P1	8	2	8
RAB4A	413	294	608
SPHAR	0	0	0
CCSAP	151	136	232
ACTA1	0	0	3
NUP133	633	463	1061
ABCB10	144	148	235
TAF5L	299	225	401
URB2	138	109	202
GALNT2	5002	4595	6748
PGBD5	176	147	251
COG2	494	446	593
AGT	0	0	0
CAPN9	5	10	5
C1orf198	169	171	287
TTC13	311	248	366
ARV1	158	150	247
FAM89A	17	27	57
MIR1182	0	0	0
TRIM67	0	0	0
LOC149373	0	0	0
C1orf131	216	159	342
GNPAT	486	485	881
EXOC8	202	234	353
SPRTN	154	139	259
EGLN1	338	333	530
SNRPD2P2	0	0	0
TSNAX-DISC1	0	0	0
TSNAX	204	181	402
LINC00582	0	0	0
DISC1	0	2	0
DISC2	0	0	0
SIPA1L2	243	218	368
MAP10	19	31	30
NTPCR	222	153	342
KCNK1	151	168	228
MIR4427	0	0	0
SLC35F3	35	13	41
MIR4671	0	0	0
COA6	116	96	199
TARBP1	165	191	283
IRF2BP2	3101	2912	4351
LINC00184	1	2	0
TOMM20	1373	1262	2267
SNORA14B	12	5	18
RBM34	734	778	1128
ARID4B	868	895	1458
MIR4753	0	0	0
GGPS1	379	302	655
TBCE	319	302	510
B3GALNT2	376	405	705
GNG4	0	0	4
LYST	289	290	576
MIR1537	0	0	0
NID1	84	100	124
GPR137B	507	386	538
EDARADD	184	239	288
LGALS8	2251	2249	3562
LGALS8-AS1	12	10	3
HEATR1	602	609	1088
ACTN2	0	0	0
MTR	607	523	964
RYR2	5	3	15
LOC100130331	1	1	0
ZP4	0	0	0
CHRM3	5	7	3
RPS7P5	0	0	0
FMN2	0	0	0
GREM2	0	0	0
RGS7	0	0	0
MIR3123	0	0	0
FH	694	566	911
KMO	36	56	82
OPN3	429	360	595
CHML	199	147	296
WDR64	0	0	0
EXO1	46	38	92
MAP1LC3C	0	0	0
PLD5	39	38	61
CEP170	604	525	1032
SDCCAG8	347	313	605
MIR4677	0	2	1
AKT3	289	260	631
LOC339529	1	0	0
ZBTB18	75	92	159
C1orf100	0	0	0
ADSS	278	315	848
DESI2	271	235	570
COX20	383	369	655
HNRNPU	4601	4205	7282
EFCAB2	26	27	30
KIF26B	55	32	72
SMYD3	108	85	126
TFB2M	78	47	118
CNST	217	235	370
SCCPDH	111	106	164
AHCTF1	958	855	1589
ZNF695	0	5	0
ZNF670-ZNF695	0	0	0
ZNF670	7	5	23
ZNF669	36	35	75
C1orf229	1	0	0
ZNF124	33	23	42
MIR3916	33	30	37
VN1R5	0	0	0
ZNF496	55	70	90
NLRP3	0	0	0
OR2B11	0	0	0
OR2W5	0	0	0
GCSAML-AS1	0	0	0
OR2C3	0	0	0
GCSAML	0	0	0
OR2G2	0	0	0
OR2G3	0	0	0
OR13G1	0	0	0
OR6F1	0	0	0
OR1C1	0	0	0
OR14A16	0	0	0
OR11L1	0	0	0
TRIM58	6	7	13
OR2W3	0	0	2
OR2T8	0	0	0
OR2L13	0	0	0
OR2L8	0	0	0
OR2AK2	0	0	0
OR2L1P	0	0	0
OR2L5	0	0	0
OR2L2	0	0	0
OR2L3	0	0	0
OR2M1P	0	0	0
OR2M5	0	0	0
OR2M2	0	0	0
OR2M3	0	0	0
OR2M4	0	0	0
OR2T33	0	0	0
OR2T12	0	0	0
OR2M7	0	0	0
OR14C36	0	0	0
OR2T4	0	0	0
OR2T6	0	0	0
OR2T1	0	0	0
OR2T2	0	0	0
OR2T3	0	0	0
OR2T5	0	0	0
OR2G6	0	0	0
OR2T29	0	0	0
OR2T34	0	0	0
OR2T10	0	0	0
OR2T11	0	0	0
OR2T35	0	0	0
OR2T27	0	0	0
OR14I1	0	0	0
LYPD8	0	0	0
SH3BP5L	504	416	726
MIR3124	0	0	0
ZNF672	263	208	307
ZNF692	411	467	566
PGBD2	117	89	148
TUBB8	1	0	0
ZMYND11	913	824	1462
DIP2C	127	109	177
MIR5699	0	0	0
PRR26	0	0	0
LARP4B	1120	949	1522
GTPBP4	1656	1353	2342
IDI2	1	0	0
IDI2-AS1	5	10	4
IDI1	1611	1564	2592
WDR37	359	286	462
LINC00200	0	0	0
ADARB2	3	3	2
ADARB2-AS1	0	0	0
LINC00700	0	0	0
LINC00701	0	0	0
PFKP	5072	4845	7016
PITRM1	1891	1718	2630
PITRM1-AS1	10	19	8
KLF6	4463	4871	8647
LINC00705	0	0	2
AKR1E2	10	5	15
AKR1C6P	0	0	0
AKR1C1	1422	1226	1860
AKR1C2	1851	1662	2468
AKR1C3	1080	1045	1507
AKR1C4	0	0	0
UCN3	0	0	0
TUBAL3	18	17	20
NET1	8488	7355	11899
CALML5	1	6	3
CALML3	613	840	891
ASB13	146	122	189
FAM208B	999	904	2019
GDI2	4214	3553	6349
ANKRD16	74	55	91
IL15RA	27	31	35
IL2RA	0	0	0
RBM17	1192	1176	2110
PFKFB3	2180	1857	2975
MIR3155A	0	0	0
MIR3155B	0	0	0
LOC399715	1	8	1
PRKCQ	43	25	75
PRKCQ-AS1	30	21	37
LINC00707	134	130	215
SFMBT2	4	8	28
ITIH5	0	0	2
