,cc01-20covid1,cc01-20covid2,cc01-20mock2,cc01-20mock1,cc03-19covid,cc03-19mock,cc03-20covid1,cc03-20covid2,cc03-20mock1,cc03-20mock2
FOCAD-AS1,1,2,0,0,3,1,0,0,0,0
AL353706.1,0,0,0,0,0,0,0,0,0,0
SDHDP2,0,2,1,1,0,0,0,0,0,0
AP000472.1,0,0,0,0,0,0,0,0,0,0
AL158166.1,19,18,5,2,1,7,10,4,0,0
AC107983.1,1,0,0,0,0,0,0,0,2,0
LINC02094,0,0,0,0,0,0,0,0,0,0
AC012441.1,4,2,15,17,16,4,2,8,10,14
AC005912.1,9,14,23,12,12,0,0,6,9,7
LINC02798,0,2,0,0,6,0,0,0,0,0
L29074.1,0,0,2,6,0,0,1,0,4,0
RBMX2P5,1,1,0,2,2,0,1,2,3,2
AC012494.1,0,0,0,0,0,0,0,0,0,0
AL031767.1,2,0,0,0,0,0,0,0,0,0
AP000402.1,0,0,0,0,0,0,0,0,0,0
AL355990.1,0,3,0,0,0,0,1,0,0,0
AL512785.1,0,2,0,0,0,0,0,0,0,0
HMGB3P8,2,1,0,1,1,4,0,1,0,0
RPS28P7,309,304,246,340,287,363,335,276,439,351
AC073636.1,0,0,0,0,0,0,0,0,0,0
AC025822.1,0,0,0,0,0,0,0,1,0,2
OR2AS1P,0,0,0,0,0,0,0,0,0,0
PIGQP1,0,0,0,0,0,0,0,0,0,0
PARP1P1,1,1,0,0,0,1,0,1,0,1
AC104667.1,0,0,1,2,0,0,0,0,0,0
IGHD1-14,0,0,0,0,0,0,0,0,0,0
CRIP1P3,0,0,0,0,0,0,0,0,0,0
LMCD1-AS1,21,16,61,23,12,7,17,14,27,30
AC073210.1,1,0,0,4,0,2,0,1,0,3
LINC01630,0,0,0,0,0,0,5,1,0,0
HORMAD2-AS1,71,73,64,33,39,17,1,0,2,0
BTF3P13,1,0,0,0,1,2,0,1,0,7
AC009238.1,172,118,51,56,14,10,6,2,3,2
LINC02672,0,0,0,0,1,0,0,0,0,0
RPL12P44,0,3,7,3,8,1,0,3,1,2
ZNF717,119,137,351,421,258,199,133,109,449,392
AP002856.1,0,0,0,0,0,0,0,0,0,0
LBX1-AS1,0,0,0,0,1,0,0,0,0,0
AL139275.2,0,0,0,0,0,0,0,0,0,0
AC011742.1,0,0,0,0,0,0,0,0,0,0
AC093084.1,0,0,0,0,0,0,0,0,0,0
AL161788.1,0,0,0,0,0,0,0,0,0,0
AC241644.1,0,0,0,0,0,0,0,0,0,0
USP17L5,0,0,0,0,0,0,0,0,0,0
AL160286.1,0,0,0,0,0,0,0,0,0,0
LINC01153,1,0,0,6,0,0,0,0,0,6
IL21-AS1,0,0,0,0,17,23,0,0,0,0
AC069285.2,0,0,0,0,0,0,0,0,0,0
MTCO1P44,0,0,0,0,0,0,0,0,0,0
AL669970.2,0,0,0,0,0,0,0,0,0,0
PRR20D,0,0,0,0,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0,0,0,0,0
AL022721.1,0,0,0,0,0,0,0,0,0,0
AL161725.1,2,5,2,11,2,2,0,2,10,12
AC068535.1,0,0,0,0,0,0,0,0,0,0
AC073621.2,2,0,0,0,0,2,0,0,0,0
DDX11L16,2,0,1,0,0,1,0,0,0,0
PAR,2,0,1,0,0,1,0,0,0,0
THEM7P,0,1,0,0,0,1,0,0,0,0
AC092755.1,0,0,0,0,0,0,0,0,0,0
AL139220.1,0,0,0,0,0,0,0,0,0,0
WDR11-AS1,11,5,10,6,9,3,0,0,9,2
STSP1,0,0,0,0,0,0,0,0,0,0
AL442638.1,0,0,0,0,0,0,0,0,0,0
Z98747.1,0,0,0,0,0,0,0,0,0,0
AF178030.1,0,0,0,0,2,0,0,0,1,2
AC011290.1,1,0,0,0,0,0,0,0,0,0
MYL6P3,0,0,0,0,0,0,0,0,0,0
AL590677.2,0,0,1,0,0,0,0,0,0,0
AC092641.1,0,3,1,1,2,0,0,0,0,0
AIMP1P2,0,0,0,0,1,0,0,0,0,0
PGBP,0,0,0,0,0,0,0,0,0,0
AC013467.2,0,0,0,0,0,0,0,0,0,0
LINC01688,0,0,0,0,0,0,0,0,0,0
VN1R28P,0,0,0,0,0,0,0,0,0,0
HDGFP1,4,8,3,2,2,6,0,0,0,0
AC018511.1,1,0,0,0,1,0,0,0,0,0
AC007435.1,0,0,0,0,0,0,0,0,0,0
MGAT3-AS1,1,3,4,4,7,0,5,6,15,19
AC092535.2,0,7,1,1,0,1,12,0,6,0
TRGC2,102,145,229,321,79,20,1,1,2,1
AL023581.2,1,2,2,6,1,11,11,6,4,5
AC244453.1,2,0,1,2,3,1,0,0,0,0
MIR663AHG,14,15,50,73,19,19,2,4,14,8
IGHD4-23,0,0,0,0,0,0,0,0,0,0
AC009365.4,0,0,0,0,0,0,0,0,0,0
C6orf47-AS1,0,0,0,0,0,0,0,0,0,0
ST7-AS1,53,42,126,102,166,74,12,19,76,56
AL162724.1,7,8,6,7,1,0,0,0,3,0
CNN2P1,25,30,10,29,8,3,3,0,3,7
SUB1P1,0,4,3,0,3,1,0,0,2,2
RBMY2JP,0,0,0,0,0,0,0,0,0,0
PFN1P9,0,0,0,0,0,0,0,0,0,0
AL645937.2,0,0,0,0,0,0,0,0,0,0
RPL31P12,0,0,0,0,0,0,0,0,0,0
WARS2P1,0,0,0,0,0,0,0,0,0,0
AC079145.1,7,11,7,17,7,9,5,12,33,26
H3P45,0,0,0,0,0,0,0,0,0,0
PFN1P6,6,7,23,15,1,0,9,1,8,7
SPATA13-AS1,0,0,0,0,1,0,0,0,0,0
HCG15,3,0,0,2,3,0,3,3,4,2
AL355613.1,0,0,0,0,0,0,0,0,0,0
AL356276.1,0,0,0,0,0,0,0,0,0,0
AL157935.2,19,29,20,21,84,24,0,0,17,6
AL133346.1,6,7,6,4,2,12,14,9,2,3
AC092035.1,0,0,0,0,0,0,0,0,0,0
MTND1P14,0,0,0,0,0,0,0,0,0,0
AC017101.1,1,1,0,0,0,1,1,3,0,3
AL606534.1,0,2,4,4,11,5,0,3,2,3
WASH7P,111,75,0,80,215,68,66,74,41,69
CICP17,0,0,0,0,0,0,0,0,0,0
SPANXB1,0,0,0,0,0,1,0,0,0,0
AL583844.1,0,2,0,0,0,0,0,0,0,0
AL672291.1,0,0,0,0,0,0,0,0,0,0
TTC39DP,0,0,0,0,0,0,0,0,0,0
AL136456.1,0,0,0,0,1,0,0,0,0,0
AC011998.1,0,0,0,0,0,0,0,0,0,0
NBPF13P,0,0,0,0,0,0,0,0,0,1
SLAMF6P1,4,3,0,0,1,2,8,14,1,12
LINC00845,0,0,0,0,0,0,0,0,0,0
AC092042.1,0,0,0,0,0,0,0,0,0,0
TRIM60P13,0,0,0,0,0,0,0,0,0,0
FAM155A-IT1,0,0,6,3,0,6,0,0,3,2
AC000374.1,0,0,0,0,0,0,0,0,0,0
TRIM60P9Y,0,0,0,0,0,0,0,0,0,0
AC012063.1,142,119,175,213,92,65,95,59,163,124
AL158834.2,0,1,2,0,0,0,0,0,0,0
VDAC1P12,0,0,0,0,0,0,0,0,0,0
CDRT15P2,0,0,0,0,0,0,0,0,0,0
MIS18A-AS1,1,9,8,17,9,3,0,2,2,0
AL158827.1,0,0,0,0,0,0,0,0,0,0
SMIM2-AS1,26,39,69,57,11,23,16,13,52,65
HMGN2P22,0,0,0,0,0,0,8,8,4,4
LINC01985,2,2,0,1,0,5,2,5,0,0
YWHAZP7,0,0,0,0,0,0,0,0,0,0
HCG4B,91,114,462,607,389,26,22,27,82,53
ACTR3BP5,0,0,0,0,0,0,0,0,0,0
AL845331.1,0,0,0,0,0,0,0,0,0,0
AC072039.1,1,6,2,3,5,4,1,2,5,3
KLLN,48,30,9,15,19,25,15,15,48,68
AL162427.1,0,0,0,0,0,0,0,0,0,0
AC009963.1,0,0,0,0,0,0,0,0,0,0
RPL39P25,0,0,0,0,0,0,0,0,0,0
MYOCD-AS1,0,0,0,0,0,0,0,0,0,0
MTND6P10,0,0,0,0,0,0,0,0,0,0
AL603839.1,0,0,0,0,2,0,0,0,0,2
AC110015.1,0,0,0,0,0,0,0,0,0,0
AL389889.1,0,0,0,0,0,0,0,0,0,0
RPL35AP12,0,0,0,0,0,0,0,0,0,0
MARK2P10,0,0,0,0,0,0,0,0,0,0
AL138799.1,0,0,0,0,0,2,0,0,0,0
HSFY3P,3,0,0,1,0,0,0,0,0,3
LINC01364,0,0,0,0,0,0,0,0,0,0
AC092170.1,0,0,0,0,0,0,0,0,0,0
AC009229.1,0,0,0,0,2,0,0,1,0,1
AC118345.1,0,0,0,0,0,0,0,2,0,0
AC016994.1,0,0,0,0,0,0,0,0,0,0
ELL2P1,2,3,4,0,1,4,10,4,6,0
AL035541.1,0,0,0,0,0,0,0,0,0,0
ARAFP3,0,0,0,0,0,0,0,0,0,0
KRT16P2,4321,4110,898,970,4513,1212,125,91,295,303
AL356489.1,0,0,0,0,0,0,0,0,0,0
SSXP9,0,0,0,0,0,0,0,0,0,0
AC239727.1,0,0,0,0,0,0,0,0,0,0
AC067942.1,0,1,4,1,1,1,2,3,2,1
AC073188.2,0,0,0,0,0,0,0,0,0,0
LINC02708,0,0,0,0,0,0,0,0,0,0
AC010998.1,1,0,5,2,0,0,1,0,0,0
LINC02832,2,1,11,14,4,8,4,7,11,7
AC140076.1,0,1,3,2,4,1,0,0,4,1
AL031985.2,0,0,1,0,2,0,23,6,10,6
AL445686.1,0,2,1,0,1,0,0,0,0,0
LINC02630,0,0,0,0,0,0,0,0,0,0
MTND4P15,0,0,3,0,0,1,1,0,1,0
AL139396.1,0,0,0,4,0,0,0,0,0,0
AF130417.1,0,0,0,0,0,0,0,0,0,0
AC005042.1,0,5,0,0,11,0,0,3,0,3
IGHJ1P,0,0,0,0,0,0,0,0,0,0
LINC00434,0,0,0,0,0,0,0,0,0,0
RPL23AP43,0,2,0,3,1,1,1,1,0,0
AL139280.1,0,0,0,0,0,0,0,0,0,1
THRAP3P1,0,0,0,0,0,0,0,0,0,0
LINC00307,0,0,0,0,0,0,0,0,0,0
RPL15P1,0,0,0,0,0,0,0,0,0,0
HAUS6P1,10,25,13,7,0,23,8,16,9,9
PARG,1885,1726,1138,1237,1419,1870,1825,1825,1821,1674
HNRNPKP2,13,11,7,15,15,10,25,31,8,8
MTND5P25,0,0,0,2,0,0,0,0,0,0
CEACAMP7,0,0,0,0,0,0,1,0,0,0
PPIAP88,0,0,0,0,0,0,0,0,0,0
NANOGP6,0,0,0,2,0,0,0,0,0,0
ARHGEF7-AS1,0,0,0,0,0,0,0,0,0,0
RAB28P3,0,0,0,0,0,0,0,0,0,0
RBM26-AS1,59,77,209,235,56,143,36,62,135,152
AL359644.1,0,1,3,4,0,0,0,0,0,3
LINC00866,1,0,2,1,0,0,0,0,0,0
AL354861.1,0,0,0,0,0,0,0,0,0,0
AC017074.1,7,6,0,0,14,10,10,7,2,1
AL512658.1,0,0,0,0,0,0,0,0,0,0
RPS24P7,0,0,0,0,0,0,0,0,0,0
AC018685.1,0,0,0,0,0,0,0,0,0,0
AC008060.2,0,0,0,0,0,0,0,0,0,0
SLC9B1P4,0,0,0,0,0,0,0,0,0,0
CDK8P2,2,0,1,0,2,5,0,0,0,0
AC254562.1,2,2,22,9,10,2,1,2,6,3
AC074085.1,0,0,0,0,0,0,0,0,0,0
TP73-AS1,1297,1357,1504,1814,1376,707,472,547,978,995
RABGAP1L-DT,10,4,8,10,4,4,13,16,22,12
AL157832.1,0,0,0,0,2,0,2,0,0,1
DLG1-AS1,36,25,11,7,23,5,11,20,26,53
FTH1P16,13,22,23,13,25,11,618,376,1896,2078
PPIAP2,0,10,16,12,17,3,17,22,25,11
EIF4A2P2,1,1,0,1,0,0,1,0,1,0
AL353662.1,6,3,8,9,4,0,2,0,0,0
AC091705.1,0,0,0,0,0,0,0,0,0,0
AL133410.1,31,48,154,126,45,5,11,10,38,20
SALL1P1,0,0,0,0,0,0,0,0,0,0
HPN-AS1,8,14,62,53,13,2,2,0,0,0
AL031575.1,0,0,0,0,0,0,0,0,0,0
AC007386.1,0,0,1,0,0,0,0,0,0,0
EIF2AP4,0,0,0,0,0,0,0,0,0,0
AC079355.2,0,0,0,0,0,0,0,0,0,0
KIF9-AS1,59,55,158,343,97,72,31,69,199,212
AL391219.1,0,0,0,0,0,0,0,0,0,0
AC012501.2,0,0,0,0,0,4,0,1,4,0
RPL37P1,1,0,8,0,0,0,0,0,0,0
LINC01806,134,171,49,24,64,58,32,20,20,54
KRT8P20,0,0,0,0,0,0,0,0,0,0
RNF6P1,0,0,0,0,0,0,0,0,0,0
AC245884.1,0,0,0,0,0,0,0,0,0,0
AMYP1,0,0,2,0,0,0,0,0,0,0
ZMYM4-AS1,0,0,4,5,0,0,0,2,0,2
ACNATP,0,0,0,0,0,0,0,0,0,0
STK33P1,0,0,0,0,0,0,0,0,0,0
AL022238.1,0,0,0,0,0,0,0,0,0,0
AL929472.1,0,0,0,0,0,0,0,0,0,0
AC114402.2,0,0,2,0,0,0,0,1,0,0
PCGEM1,0,0,0,0,0,0,0,0,0,0
LINC01724,0,0,0,0,0,0,0,0,0,0
OR10U1P,0,0,0,0,0,0,0,0,0,0
MRPS21P2,0,0,0,0,0,0,0,0,0,0
VN1R33P,0,0,0,0,0,0,0,0,0,0
Z93019.1,0,4,0,0,0,0,0,0,0,0
H3P9,0,0,0,0,0,0,0,0,0,0
CSE1L-AS1,0,0,4,2,1,0,2,0,0,3
ASIC4-AS1,0,0,0,1,0,0,0,0,0,0
AC090018.1,0,2,0,0,3,0,0,0,0,0
RNF19BPX,0,0,0,0,0,0,0,0,0,0
FCF1P1,0,0,0,0,0,0,0,0,0,0
RPS8P4,0,0,0,0,0,0,0,0,0,0
AP001471.1,0,0,2,2,0,9,0,1,0,0
TTTY17B,0,0,0,0,0,0,0,0,0,0
ATP5MC1P4,10,4,2,2,9,4,10,4,1,3
H3P30,0,0,0,0,0,0,0,0,0,0
AC007322.1,0,0,0,0,0,0,0,0,0,0
OR10R1P,0,0,0,0,0,0,0,0,0,0
XGY1,0,0,0,0,0,0,0,0,0,0
FGF7P6,180,215,300,383,111,75,48,71,111,105
HNRNPA1P63,1,0,0,0,0,0,0,0,0,0
MTND4P30,0,0,1,0,1,2,0,0,0,0
AL450345.1,2,0,0,0,0,0,0,0,0,0
LINC00310,0,1,0,0,2,6,1,0,0,0
AC079612.2,0,0,0,0,0,0,0,0,0,0
PSME2P6,0,1,0,1,0,1,0,1,0,0
AL390838.1,0,0,0,0,0,0,0,0,0,0
GPN3P1,0,0,0,0,0,0,0,0,0,0
AL590783.1,0,0,0,0,0,0,0,0,0,0
LINC01537,0,0,0,0,0,8,0,0,0,1
AC073415.1,0,0,0,0,0,0,0,1,2,3
AKR1B15,5,6,79,8,65,22,13,12,66,48
TSSK5P,0,0,0,2,0,0,0,0,0,0
RPL6P24,2,0,3,7,4,0,0,0,0,0
AL355300.1,0,0,0,0,0,0,0,0,0,0
STK4-AS1,12,13,9,0,2,9,10,4,13,5
AC124861.1,1,2,0,1,1,0,1,0,0,1
CCDC148-AS1,0,0,0,0,0,0,0,0,0,0
AC008080.2,0,0,0,0,0,0,0,0,0,0
AL157702.2,0,1,0,0,0,11,0,0,0,2
CR559946.1,0,0,0,0,0,0,0,0,0,0
AL162400.1,0,0,0,0,0,0,0,0,0,0
AL050309.1,39,35,70,77,27,23,13,24,54,50
NCAM1-AS1,0,0,0,0,0,0,0,0,1,0
GAGE12D,0,0,0,0,0,0,0,0,0,0
AC006458.1,0,0,0,0,0,0,0,0,0,0
CCNJP1,0,0,0,0,0,0,0,0,0,0
AL138921.1,0,2,6,2,2,0,0,1,4,2
AC239367.1,0,0,0,0,0,0,0,0,0,0
USP9YP14,0,0,0,0,0,0,0,0,0,1
KIF1C-AS1,2,1,0,4,1,4,2,2,1,1
AC099066.2,6,13,2,6,1,14,10,5,1,0
PABPC1P6,0,0,0,0,0,0,0,0,0,0
AC018359.1,0,0,0,0,0,0,0,0,0,0
AC092647.2,0,0,0,0,0,0,0,0,0,0
SCAMP4,3232,3265,2318,3042,2854,3413,2318,2303,2860,2571
MROCKI,0,0,0,0,0,0,0,0,0,0
AC016925.1,0,0,0,0,0,0,0,0,0,0
LTB,39,40,15,2,28,5,370,207,103,82
LINC01624,0,0,0,0,0,0,0,0,0,0
LINC01839,0,0,0,0,0,0,0,0,0,0
LINC01442,0,0,0,0,0,0,0,0,0,0
AC005297.1,0,0,0,0,0,0,0,0,0,0
AL592301.1,1,2,13,22,0,1,1,0,10,12
AC114755.1,1,0,0,0,0,0,0,0,0,0
AC107890.1,0,0,0,0,0,0,0,0,0,0
C1DP4,1,0,0,0,0,0,1,0,0,0
AL160163.2,0,0,1,0,0,0,0,0,0,0
LINC01483,0,0,0,3,1,0,0,0,0,0
AL928970.1,147,197,712,713,603,104,84,104,278,274
AL008719.1,0,0,0,0,0,0,0,0,0,0
AL390840.1,5,4,17,24,1,0,0,0,0,0
RPS20P15,0,0,0,0,0,0,0,0,0,0
RPL7P6,1,1,1,0,1,1,0,0,1,1
AC096540.1,1,1,8,8,15,2,3,1,2,3
DIAPH3-AS1,0,1,0,0,0,0,0,0,0,0
AL162414.1,0,0,0,0,0,0,0,0,0,0
AC002542.1,0,0,0,0,0,0,0,0,0,0
SLC2A1-AS1,11,13,103,117,73,31,4,9,72,81
Z83841.1,0,0,0,0,0,0,0,0,0,0
AL357315.1,0,0,1,0,1,0,0,0,0,0
SOCS5P4,2,6,0,3,0,2,5,2,9,1
AL139281.1,0,0,0,0,0,0,0,0,0,0
HNRNPFP1,0,0,0,0,0,0,0,0,0,0
AC016394.2,41,50,120,71,78,47,16,33,83,79
SFR1P1,0,0,0,0,0,0,0,0,0,0
AC092614.1,28,17,41,31,16,14,13,7,7,20
SPAG5-AS1,12,20,23,42,25,8,2,5,19,15
AC018647.1,0,1,6,6,0,0,2,0,3,9
AC006455.2,0,0,0,0,0,0,0,0,0,0
OR4A2P,0,0,0,0,0,0,0,0,0,0
AC116035.1,0,0,0,0,0,0,0,0,0,0
TRBV7-5,0,0,0,0,0,0,0,0,0,0
USP17L12,0,0,0,0,0,0,0,0,0,0
AL590422.1,0,0,0,0,0,0,0,0,0,0
MIR4290HG,0,0,0,0,0,0,0,0,0,0
AC096531.1,0,0,0,0,0,0,0,0,0,0
MTND3P9,0,0,0,0,0,0,0,0,0,0
RPS15AP30,1,1,7,6,7,3,1,0,2,4
AC074257.2,0,0,0,0,0,0,0,0,0,0
RNF11P2,0,0,0,0,0,0,0,0,0,0
LINC00376,0,0,0,0,0,0,0,0,0,0
SNX18P26,0,0,3,1,1,11,0,0,0,0
AC004986.1,0,0,2,0,0,0,0,0,0,0
AC112229.2,1,0,6,6,0,0,0,0,0,0
RPS3AP53,0,0,0,0,0,0,0,0,0,0
AL136114.1,0,0,2,0,0,0,0,0,0,0
AL121877.1,0,0,1,0,2,0,1,0,1,0
ADGRF5P1,2,2,0,4,1,0,3,0,0,0
RPS3AP37,0,0,0,0,0,0,0,0,1,0
MTND4P5,0,0,0,0,0,0,0,0,0,0
AL360013.1,0,0,0,0,0,0,0,0,0,0
RPS26P39,2,1,1,1,0,1,0,1,0,0
CNTN4-AS2,0,0,0,0,0,0,0,0,0,0
AL136528.1,2,1,0,10,0,0,0,0,0,0
ATP5MC1P5,0,0,0,0,0,0,0,0,0,2
HSD11B1-AS1,0,2,17,18,3,6,7,9,2,3
PIGFP3,0,0,0,0,0,0,0,0,0,0
PHBP16,0,0,0,0,0,0,0,0,0,0
WASF1P1,0,0,0,0,0,0,0,0,0,0
Z94721.1,0,1,4,1,2,0,0,0,2,1
AL031676.1,0,0,0,0,0,0,0,0,0,0
AL031779.1,0,0,0,0,0,1,4,6,11,17
TOMM22P3,0,0,0,0,0,0,0,0,0,0
AC005392.1,0,0,0,0,0,0,0,0,0,0
SUMO2P2,0,0,0,0,0,0,0,0,0,0
TMEM183AP1,0,0,0,0,0,0,0,0,0,0
FRMPD3-AS1,0,0,0,0,0,0,0,0,0,0
LINC01074,0,0,0,0,0,0,0,0,0,0
QRSL1P2,0,0,0,0,0,0,0,0,0,0
AP001324.1,2,5,13,0,6,11,26,34,26,41
AC063976.3,0,0,0,0,0,0,0,0,0,0
CERS6-AS1,0,0,0,1,0,0,0,0,1,1
AL391056.1,20,8,21,10,107,13,33,40,6,4
ALG1L8P,0,3,0,0,0,0,1,2,7,12
PHBP11,1,0,0,0,1,0,3,6,2,3
AC010881.1,0,0,0,0,0,0,0,0,0,0
SNRPEP3,0,0,0,0,0,0,0,0,0,0
AL359510.1,0,0,0,0,0,0,1,2,0,0
AL080276.2,371,281,189,177,289,362,355,428,308,289
SLC25A15P1,0,0,0,0,0,0,0,0,0,0
LINC01132,8,15,31,16,18,11,9,13,41,31
AC018804.1,0,11,8,8,0,0,0,0,0,0
RBMY2YP,0,0,0,0,0,0,0,0,0,0
LINC01714,5,5,4,0,6,7,0,1,0,3
USP9YP21,0,0,0,0,0,0,0,0,0,0
HNRNPA1P14,0,1,5,10,5,0,0,0,4,11
SOX21-AS1,95,94,483,305,733,381,264,365,1456,1332
HIGD1AP11,0,0,0,2,0,1,0,0,0,1
RPL7P54,0,0,0,0,0,0,0,0,0,0
STEAP2-AS1,1,0,10,20,5,6,0,0,4,8
MTND6P32,0,4,0,1,0,0,0,0,0,1
ISCA1P6,0,0,0,0,0,0,0,1,0,0
SERPINA7P1,0,0,0,0,0,0,0,0,0,0
AC005160.1,0,0,0,0,0,0,0,0,0,0
CLYBL-AS2,1,0,0,1,0,0,2,0,0,0
UST-AS1,0,0,1,0,0,0,0,0,0,0
MTCO3P18,0,0,0,0,0,0,0,0,0,0
RPL7P2,0,0,0,0,0,0,0,0,0,0
CYCSP24,1,6,4,1,0,2,18,15,2,6
AL392003.1,0,0,0,0,0,0,0,0,0,0
AL390728.4,76,110,107,160,135,43,84,67,106,75
AL162734.1,0,0,0,0,0,0,0,0,0,0
LINC00355,0,0,1,0,1,4,0,0,0,0
LINC01068,3,0,1,0,5,0,2,4,1,3
AL355581.1,0,2,2,8,3,2,7,2,0,0
AL133173.1,0,0,0,0,0,0,0,0,0,0
AC108051.1,0,0,0,0,0,0,0,0,0,0
AL033504.1,0,2,0,0,2,0,0,0,0,0
ATP5F1AP2,0,0,0,1,0,0,0,0,0,0
AL358394.1,0,0,0,0,0,0,0,0,0,0
CROCCP4,0,0,4,6,2,0,0,3,2,14
LINC02088,0,0,0,0,0,0,0,1,0,0
AL713965.1,0,2,1,2,0,1,1,0,0,0
HNRNPA3P2,0,0,0,0,0,0,0,0,0,0
SRP68P2,0,0,0,0,0,0,0,0,0,0
MED28P3,3,5,4,8,3,8,5,9,9,4
GSTM3P1,0,0,0,0,0,1,0,0,0,0
RPL23AP74,0,0,2,3,0,2,0,0,1,1
DNMBP-AS1,91,59,44,77,46,22,21,24,81,102
AP001619.1,1,0,10,4,1,2,3,2,2,10
AC239809.2,0,3,12,4,0,0,0,0,0,0
LINC00111,3,0,0,0,5,0,1,2,0,1
AL354892.1,0,0,0,0,0,0,0,0,0,0
AL391097.2,0,0,1,0,1,0,0,1,2,0
AL713998.1,0,0,0,0,0,0,0,0,0,0
SDAD1P3,0,0,0,0,0,0,0,0,0,0
LINC01850,0,0,0,0,0,0,0,0,0,0
AC091607.1,0,0,0,0,0,0,0,0,0,0
AC245517.2,0,0,0,0,0,0,0,0,0,0
AL451054.1,0,0,0,0,0,0,0,0,0,0
AL359915.1,0,0,3,0,4,0,2,0,5,1
AC092159.1,0,0,0,2,0,1,0,0,0,0
MTND6P18,0,0,5,5,2,1,0,0,4,2
AP000459.2,0,0,0,0,0,0,0,0,0,0
AC138749.1,0,0,0,0,0,0,0,0,0,0
AC016730.1,0,0,0,0,0,0,0,0,0,0
AC006042.1,0,4,10,10,1,0,0,0,0,2
RPSAP64,0,0,0,0,0,0,0,0,0,0
AL022100.1,0,0,0,0,0,0,0,0,0,0
AL596188.1,0,0,0,0,0,0,0,0,0,0
GCOM2,3,2,5,7,28,0,3,1,3,1
AP001271.1,0,0,0,0,0,0,0,0,0,0
AL356583.2,0,0,0,0,0,0,0,0,0,0
RD3L,0,0,0,0,0,0,0,0,0,0
MTND6P5,0,0,0,0,0,0,0,0,0,0
AC239809.3,13,26,45,31,3,15,5,6,8,36
AL590378.1,0,0,1,0,0,1,0,0,0,0
CYCSP5,0,0,0,0,0,0,0,0,0,0
MTCO3P16,0,0,0,0,1,0,0,0,0,0
OR8B1P,0,0,0,0,0,0,0,0,0,0
AC092646.1,0,0,0,0,0,0,0,0,0,0
LINC02803,3,3,0,2,9,6,1,0,1,6
AL121987.2,1,2,8,5,12,0,4,3,1,3
CALR4P,1,0,2,0,2,1,2,0,0,0
AC004875.1,0,0,0,0,0,0,0,0,0,0
LINC01940,0,0,5,0,0,1,4,0,7,4
AC098826.2,0,0,0,0,0,0,0,0,0,0
AC096631.2,0,0,0,0,0,0,0,0,0,0
AL138916.1,0,0,0,0,0,0,0,0,2,0
RCC2-AS1,0,0,0,0,0,0,0,0,0,0
AC023194.1,0,0,0,0,0,0,0,0,0,0
AP000344.1,0,0,2,2,0,0,0,0,0,0
AP000282.1,0,0,1,0,0,0,0,0,0,0
AL645939.3,0,1,1,3,0,0,0,0,0,0
VTI1BP4,0,0,0,0,0,0,0,0,0,0
AC135001.1,0,0,0,0,0,0,0,0,0,0
GUSBP8,0,0,0,0,0,0,0,0,0,0
LINC01693,0,0,0,1,0,5,0,4,2,1
MYL12BP2,0,3,5,15,1,4,6,4,16,11
AL671277.1,40,64,42,86,69,53,32,18,25,17
AC072062.1,0,1,2,3,0,0,0,1,3,1
RPL7P12,0,0,2,0,1,0,0,0,0,0
ASH1L-IT1,0,0,3,2,0,0,0,0,0,1
AL031282.1,0,11,23,30,21,12,6,16,13,12
AKR1D1P1,0,0,0,0,0,0,0,0,0,0
AL031736.1,0,0,0,0,0,0,0,0,0,0
AC234779.1,0,0,0,0,0,0,0,0,0,0
AC002553.1,3,7,28,32,19,2,8,0,16,9
ZNF965P,0,0,0,0,0,0,0,0,0,0
AC092013.1,0,0,0,0,0,0,0,0,0,0
MTCO3P43,0,0,4,2,0,0,0,0,1,0
MTCYBP7,0,0,0,0,0,0,0,0,0,0
SPECC1P1,0,0,0,0,0,0,0,0,0,0
AC007365.2,0,1,0,0,1,0,0,0,0,1
MTND4LP9,0,0,0,0,0,0,0,0,0,0
AC012358.3,28,14,9,30,10,15,11,6,8,13
IGHD4-17,0,0,0,0,0,0,0,0,0,0
DNAJB3,0,0,0,2,3,0,4,2,11,13
AL158198.1,0,0,0,0,0,0,0,0,0,0
RPL21P90,0,0,0,2,0,0,0,0,1,1
OR5W1P,0,0,0,0,0,0,0,0,0,0
AL355674.1,0,0,0,0,0,0,0,0,0,0
INKA2-AS1,10,5,18,8,12,6,15,33,53,43
Z82190.1,0,0,0,0,0,0,0,0,2,0
MRPS17P9,0,0,0,0,0,0,0,0,0,0
AL359265.1,0,1,0,0,1,1,0,0,0,0
ARHGAP42P1,0,0,0,0,0,0,0,0,0,0
AL590408.1,0,0,0,0,0,0,0,0,0,0
AC122136.1,0,0,0,0,0,0,0,0,0,0
SLC9A7P1,20,12,1,11,15,19,0,0,10,6
AC138969.3,6,19,46,96,117,66,103,166,252,264
TRIM60P3Y,0,0,0,0,0,0,0,0,0,0
ST13P21,0,0,0,0,0,0,0,0,0,1
AP003385.1,0,0,0,0,2,0,0,0,2,0
CARM1P1,0,0,0,0,0,0,0,0,0,0
AC008850.2,0,0,1,0,0,0,1,2,0,3
TRIM60P11Y,0,0,0,0,0,0,0,0,0,0
AL121885.2,1,0,0,0,0,0,0,0,6,0
KRTAP8-3P,0,0,0,0,0,0,0,0,0,0
