X	Control_49604	Control_49605	Control_49606	Control_49607	Control_49608
EIF1AX	153.7	26.4	96.1	82.6	44.2
EIF1AX	73	4.4	89.9	93.5	48.7
EIF1AX	279.7	113.7	109.5	89	113.4
EIF1AX	54.6	78.6	127	62.8	97.3
YWHAH	193.7	232.8	318.9	237.2	289.4
DSTN	223.8	467.2	369.5	389.6	680.6
DSTN	1374.7	1335.2	1645.6	1139.2	1522.5
TAF7	395.4	185.6	122	194.5	200.5
EIF5B	141.6	330.7	285.2	194.7	441.5
EIF5B	108.7	108.7	61	103.2	66
EIF5B	67.2	136.3	102.8	108.5	191.3
EIF5B	39	149.3	102	93.9	235.3
CD99	84.3	307.7	286.4	220.9	294.7
CD99	869.7	700.3	476	308	559.4
LDHB	1242.4	915.3	583.6	656.4	1152.9
HNRNPH1	2491.1	1101.1	907.6	706.5	820.8
BLCAP	329.9	230.7	170.6	89.7	337.8
RPLP0	4489.4	3670.6	3189.5	2851.5	2655.6
ADD3	1036.7	669.1	869.4	679.2	527.3
HADH	338.1	311.4	224.4	262.5	570.8
HADH	584.4	179.8	76.4	122.9	378.5
PFKP	84.4	128.6	83.6	153.9	18.4
ANP32A	135.3	111.3	102.2	115.4	118.5
RAD23A	20.7	87.1	93.5	87.2	60.2
GNAI2	39.1	86.7	87	40.5	51.4
DUSP1	2880.1	272.1	5215.4	1882.1	2005.7
TGM2	176.5	30.9	250.7	132.7	179.2
ANP32A	3.4	7.7	8	8.8	40.3
DUSP1	3.8	7.3	191.3	24.5	14.3
WTH3DI	7.6	6.1	12.6	16.6	15.6
RAD23A	175.4	247.1	128.6	139.7	54.4
WTH3DI	265.1	282.6	409.6	233.3	287.3
WTH3DI	3.4	3.7	4.5	19.7	15.6
RPS18	5426.4	3047.9	2633.5	2915.2	1805.3
PLD3	14.4	10.4	143.1	22.6	112.4
ANP32A	119.6	216.1	210.7	255.7	248.5
PSMF1	6.3	15.2	39.4	22.2	14.3
PSMF1	248.8	122.5	127.8	91.4	88.2
HNRNPA0	670.1	520.9	429.9	465.7	522.1
HNRNPA0	115.5	140.6	161.2	153	95.3
GOLGB1	171.7	93.2	76.6	86.8	81.4
GOLGB1	253.2	296.9	237.5	244	284.3
MYL9	11.6	46.8	180.4	5.3	19.2
CTTN	408.1	264.3	255.4	280.9	364.5
STOM	618.5	356.7	659.3	471.4	516.2
STOM	918.6	817	1027.3	969.3	874.2
STOM	2.6	4.4	4.5	9.1	46
RCN1	575.9	618	507.3	471.1	422.7
LOC100996696	216.1	211.9	175.2	264.6	119.6
GTF2IP4	291	249.2	326	121.1	396.9
CYC1	48.5	10.8	11.9	35.3	18.4
PSMC2	65.3	88.1	73.2	21.9	102.1
PSMC2	476.5	415.7	513.6	233.1	341.6
MMP2	286	721.7	581.8	289.3	182.6
SF3B1	134.5	86.1	138.6	188.8	180.5
SF3B1	1183.8	885.1	924.6	642.1	721.6
SMARCC1	84.7	39.1	104.8	118.3	16.1
SMARCC1	74.2	132.8	87.3	94.2	78.1
SMARCC1	287.3	193.7	115.6	98.6	89
SMARCC1	49	79	75.4	73	111.5
SNU13	79.3	149.2	108.2	64.1	19.1
SNU13	210.1	181.7	406.8	385.5	218
TM9SF2	264.1	427.6	463.4	298.3	474.3
SYNGR2	82.8	90.7	99.5	66.3	70.8
PIP4K2B	192	65.3	51.6	74.3	137
PIP4K2B	8.5	27.7	35	103.5	50.2
SLC4A5	24.6	8.3	17.2	12.2	24.4
BCLAF1	17.5	1.8	35.7	22.6	16.2
BCLAF1	949.4	603	536.4	491.4	456.9
SON	3.7	4.9	5	8.3	9.3
SON	544.2	545.4	572.5	559.2	601.4
PXN	146.9	190.3	201.4	183.7	201.5
KPNA2	223.5	77.1	226	86.4	62
ATP6V1B2	116.1	248.3	190	288.5	216.3
TUBA1B	1220.2	1113	1737.6	818.1	954.7
CBX3	101.3	51.3	121	47.2	36.5
RBBP7	573.9	405.8	362	306.8	291.5
SDHA	150.2	159.9	193.7	156.7	278.6
RPS29	10747.6	7705.3	4884.1	6523.8	3454.6
DAP	59.2	132.6	160.6	100.5	130.1
ARF4	173.6	431.1	577.1	338.4	322.6
ARF4	1173.1	772.8	1189.7	357.1	386
COPB2	401.9	406.9	322.7	303	436.1
USP9X	273.7	134.6	187.5	181.9	156.2
USP9X	204.5	194.2	216.8	236.6	322.6
BCLAF1	16.7	56.4	20.1	8.3	10
PFKL	75.3	162.2	139.5	154.9	193.6
NBPF20	1215.6	1212.5	993.8	986.4	1111.5
NBPF25P	200	459	521.8	423.7	612.7
LGALS1	494.5	1015.2	2059	732.3	2082.1
GPX4	242	877.6	525.7	449.1	1797
THBS1	10	7.2	7.9	14.8	5.7
THBS1	32.2	152.7	200.5	215.5	196.8
THBS1	17.8	203.3	534.8	410.3	213.2
THBS1	258	274.3	1169.7	520.2	169.6
CSE1L	180.7	43.5	91	43.6	108.2
CSE1L	222.9	442.1	316.4	410.8	351.4
TUFM	60.7	126.7	180.9	68.2	96
PSMA7	294	307.9	341.5	191.8	239.7
POLD2	27.1	31.6	58.8	10.8	64.7
CPE	274.7	171.3	417.5	161.8	323.7
CPE	1082.8	135.2	303.5	101.7	160.1
PGD	10.3	96.6	87.2	25.9	69.1
COX8A	172.7	381	385.3	199.8	219.1
PGRMC1	13.3	30.3	15.6	40.9	197
PGRMC1	660	677.3	587.7	639.4	1033.8
EIF5A	90	204	180	257.6	281.6
EIF5A	40.1	25.8	38.6	25.1	148.3
ITGB5	237.6	188	125.8	167.1	290.9
ITGB5	225.9	225.3	243	147.1	303
MGAT1	142.8	151.6	45.2	161.3	99.2
ACLY	67.8	127.8	137.5	232.5	207.2
ACLY	392.2	519.2	306	338.7	229.5
SRSF7	303.4	286.1	331.2	305.7	316
CDH1	35.9	37	55.5	23.3	48.1
CDH1	127.6	5.5	10.4	14.5	40.5
RPL36A-HNRNPH2	356.3	135.5	145.5	169.7	107.2
PJA2	41.8	110.8	172.2	110.2	141.4
COX7C	1851.2	744.9	559.8	416.8	597.6
ECHS1	250.8	530.4	270.4	419.3	824.3
PLP2	68.4	173.4	56.1	86.4	90.4
HLA-DPB1	870.9	1517.3	1309.7	683.8	926
SSB	60	131.2	119.7	84.9	87.7
SSB	395.3	362.8	319.1	221	585.6
RAB5C	55.9	33	49	87.9	15
GPNMB	1152.8	812.9	1337	804	448
EIF2S1	172.1	94.2	196.9	210.1	119.9
EIF2S1	73.2	65.4	103.6	92.8	131
EIF2S1	228.7	185.2	227.8	202.6	261.2
HAX1	107.2	189.3	173	120.2	208.3
NFE2L2	693.2	328.9	984.3	261.7	426.3
TIMP3	192.9	95	148.4	67	165
TIMP3	179.4	232.8	231.7	107.7	223.8
TIMP3	98.3	116.8	110.4	159.7	194
TIMP3	563.9	737.3	549.6	623.2	798.8
MBNL1	22.7	43.2	27.4	69	45.9
MBNL1	207.8	789.5	649.6	456.4	626.8
MBNL1	1031.4	659.3	793.3	370.7	455.1
SNORD18C	3192.9	4071.6	3572.8	3783.1	2790.2
MFN2	122.3	97	78.6	119.5	88.5
RAB5C	8	97	71.9	83.9	33.9
NMT1	164.1	115.6	50.2	164.2	67
NMT1	5.5	7.1	9.3	17.5	79.6
NMT1	17.2	69.5	53.2	77.3	15
YBX3	1082.7	382.5	796	404.8	505.5
YBX3	272.7	18.9	391.4	126.6	189.2
IGFBP7	1233.5	960.3	1663.7	960.1	571.3
IGFBP7	2615.4	1872.9	3160.4	1124.9	831.6
PUM1	28.7	131.7	113.8	63.5	111.1
PUM1	171.3	177.4	210.7	219.5	224.1
PUM1	651.5	481	385.5	270.3	410.5
ARHGDIA	22.4	19.6	37.7	6.1	24.4
ARHGDIA	78.3	49.8	75.5	170.9	55.2
BHLHE40	3.6	3	67.3	18.3	6.6
BHLHE40	357.9	63.3	633.6	269.9	108.2
ATP6V0E1	64.1	381.1	347.6	246.8	385
ATP6V0E1	963.5	1140.5	1238.6	633.9	860.1
NUDC	202.9	242.9	155	391	294.5
TERF2IP	310	352.9	236.2	162.9	212.3
TMX2	145.1	162	169.9	192.9	209.1
ARCN1	257.5	100.7	127.2	160.5	106.3
UBA2	634.8	172.7	159.6	148.8	157.8
FBXO7	220	298.1	266.1	179.4	265.3
GNAI3	144.8	156	248.7	169.8	191.7
GNAI3	337	396.2	361.3	520.7	276.4
GNAI3	99.8	44.2	78.2	83.9	111.9
CHD4	5.5	39.3	65.4	13.7	6.9
CHD4	106.1	139.9	177.3	244.2	103.6
CHD4	181.4	166.1	122.7	113.3	120.9
HTRA1	781.8	536.7	522.9	369.8	538.5
LRPAP1	176.9	128.5	93.9	86.3	29.6
ITPR3	84.8	50.1	88.5	107.6	17.2
ITPR3	35.7	69.9	139.5	40.9	102.2
ITPR3	90.3	54.7	39.8	16.2	7.9
PITPNA	166.5	124.4	171.7	166.2	112
PITPNA	4.9	15.5	18.6	17.5	9.2
PITPNA	81.2	53.6	116.9	78.5	84.9
IDH1	274.6	322	310.9	184.6	516.5
SEPW1	54.3	280.9	289	250.7	387.9
SLC7A5	57.1	84.7	203.9	225.4	97.6
AMD1	84.1	88.4	78.2	94.3	61.7
AMD1	243.8	139.5	107.6	152	101.9
PSMD1	88.2	170.8	120.4	176.4	243.7
PSMD1	412.8	592.6	416.6	339.8	614.3
CREG1	933.7	360.5	498.4	261	538.8
CSTB	237.8	152.4	233.4	51.5	151.6
PCNA	230.9	122.7	133.9	43	89.1
RRBP1	5.6	12	35.7	14.9	7.1
RRBP1	246.9	337.6	114.2	67	74.4
RRBP1	81.3	112.2	114.2	143.3	146.1
RRBP1	5.5	39.7	113	7.8	59.3
TNFAIP1	183.4	240.6	190.6	259.2	227.4
TNFAIP1	19	82	39.3	132.9	31.4
HDAC1	151.1	104.4	134.9	103.8	133.2
DDX3X	1522.6	344.8	651.9	339.8	293.2
DDX3X	10.7	28.7	37.8	77.4	13.8
LGMN	158.6	268.6	581.9	190.1	267.1
PPP1R7	37.1	12.1	125.2	29.2	12.1
PPP1R7	92.2	208.7	105.3	145.9	133.5
PLS3	1564.7	564.9	865.4	371.3	483.9
ERP29	229.9	235	260.9	214.2	274.3
SNORD83B	6527.3	8138.9	7128.1	6062.4	5185.3
CTBP2	194.8	23.1	63.5	57.6	8.7
CTBP2	78.1	113.3	36.7	43.4	75.8
CTBP2	245.4	298.6	354.8	309.5	424
SNRNP70	201.5	149.2	304.6	206.9	251.3
RAD23B	327.9	233.8	193.6	26.1	233.7
RAD23B	489.6	247.8	277.4	179.6	211.1
SRRM1	9.6	16	93.5	19	20.1
SRRM1	524.3	300.4	232.9	248.9	290.6
NDUFB8	165.9	253.7	211.4	136.4	288.3
NDUFB8	456	221.3	225.8	256	273.9
ARIH2	19.5	51.1	86.7	29.2	90.7
ARIH2	5.4	2.6	4.8	5	4.7
ARIH2	130.1	115.4	66.8	61.3	107.5
ENO1	202.2	406.6	414.8	327.7	388
PSMD13	89.8	112.3	86.7	95	100.9
PSMD13	45	141	50	66.7	87.2
ILK	246.4	291.4	248	252.7	199.3
BTG2	68.2	33.4	54.9	91.8	67.3
BTG2	659.4	270.5	935.1	671.5	382
CAPZA2	359.2	411.4	494	306.4	321.2
CAPZA2	311.7	243	186	68.8	114.7
SPCS2	147.6	247.7	283.9	158.7	265.6
SPCS2	801.3	540.5	519.7	260.6	265
DDX1	346.3	236.1	197	224.2	221.2
ATP1B1	9.5	42.9	43.1	36.6	18.1
ATP1B1	397.8	157.1	403.8	220.8	163
RAF1	186	114.8	171.3	226.4	181.9
LOC101927673	20.8	120.3	106.8	52.6	14.2
LOC101927673	4.3	22.4	22	20.4	46.1
SREBF2	85	105.3	122.9	130.9	143.9
SREBF2	76.6	22.6	68.7	43.9	78.7
SLC2A1	79.8	73.2	17.7	34.3	69.2
SLC2A1	132.7	152.7	115.8	117.1	160.6
PKM	49.2	189.7	59.4	58.1	42.2
PSMC4	57.6	8.4	42.1	9.9	7.1
CDIPT	337.7	264.5	158.6	193.8	226.9
RPS6	5116.9	4694.1	3953.2	4104.8	3158.7
BAG6	129.8	184	171.4	181.2	165.9
COX7A2L	372.9	366.8	333.6	447.2	295.9
SNORD73A	15705.9	16279.1	11186.6	15820.5	10389.7
RPS16	1725.1	1188.7	1115.7	879	754.6
SYPL1	134	296.8	151.1	277.3	331.4
SYPL1	732.5	379.5	259.4	251.5	308.4
BGN	172	557.1	470.1	210.3	134
BGN	39.8	48.1	134	91.9	84.1
TARS	219.6	162	158.5	86.5	175.1
COPE	7	8.1	19.1	6.3	17.7
AF119897	87.5	128.7	42.2	55.6	98.2
TXNRD1	447.3	177.7	296	170.6	310.2
PSMC3	3.4	79.2	101.1	122.3	190.2
NME1-NME2	423.1	238.6	359	192.7	144.8
NUDCD3	11.2	49	34	37.5	17.3
NUDCD3	246	324.1	307.8	221.8	293.2
RALY	5.5	11	15.6	19.6	13.1
AKR1B1	394.1	346.3	345.4	203.4	245.6
SRP9	881.4	398.1	386.9	233.4	254
PSMA5	192.3	230.1	185	265.1	159.2
FDPS	123.3	102	71.8	25	69.8
RAB5B	138.5	194.8	214.3	249.5	254.7
HNRNPAB	239.9	224.9	258	261.1	196.3
LOC101926921	683.6	309.6	383.8	279.4	151.7
LOC101926921	226.4	265.7	409.8	274.8	376.5
LOC101926921	48.9	138	172.7	12.6	140.6
ADRM1	125.2	96.3	132.7	217.7	179.3
OGDH	50.2	130.4	98.1	30.1	110.1
TRAK1	4.4	10	7.3	11.5	3.5
APEH	4.3	7.7	17.3	5.9	12.4
MKRN1	282.4	233.9	211.4	187.1	150
SDC1	3.8	27.6	40.2	66.3	16.1
SDC1	89.8	153	105.5	256.3	116.5
ARHGDIB	363.8	555.8	510.1	354.2	211.2
CYR61	2693.3	288.1	1912.2	462.6	483.1
SEC11A	1402.2	903.7	770.5	618.3	798.9
TOP2A	1.2	2.7	46.2	50	27.4
TOP2A	9.2	43.5	94.9	38.4	28.7
LOC101060363	1945.6	2350.2	2567.6	1787	1428.7
WSB1	42	14.1	71.7	42.2	108.5
WSB1	17.6	64.2	17.4	35.6	40.5
WSB1	958.8	251.4	610.1	194.1	360.2
MOB1A	55.3	12.3	52	6.1	3.3
MOB1A	156.3	133.2	243.9	117.9	93.4
MOB1A	33.7	102.9	30.4	53.4	83.5
PRNP	1425.9	446.6	759.6	485.9	333.9
ANXA4	309.6	50.2	208.2	216.7	86.4
ANXA4	424.5	215	193.1	135.7	226.9
EIF4A3	441.9	257.5	764.3	383.8	313.6
NDUFA5	316.8	129	96.3	100.2	151
ANP32B	177.7	242.1	189.8	164	327.8
ANP32B	1119.9	620.4	690.2	671.7	551.4
sep-11	584.2	508.8	573.9	359	538.6
sep-11	61.1	8.1	36.7	36.2	9.4
NREP	102.5	126.3	68.5	75.7	14.7
NREP	178	260.2	246	158.4	178.5
SH3BGRL	201.5	213.5	430.2	296.9	491.9
SH3BGRL	1201.3	389.1	565.7	363	326.6
ENO2	62.9	41.3	33.6	77.2	10.6
STK25	27.9	50.8	51.4	55.8	13.8
IFITM2	911.7	1074.2	1362.2	1150.9	876.6
PSMA2	189.4	133.9	144.7	222.3	156.6
PSMA2	483	292.5	608.7	434.4	580.7
MYL12B	1354.8	1181.5	1468.2	756.5	1032.5
MYL12A	720.7	785.9	706.2	606.8	485.1
SMARCC2	133.2	32	58.9	90.3	98.1
SMARCC2	34.5	61.5	54.5	107.6	74.7
ATP5B	734.1	780.4	526.5	338.5	984.1
MIR6733	169.9	76.3	77	127.7	47.1
EMP1	1517.2	471.8	1161.4	849.2	424.6
EMP1	311.3	261	307.9	177.1	326.5
CCT6A	318	148.6	116.7	73.5	115.3
CCT6A	294.7	114	147.8	142.7	159.7
ETS2	137.9	199.8	243	308.2	292.9
ETS2	71.8	3.6	104.3	78.7	19.4
RARS	255.6	185.9	221.3	181	204.9
STAT6	398.6	289.3	275.6	289.7	180.2
STAT6	11.2	45.1	11.7	33.8	60.1
ARHGEF12	31.9	57	53.7	28	77
ARHGEF12	319.7	197.7	174.3	123.3	206.4
ARHGEF12	6.2	23.6	9.8	33.2	58.7
VAMP3	285.7	529	460.4	376.9	545.3
VAMP3	15.2	29.4	96.7	6.2	82.2
GTF3A	1201.2	632.4	590.6	572.5	654
SCP2	358.2	358.2	501.3	217.9	602.1
ENC1	19.6	25.7	43.9	53.7	46.1
ENC1	99	39.9	257	94	87.6
SNRPC	113.7	238.8	174.2	231.3	210.4
UBE2D2	203	257.7	159.7	183	107.7
UBE2D2	43.7	84.5	48.6	123.5	70.1
UBE2D2	250.2	216.6	188	232.6	184.4
ADIPOR2	305.1	376.6	283.1	292.8	381.8
GRHPR	235.6	270.3	206.9	265.1	254.1
GPX3	80.5	1223.7	584	929.2	1662.8
SLC9A3R1	153.2	143.6	30.7	158.4	139.6
FLOT2	134.7	206.2	105.9	240.3	199.4
YME1L1	213.1	246.9	286.2	139.1	163.5
YME1L1	916.6	159.9	221.7	215.2	149
BAZ2A	10.6	52.2	45.6	56	65.1
BAZ2A	104.7	88.7	92.9	152.6	149.1
BAZ2A	108.5	138.3	172.9	153.1	89.2
SF3A1	187.6	163.5	231.8	218.2	138.3
SF3A1	63.7	178.5	118.1	173.3	189
COPB1	1169.1	346.2	320.9	384.6	306.9
COPB1	340.9	398.6	427.5	244.5	323.7
CST3	325	266.7	303	346.5	298.2
TMEM109	102.1	167.6	201.3	178.8	164.9
IVNS1ABP	215.4	163	244.1	188.9	135.5
IVNS1ABP	158.9	78.6	177.6	84.6	75.1
OAZ2	22.3	59.1	73	31.4	149.2
OAZ2	80.7	248.8	317.1	382.3	84
ANXA7	743.1	312.4	370.8	226.2	263.6
ZFP36L2	1.5	1.2	7.5	6.4	5.5
ZFP36L2	2502.3	1094.5	1828.3	1182.9	1034
ZFP36L2	4.1	28.1	8.8	14.3	31.4
CUL3	77.7	88.9	95	67.2	120.7
CUL3	380.1	363.4	409.7	441.8	331.2
CUL3	21.7	6.9	10.1	7.6	9.2
PLEC	11.9	27.3	20.8	31.7	146.4
PPP2CB	3.5	3	1.3	23.3	2.5
PPP2CB	571.9	266.6	260.4	251.9	356.4
HNRNPF	62.4	38.3	66.8	67.5	25.6
UBAP2L	103.4	30.4	20.2	9.6	9.6
UBAP2L	59.1	128.8	70.5	113.6	125.6
TPD52L2	11.9	25.7	46	30.4	23.5
CRTAP	195.8	81	80.3	107.6	211.2
CACYBP	339.3	125.1	186.4	70	118.3
CACYBP	75.9	58.7	37.6	128.5	46
NBR1	36.7	79.6	45.2	40.7	85.6
NBR1	445.4	255.1	280.9	161.9	284.3
DHX15	796.1	388.9	189.3	264.8	151.1
DHX15	172.6	112.2	203.6	186.2	216.1
UCHL1	114.6	233.6	145.9	78.4	334
PSMD3	19.5	91.3	49.2	76.4	86.8
ITGA5	118.2	220.1	231.8	311.1	296
CSNK2B	191.5	199.9	284.3	233.2	249.4
TRAP1	181.4	302.8	197.3	372.9	219.9
IGF2R	7.8	60.8	25.7	59	10.5
IGF2R	7.6	95.3	154.8	166.3	178.3
RBM5	28.4	172.6	225.4	174.5	260.7
RBM5	380.4	340.3	172	211.3	275.4
SGTA	47.2	10.8	28.4	10.7	8.3
PHGDH	148.1	236.2	164.4	139.7	325.4
TRAM1	1026.8	747.2	773.3	402.9	437.1
TRAM1	126.6	274.6	365.4	157.4	404.5
PSMB3	254.3	269.9	317	221.3	214.9
GRK2	19.8	6.5	6.1	13.3	12.3
GRK2	26.8	13	9	32.3	10.2
MGST3	241.6	425.3	306.5	332.8	518.6
PSMB2	260.6	809.8	499.2	578.8	723
COPS6	199.1	256.9	286.8	302.5	193.3
RPL36A-HNRNPH2	5622.1	3029.6	2478.8	3180	1809.8
PPP1CB	227.4	132.5	130.9	101.7	82
PPP1CB	322.2	182.5	246.1	137.6	156.5
PPP1CB	221.5	70.3	137.6	108.9	78.4
PLEKHB2	262	231.6	256.1	255.2	150.1
PLEKHB2	3.7	2.5	2.8	7.5	10.6
LRP10	415.5	163	211.6	153.7	209
HSD17B4	373.6	237.1	293.9	139.5	389.1
NAP1L4	43.1	130.8	117.7	11.8	65
GSS	25.3	33.7	17.6	31.7	33.9
SOX4	21.1	66.2	131.6	132.7	100.9
SOX4	70.6	96.8	214.1	54.4	169.5
SOX4	6.9	23	22	8.4	37.1
BAP1	62.5	52.2	133.8	39	32.7
WDR77	20.4	24.9	23.5	32	26.6
WDR77	132.1	192.4	146.6	254.5	98.1
IFI30	231.1	305.6	909.8	295.2	229.8
CUL4A	74.1	95.4	118.7	127.1	195.6
CUL4A	154.6	75.5	30.6	66.5	41.9
ALDH2	1007.1	576.6	390.5	610.9	1697
VIM	2510.8	2276.4	2624.7	1888.6	2821
SEPP1	5368.9	2562	3009.2	1670.9	2808.1
CLDN4	9.4	36.4	14	4.6	31.4
RPL37A	14294.1	9181.8	8598.1	9058.4	6926.4
DPYSL3	14.8	39.6	107.7	111.9	15.9
DPYSL3	381.2	323.3	240.8	133.2	64.3
CAT	980.9	426.5	256.6	305.4	1380.6
PTDSS1	281.5	236.6	157.3	246	203.4
TTC1	36.8	82.4	61.2	134.8	116.8
EIF4E	169.4	212.2	139.2	144	155.5
EIF4E	64.5	58.1	48.8	76.3	96.4
EIF4E	111.2	30	72	41.6	6.6
COL6A3	615.6	2870.8	2643.5	1132.4	759.6
GBF1	62.2	136.6	107	139.2	99.9
DDX23	6.8	12.8	15.2	19.2	14.4
COX6B1	203	375.8	291.7	149.8	143.9
ATP6AP2	51.7	75.5	86.1	67.1	188
ATP6AP2	662.5	573.3	497.3	266.8	289.7
ATP6AP2	108.3	235.5	211.4	231.8	339.5
CNN3	200	210.4	399.8	189.3	222.8
TIA1	107.9	105	130	207.9	142.7
TIA1	93.1	107	115.7	42.3	85.8
TIA1	180.3	72.1	105.3	61.2	69.1
TIA1	207.5	128	92.8	104.8	166.7
TIA1	70.3	22	72	6.4	26.2
RHEB	2.5	31.3	8.1	4.6	15
RHEB	4.2	10.7	8.8	21.4	8.1
RHEB	797.5	306.7	433.7	266.5	402.7
NPEPPS	80.9	51.6	13.1	115.9	130.2
NPEPPS	57	203.5	269.8	109.9	273.4
BUB3	39.8	32.8	87.7	102.1	127.6
BUB3	194.2	222.7	375.4	259.2	165.1
BUB3	139.1	122.6	139	54.7	95.3
RUVBL2	48.4	20.7	6.6	7.9	7.4
MAPKAPK2	101.1	187.9	249.4	101.8	99.3
MAPKAPK2	43.9	3.4	51.7	78	9.1
SCRN1	97.6	13.9	123	31.2	65.2
TALDO1	437.1	422.9	346.4	342.2	268.1
JUN	337.7	60.4	342.7	193.3	432.1
JUN	4.1	6.3	16.2	6.1	17.8
JUN	551.3	85.8	291.7	59.2	158.4
NQO1	15.6	7.5	13.5	8.4	76.6
NQO1	352.2	142.7	103.4	198.9	707
SHC1	4.4	58.8	48.9	14.7	46.1
GSTO1	727.7	463	642.4	455.9	411.4
SQSTM1	446.4	417.7	408	424.6	424.4
VBP1	485.9	297.9	289.7	279.3	171.3
JUNB	203.1	47.1	541.4	308.5	142.7
ITGA3	9.1	19.9	13.7	25.7	61.1
MIR6758	240.8	290.7	264.7	362.1	284.6
RRM1	50.3	51.5	123.6	81.9	77.1
RRM1	200.3	200.2	214.5	195.3	226.9
MIR664B	47.4	116.4	65.3	93.9	45
MIR664B	234.9	236.6	98.4	160.3	217.6
SUPT5H	69.9	214.7	110.5	280.8	173.7
PYGB	8.5	13	9.6	17.7	13.7
QSOX1	23.4	76.8	162.3	103.3	46.2
SUPT4H1	71.6	129.7	95.6	64.8	126.9
SUPT4H1	98.6	107.3	147	165.2	16.4
RCN2	45.3	14.4	16.9	10.9	21.5
RCN2	189.5	96.9	44.7	52.4	72.1
CTSC	342.2	495.1	622.3	408.7	397.1
KHDRBS1	97.2	205.4	172.6	181.2	250.3
PPIF	76.5	23.2	137.2	91.3	19.4
PPIF	5.8	26.4	67.1	72.5	44.4
AHSA1	93.7	99.5	68.2	22.7	226.7
RPL41	16307.3	12993.4	9729.8	11941.4	8621.3
PUM2	206.5	115.9	145.9	101.4	86.4
PRCP	636.7	619.3	624.3	556.2	377.2
MYH11	4.2	4.2	4.3	10.8	11.4
MYH11	2	14.3	3.7	12.6	32.8
MYH11	23.1	33.4	350.8	150.7	320.7
USP7	87	120.8	106.8	99.9	139.8
USP7	152.7	154.7	147.8	207.4	145.5
PPP1R11	233.2	167.3	176.5	283.3	187.9
GRSF1	195.4	113.8	116.9	76.5	112.8
NFKBIA	5.6	13.2	440.7	158.5	66.3
G3BP1	396.8	139.1	179.3	81.9	165.9
TSN	13.2	13.9	4.4	13.7	11.4
LAMB1	2398.5	747.4	915	507.5	871.9
TGFBI	501.8	532	625.2	382.2	428.8
PFDN1	73	127.9	57.5	37.9	126.3
IGFBP4	212.9	1035.2	962	436.3	271
IDH3B	173.6	117.9	79.2	95.1	69.7
ELF3	62.2	6.9	29.7	48.9	95.4
AAMP	39	100.2	22.1	24.8	142.4
TOMM70	88.4	154.3	105.3	163	47.8
TSN	99.6	74.4	43.4	42.8	60
G3BP1	6	7	19.8	16.4	100.1
TSN	307.7	374.6	221.9	348.4	129.7
SRM	102	87.2	129.4	98.8	89.8
NCBP2	379.1	204.9	247.9	231.4	224.7
CBX1	300.2	188.1	199.7	124.7	161.2
TOMM70	487.1	250.8	221.8	328	333.9
GRSF1	74.4	158.9	161.8	147.8	160.6
NCBP2	15.3	17.5	16.6	60.3	84.3
SNURF	290.7	376.8	241.9	371.1	311.9
UBE2N	76.2	213.4	224.5	128.9	140.3
UBE2N	216.8	528.1	539.4	741.5	443.4
APOD	1653.1	1539	378.2	397.2	294.6
ARF5	80.4	84.9	173.7	75.1	143.5
LOC101927180	36.5	255.9	330.1	432.3	227.8
RPA1	158	177.2	100.4	96.8	124.9
RPA1	94.2	165	213.7	142.1	217.9
LOC101928634	303.1	688	1084	835	538.5
ZFP36	958.7	243.9	709.4	524	656.9
PSMA3	266.8	296.6	347.7	294.4	394.4
CTNNB1	428.7	504.4	623	483.5	515.1
UBL3	144	75.6	62.1	56.2	34.5
UBL3	236.8	204.5	184.6	181.2	213.5
DUSP3	76.5	171.5	85.5	111.3	124.6
DUSP3	54.5	13.3	52.2	86.1	96.7
DUSP3	22.1	11.4	45.9	33.8	48.5
FHL1	60.8	91.8	112.8	137.8	789.2
FHL1	4142.3	1323.2	705.6	1496.4	5873.7
ZNHIT1	4.5	124	112.6	53.9	138.4
SAR1A	370.8	508.2	564.5	525.7	618.8
SAR1A	120.1	86.4	149.6	203.8	150.7
BCL2L2-PABPN1	95.6	115.7	179.6	141	208.5
BCL2L2-PABPN1	44.7	143.8	131.4	132.5	64
TRIP12	166.4	353.8	257.9	164.3	369.1
KDM5B	23.4	11.1	52.8	10.4	6.7
KDM5B	55.9	80.6	78.4	57.6	52.9
KDM5B	115.6	62	105.4	120.8	27.7
ACTG1	5948.4	5750.3	4568.1	5384.5	3266.9
LAMP1	9.4	77.2	151.5	80.6	91.2
LAMP1	183	452.6	474.5	209.4	277.9
LAMP1	2559.1	2379.3	1531.4	1114.8	1362.3
GYG1	91.8	117	165.7	98.6	193
MCM3	172.5	136.7	128.3	152.2	145.5
VAMP2	17.2	7.7	23.9	34.6	3.2
VAMP2	65.3	25.4	85.5	96.7	63.1
RAE1	260.1	146.4	109.3	110.7	109.4
CLIC4	90.2	134.5	150.4	143.7	88.1
CLIC4	662.9	358.5	645.3	343.6	396.8
CLSTN1	94.2	81.5	85.2	127.6	113.3
SORD	16.8	94.4	61.8	32	116.6
SORD	52.7	100.4	73.4	137	69.4
FSCN1	3.3	6.3	22.3	14.5	15.2
ID2	199.9	78.5	373	115.7	193
ID2	188.7	63.6	153.1	50.4	76.7
GOLGA4	340.7	180.2	160.1	222.9	178.2
UQCRQ	503	378.1	259.4	219.6	207
SAMM50	193.7	76.4	55.2	24.1	83.5
