Name,logFC,logCPM,F,PValue,FDR
THAP4,0.101604849,5.150107329,0.642913779,0.435815494,0.75175962
ITPRIPL2,-0.07888203,5.868072667,0.642703376,0.435888981,0.75175962
BAZ2B,-0.071888753,6.409570614,0.642671968,0.435899952,0.75175962
PSMD10,-0.10020354,4.51484506,0.642649056,0.435907956,0.75175962
SUFU,-0.086287985,5.033960122,0.642296301,0.436031216,0.751791986
MSL1,-0.076880774,6.275259624,0.641854805,0.436185562,0.751791986
NIPA1,0.086460927,4.928974401,0.641841704,0.436190143,0.751791986
WWTR1-AS1,-0.658996022,-1.267696738,0.641833579,0.436192985,0.751791986
KLLN,0.286647296,0.49185866,0.641789804,0.436208294,0.751791986
FAM71F2,-0.283532761,1.198697395,0.641250503,0.436396968,0.751852616
RAB31,-0.095359646,6.962277231,0.641222197,0.436406874,0.751852616
POLR2J,-0.07994796,6.141201996,0.641206327,0.436412428,0.751852616
CNN3,-0.079164656,7.422578465,0.641027496,0.436475025,0.75186343
FGD3,-0.280636443,0.865866483,0.640763724,0.43656738,0.751867187
EEF1A2,0.318200934,1.041458529,0.640587092,0.436629242,0.751867187
C2CD5,-0.124392995,3.954761338,0.64053878,0.436646165,0.751867187
SNORA21,-0.419195137,-0.09099024,0.639890812,0.436873238,0.751945836
TCEAL1,-0.114970666,3.562265462,0.639658699,0.436954626,0.751945836
AIP,0.10990989,4.068495915,0.639514378,0.437005243,0.751945836
USP10,0.077458119,6.296660584,0.639398929,0.437045741,0.751945836
PSG5,-0.23089428,1.025406332,0.639371716,0.437055288,0.751945836
NKRF,-0.098184186,4.243745653,0.639283092,0.437086381,0.751945836
C3orf67,-0.102479419,3.985150463,0.639138164,0.437137235,0.751945836
GTF2F2,0.095205256,5.747134099,0.639123321,0.437142444,0.751945836
NLRX1,0.127914357,4.155140784,0.638649219,0.437308874,0.752135206
JMJD8,0.113322576,4.746303813,0.638347703,0.437414772,0.752220432
GCSAM,-0.336883482,0.777191562,0.637144665,0.437837714,0.752757789
CAPS2,-0.379978908,-0.054193431,0.637138119,0.437840017,0.752757789
SETD7,0.064525474,7.783900561,0.636232663,0.438158779,0.753208821
RBBP7,-0.066946853,6.726117501,0.635989256,0.438244533,0.753259241
SLC1A5,-0.069399078,7.236729226,0.635662654,0.438359641,0.753264228
EML3,-0.084914311,5.101520313,0.635600737,0.438381468,0.753264228
CPM,-0.131763455,3.174654805,0.635404325,0.43845072,0.753264228
ARAP1,0.084033871,6.926147208,0.635232036,0.438511482,0.753264228
DDX11,0.113982061,3.682115585,0.63502878,0.438583182,0.753264228
NEFM,0.295717672,0.55592765,0.634968551,0.438604432,0.753264228
SNORD25,-0.659586076,-1.068490459,0.634860933,0.438642405,0.753264228
MACROD2,0.333099905,0.167224099,0.634450708,0.438787204,0.753415971
B3GNT5,-0.119714272,6.322069564,0.63415534,0.43889151,0.753498155
UBTD2,0.115669466,4.588900234,0.633683709,0.439058143,0.753640202
MRPL20,0.101037747,5.73301939,0.633540393,0.439108798,0.753640202
MED10,0.093574984,4.88155275,0.633441931,0.439143606,0.753640202
ZNF786,0.123234251,3.236140912,0.632917869,0.439328942,0.753861359
ABI1,0.068202326,7.46303602,0.632658112,0.439420853,0.753922167
GOLT1A,-0.361863931,-0.046852819,0.632445974,0.439495937,0.753954095
AHCYL1,-0.068069986,7.509320163,0.631775732,0.439733301,0.75414611
SKA3,-0.205466647,2.594477876,0.631534651,0.43981873,0.75414611
EDEM1,0.065607696,6.970369723,0.631472751,0.439840669,0.75414611
NSMCE2,0.103001124,4.823730565,0.631384342,0.439872006,0.75414611
MUS81,0.109909667,4.290456715,0.631204697,0.439935694,0.75414611
TSEN2,0.109021457,4.214629531,0.631021869,0.440000526,0.75414611
SUCLG1,0.082249371,5.47982668,0.631014049,0.4400033,0.75414611
C12orf73,-0.128142337,3.283101912,0.630648729,0.440132893,0.754271388
RARA,-0.130937738,4.543461743,0.629285438,0.440617049,0.755004185
TBC1D22B,-0.092757191,5.101395419,0.628828988,0.440779345,0.755029194
RTKN2,-0.20873359,1.371038396,0.628814441,0.440784519,0.755029194
WDR3,0.082743768,6.095739362,0.628673852,0.440834527,0.755029194
PIM1,-0.083746611,6.432777964,0.628608236,0.44085787,0.755029194
SDK2,-0.091882388,5.933733261,0.628275091,0.440976419,0.7551241
TCFL5,0.125360732,3.248162425,0.628134641,0.441026413,0.7551241
MFSD9,0.126046822,3.417924412,0.627716347,0.441175362,0.755282263
CDKAL1,0.096464171,4.495468851,0.626277726,0.44168826,0.755973682
TGOLN2,-0.064532991,7.623210114,0.626123968,0.441743135,0.755973682
DPY19L2P2,-0.740592427,-1.230385818,0.626107212,0.441749116,0.755973682
CC2D2A,-0.146259174,3.507980451,0.625368008,0.442013092,0.756171469
FAM13A-AS1,-0.257126545,0.850496801,0.624874059,0.442189629,0.756171469
ATP10A,0.246364066,0.818498609,0.624836006,0.442203234,0.756171469
LOXL1-AS1,0.233344908,1.310150127,0.624800439,0.44221595,0.756171469
MGST2,-0.09655295,5.366684426,0.624748037,0.442234687,0.756171469
TCP10L,-0.525191607,-0.900877744,0.624711755,0.442247661,0.756171469
WDYHV1,-0.169037082,2.084272859,0.624673934,0.442261186,0.756171469
DOLK,0.091537728,4.885763931,0.624392207,0.442361952,0.756246903
CDC42EP4,0.102682343,5.484278805,0.623925107,0.442529104,0.756435793
CIRBP-AS1,0.369306425,-0.157127304,0.623634267,0.442633233,0.75651692
CXorf40B,0.093935298,4.306968297,0.623436208,0.442704167,0.756541299
RFC5,-0.148234432,3.908798108,0.622945421,0.442880019,0.756573025
RAP2C,-0.115386933,4.489475208,0.622834859,0.442919649,0.756573025
PRR16,-0.440464948,-0.462233337,0.622740573,0.44295345,0.756573025
ZNF578,0.172235872,1.812286377,0.622553968,0.44302036,0.756573025
GHRLOS,0.236053478,1.110132953,0.622315566,0.443105866,0.756573025
POP1,0.101743028,4.548045481,0.622294049,0.443113584,0.756573025
INTU,-0.139081928,2.501252595,0.622277734,0.443119437,0.756573025
LAGE3,0.21403068,1.399224128,0.621798688,0.443291343,0.756769747
ZNF790,-0.128770819,3.165246151,0.621245423,0.443490017,0.756918146
PAK4,0.122134618,4.806492155,0.621240832,0.443491666,0.756918146
TCOF1,0.070814378,6.497697409,0.621015764,0.443572528,0.756922852
INO80,0.081954976,5.738679869,0.620821941,0.443642184,0.756922852
GOLGA8A,-0.091414412,5.016780459,0.620670914,0.443696473,0.756922852
ATF1,0.099268601,4.484922099,0.620602088,0.443721216,0.756922852
HTRA1,-0.080131493,5.47361653,0.6201969,0.443866932,0.75703708
BCL7A,0.087963926,4.782087691,0.620100552,0.443901593,0.75703708
HECW2,-0.347291331,-0.123577884,0.61982253,0.444001634,0.757110975
NOMO3,0.117765783,4.13956018,0.6189846,0.444303371,0.757528737
RASA1,0.075634682,6.968056174,0.618503069,0.444476921,0.757685866
RANGRF,0.116193885,3.492721134,0.61841398,0.444509042,0.757685866
TARS,0.064712116,8.379809216,0.617903006,0.444693345,0.757873652
SLC1A1,-0.136459253,3.322012141,0.617793809,0.444732748,0.757873652
AGAP3,0.103369643,6.217382387,0.617426302,0.4448654,0.757965545
MDK,-0.116005221,5.142493001,0.617190694,0.444950477,0.757965545
SVIP,-0.140317581,3.418894032,0.617172629,0.444957002,0.757965545
GLRX3,-0.077788687,6.625181148,0.616874465,0.445064708,0.758052291
NRM,-0.136456972,2.909013197,0.61654058,0.445185369,0.758161076
CYB5D2,-0.115945433,3.569020215,0.615673307,0.445499037,0.758535153
NUP188,0.072018193,6.159946257,0.615619078,0.445518662,0.758535153
ZFYVE26,0.085304941,5.714032689,0.6151582,0.445685507,0.758560122
GNE,0.09467808,5.086082922,0.615022437,0.445734674,0.758560122
OAZ2,-0.078930833,6.196551959,0.614832421,0.445803505,0.758560122
PIP5K1B,-0.473313725,-0.85380813,0.614811838,0.445810962,0.758560122
HS3ST2,0.242744695,0.853491068,0.614793981,0.445817432,0.758560122
MPDU1,0.077818209,5.39081254,0.614528723,0.445913552,0.758602109
ATXN7,-0.082459053,5.620842939,0.614412283,0.445955756,0.758602109
KLF13,0.066742637,6.878299769,0.614235638,0.446019795,0.758614379
FAM32A,0.064520377,7.241658817,0.613992913,0.446107814,0.758667429
CRIP2,-0.164347385,3.866753262,0.613694082,0.446216217,0.758755127
YPEL3,-0.10668165,4.040205681,0.613529995,0.44627576,0.758756685
LDLRAD3,-0.129388849,3.538845744,0.613378332,0.446330805,0.758756685
EIF3A,0.064945579,9.795690223,0.612411157,0.446682098,0.759257195
Mar/03,-0.483579354,-0.725057047,0.611889611,0.446871719,0.759482808
LSM2,0.122949692,3.813406028,0.611653901,0.446957461,0.759531836
MALL,0.150121974,2.589644002,0.61124018,0.447108021,0.759690986
RGMB,-0.096776465,4.241617438,0.610976492,0.447204024,0.759692306
TANK,-0.071829612,6.275203278,0.610834125,0.447255871,0.759692306
C3orf20,0.669124521,-1.308477609,0.610705312,0.44730279,0.759692306
KIAA1147,-0.069443447,5.960767118,0.610612996,0.447336421,0.759692306
FLJ37035,-0.349247798,0.670431407,0.610186772,0.447491747,0.759783445
CNOT3,0.084769972,6.103950931,0.6101534,0.447503912,0.759783445
MICAL1,0.090163908,5.860745989,0.609855632,0.447612483,0.75987114
DENND4B,0.101589386,4.687494475,0.609189437,0.447855544,0.760079297
USE1,0.166151276,2.312452022,0.609153058,0.447868823,0.760079297
SEC16B,-0.184835474,2.010552847,0.608986087,0.447929779,0.760079297
SEMA3B,-0.130117917,2.887368633,0.608888442,0.447965433,0.760079297
UBAC2,-0.074775368,5.88321207,0.60873964,0.448019774,0.760079297
CDS1,-0.124154178,5.390312112,0.607914902,0.44832116,0.760493963
PCDHGB3,-0.469402683,-0.6254851,0.607635966,0.448423168,0.760531696
NASP,-0.082976651,6.245970018,0.607542541,0.448457342,0.760531696
ACTL10,0.471018163,-0.845313668,0.607327755,0.448535925,0.760568347
LYPLA2,0.090434961,6.509542991,0.606813357,0.448724218,0.760712429
ZYX,0.085916456,7.975325976,0.606324998,0.4489031,0.760712429
TMEM67,-0.124355122,2.969918575,0.606200703,0.448948647,0.760712429
FUT8-AS1,-0.678041623,-1.316334086,0.606042734,0.449006545,0.760712429
WHAMMP2,-0.300972509,0.44015561,0.605815761,0.449089754,0.760712429
ZSCAN5A,0.221934727,1.152678387,0.605776347,0.449104206,0.760712429
MED26,0.11482196,3.445086339,0.605657019,0.449147965,0.760712429
JARID2,0.067943387,6.635993611,0.605641845,0.44915353,0.760712429
TMEM51-AS1,0.170227974,2.254549312,0.605615207,0.449163299,0.760712429
SERPINE1,-0.058521576,10.75701107,0.605540452,0.449190718,0.760712429
LOC283922,-0.261410862,0.93860422,0.605256462,0.449294904,0.760792361
FBN2,0.068143631,7.12884708,0.604914442,0.449420432,0.76082207
SLC25A34,0.385360843,0.118417651,0.604288721,0.449650233,0.76082207
PSTK,0.233971672,1.206503081,0.604280938,0.449653093,0.76082207
EEF1G,0.061520247,10.82676508,0.604261691,0.449660165,0.76082207
CSRP2,-0.099148537,4.948256344,0.603785932,0.449835026,0.76082207
CHST10,-0.214697876,1.712754395,0.603639738,0.449888781,0.76082207
REXO2,-0.073867713,7.427482256,0.603427406,0.449966873,0.76082207
OCA2,0.287955908,0.405598316,0.603349643,0.449995479,0.76082207
WDFY3-AS2,-0.286134712,0.377509136,0.603304588,0.450012054,0.76082207
COL4A6,0.065896573,6.658691658,0.603268119,0.450025471,0.76082207
MAGI1,-0.103351438,4.685269693,0.603065218,0.450100132,0.76082207
FCHSD1,0.113821671,5.187227655,0.60296906,0.450135522,0.76082207
HAP1,-0.206051482,1.488193921,0.602574284,0.450280863,0.76082207
ZCCHC8,-0.091195198,4.385607027,0.602569935,0.450282464,0.76082207
ASCC3,-0.087049451,7.230723791,0.602567769,0.450283262,0.76082207
CDKN1A,0.065422462,9.603692138,0.602479439,0.450315792,0.76082207
CASP2,-0.084475326,5.337644133,0.602419671,0.450337806,0.76082207
CREB3L2,-0.064359527,6.825347832,0.602290657,0.450385331,0.76082207
CHCHD10,0.111447382,3.942447773,0.601670783,0.450613786,0.76082207
RPL10A,0.065832118,8.708039167,0.601573198,0.450649769,0.76082207
SGSM3,0.126765526,5.383755695,0.601441569,0.450698312,0.76082207
RPS6KB2,0.107520484,5.854208242,0.601346123,0.450733517,0.76082207
ATXN3,0.117906287,4.649945463,0.601335231,0.450737534,0.76082207
TRIM29,0.070777098,8.968809865,0.601253362,0.450767735,0.76082207
ZNF581,0.137250312,3.115350614,0.60124951,0.450769156,0.76082207
R3HDM1,-0.074376644,6.192384575,0.601181627,0.4507942,0.76082207
MEIS1-AS3,0.8320033,-1.447967118,0.600329818,0.451108654,0.761215992
NQO1,-0.064221886,7.239754194,0.600240512,0.451141643,0.761215992
NME6,0.10237383,3.833625063,0.599870687,0.451278296,0.761350341
HOOK3,-0.074295849,5.527492729,0.599558311,0.451393774,0.761355225
OTUD7B,-0.075959176,5.899623523,0.599554317,0.451395251,0.761355225
ORC1,-0.202023153,1.779911309,0.599137169,0.451549538,0.761515792
FAM193B,0.085368149,5.494559603,0.598988533,0.451604534,0.761515792
ABCF3,0.073467241,5.567547898,0.598491897,0.45178837,0.761729571
DCBLD2,-0.070459115,8.617273376,0.598106095,0.451931265,0.761738939
WWP2,0.080367204,5.158316622,0.598090442,0.451937064,0.761738939
MAP3K7,0.078069202,6.197030663,0.597856449,0.45202377,0.761738939
SNORD26,-0.289347093,0.833400609,0.597799792,0.452044768,0.761738939
RDM1,-0.699762022,-1.341018116,0.597614934,0.452113291,0.761738939
EML6,-0.326129845,0.433126123,0.597552923,0.452136281,0.761738939
TESK1,0.093768287,4.890947217,0.597104886,0.452302444,0.761922729
SNORD116-4,0.512392493,-0.409726694,0.59647389,0.452536632,0.762104667
NDUFAB1,-0.093810682,4.805582426,0.596429685,0.452553045,0.762104667
P4HA1,-0.075228852,7.460361925,0.596259049,0.452616413,0.762104667
CLEC2D,-0.160077836,2.050484568,0.596185756,0.452643636,0.762104667
SH3BP1,0.082984922,5.997250381,0.596045115,0.452695881,0.762104667
SNORD54,-0.581965009,-0.995195089,0.595884594,0.452755523,0.762108969
LOC153684,0.492124742,-0.953723646,0.595234578,0.452997171,0.762351189
ZXDB,0.105202478,4.602546141,0.59494245,0.453105841,0.762351189
NFU1,0.088608388,5.099520204,0.594938391,0.453107352,0.762351189
METTL21A,-0.17330081,2.426469191,0.594883322,0.453127842,0.762351189
PRR5,-0.22616882,1.526428009,0.594435415,0.453294557,0.762535577
ZNF514,0.104763853,3.850310694,0.593587674,0.453610373,0.762970704
AFF1,0.061013436,7.706432904,0.593227539,0.453744646,0.763100407
KLRC3,-0.602637734,-0.551856442,0.593005851,0.453827334,0.763143331
PPP1R13B,-0.096072061,5.294740721,0.592449673,0.454034892,0.763358264
DECR1,-0.076203603,6.287066952,0.592356833,0.454069554,0.763358264
GGT7,-0.238010038,1.534315292,0.59216002,0.454143049,0.763358264
SH3D19,-0.075007387,7.127620529,0.592050722,0.454183872,0.763358264
MAPK1,-0.064096106,6.977974084,0.591619249,0.454345087,0.763533096
TMX2,0.080245787,6.186122294,0.591374773,0.454436475,0.763548803
MFHAS1,-0.10656439,4.110223964,0.591288257,0.454468823,0.763548803
GPHN,-0.106281062,3.971910552,0.590888643,0.454618286,0.763626262
HLA-F-AS1,-0.201522144,1.708550504,0.590739438,0.454674112,0.763626262
ZNF623,0.088888562,4.469953916,0.590598174,0.454726978,0.763626262
UNC119,0.079871151,5.324520919,0.590553418,0.454743729,0.763626262
PLEKHA1,0.072825485,6.473493867,0.590074928,0.454922882,0.763754154
FOXD4,-0.435377999,-0.778219966,0.590044417,0.45493431,0.763754154
FUZ,-0.244566082,1.360434529,0.589854502,0.455005451,0.76377754
Sep/06,-0.101309381,4.233747409,0.58930867,0.455210022,0.763933185
SNORD22,-0.251531398,1.317632413,0.589228395,0.455240121,0.763933185
EPS8L2,-0.097836041,8.199066492,0.58906583,0.455301084,0.763933185
ADAM9,-0.063790848,10.01208153,0.588990076,0.455329497,0.763933185
MAN2A2,0.094309119,4.956816964,0.588649802,0.455457159,0.763933185
EPC2,-0.118752835,4.164454764,0.588530471,0.455501944,0.763933185
KLC1,0.062938655,7.413321934,0.58836396,0.455564446,0.763933185
TCF25,0.083248443,6.482922322,0.588099209,0.455663854,0.763933185
FAM208B,-0.086851711,6.576173709,0.588046911,0.455683495,0.763933185
PPP2R2D,0.080080691,5.482786535,0.588018639,0.455694113,0.763933185
TNFSF12,0.256968036,1.392889882,0.587929401,0.455727632,0.763933185
HERC3,0.079305743,5.287441931,0.58744133,0.455911028,0.764077073
ATG14,-0.103940736,4.413200434,0.587396345,0.455927937,0.764077073
MORN4,0.106497278,3.95832476,0.587014754,0.456071416,0.76422159
GRIK2,0.409136654,-0.302372778,0.586666688,0.456202355,0.76434506
SLC25A21,-0.386261001,-0.110667407,0.585853666,0.456508449,0.764496865
ACIN1,0.063282815,8.132094312,0.585834745,0.456515577,0.764496865
RPS27,0.08503869,9.180328986,0.585824508,0.456519433,0.764496865
SCYL1,0.099446056,5.89299848,0.58572056,0.456558594,0.764496865
TRPM6,-0.364578131,0.041413708,0.585665635,0.456579289,0.764496865
PTGR1,-0.072622661,7.342194118,0.585467504,0.456653954,0.764525995
CUL3,-0.073215804,6.174774909,0.585218522,0.45674781,0.764587243
ADCY10P1,-0.128215857,2.846512915,0.584803006,0.456904515,0.764724523
FGFRL1,0.100531088,4.950228136,0.584697329,0.456944383,0.764724523
EVA1A,-0.149228525,3.096368173,0.584436091,0.457042964,0.764774608
YWHAZ,0.064794377,10.31342248,0.584294233,0.457096511,0.764774608
COL5A1,-0.124063857,2.847614966,0.583839031,0.457268405,0.764774608
RBKS,0.330102289,0.389020657,0.583726273,0.457311001,0.764774608
KLK9,0.218311807,2.180317744,0.583641805,0.457342914,0.764774608
SLC6A11,0.125090487,2.770952714,0.583601102,0.457358294,0.764774608
CENPK,-0.225057894,1.101236427,0.583448193,0.457416078,0.764774608
ZNF470,-0.103435678,3.811442413,0.583404473,0.457432603,0.764774608
ATP6V0D1,0.081990745,6.387542697,0.582535592,0.457761204,0.765130164
TREX1,-0.198984386,1.787386971,0.582425016,0.45780305,0.765130164
WDR45,0.100207007,4.481281189,0.582387604,0.45781721,0.765130164
METTL18,-0.163670905,2.310458825,0.582185622,0.457893669,0.765162158
DDX55,-0.088961039,5.288268875,0.581944924,0.457984811,0.765218677
SPAG17,-0.282346714,0.911887947,0.581038582,0.458328276,0.765641145
ABHD14A,-0.212207581,1.152619741,0.580975066,0.458352362,0.765641145
SETBP1,0.096322986,4.504549746,0.580531077,0.458520785,0.765826659
PLD5,-0.163327543,1.812117423,0.580061774,0.458698923,0.766006507
WNT5A,0.129640798,3.416111056,0.579945115,0.458743223,0.766006507
PSMD11,0.065559098,7.358112536,0.57954044,0.458896946,0.766045649
SENP5,-0.086923131,4.9663555,0.579489931,0.458916139,0.766045649
INTS2,-0.138901221,3.88275901,0.579430275,0.458938809,0.766045649
LINC00578,-0.265552485,0.581026557,0.578951316,0.45912089,0.766175352
GOLPH3,-0.074420119,5.923460824,0.578923949,0.459131297,0.766175352
OAZ1,0.073018902,7.760655579,0.578192865,0.459409467,0.766273806
ZNF207,0.063965326,7.381745096,0.57813226,0.459432539,0.766273806
SNORD88B,-0.62212472,-1.192723918,0.578124708,0.459435414,0.766273806
PDCD6,0.065631942,6.396820675,0.578066305,0.45945765,0.766273806
TAF10,0.072704674,6.044967326,0.578014725,0.45947729,0.766273806
BCKDHB,-0.125930925,3.427929161,0.57747324,0.459683551,0.766522034
DIDO1,0.073872179,6.258453213,0.576849002,0.459921525,0.766786197
RPF1,0.089319971,5.253864825,0.576756403,0.459956844,0.766786197
WDPCP,0.195511577,1.364243655,0.57649562,0.460056334,0.766802413
ZNF560,0.54024475,-1.048773053,0.576289863,0.460134857,0.766802413
LINC00852,-0.247323109,0.652745496,0.576132254,0.46019502,0.766802413
KLF5,0.062549006,7.806264669,0.576128837,0.460196324,0.766802413
STMN1,0.079479744,6.137509004,0.575312408,0.460508186,0.767031435
TRIP6,-0.090662298,5.918656801,0.575290302,0.460516636,0.767031435
ANAPC15,0.072262153,5.750870876,0.57526091,0.46052787,0.767031435
ZNF426,0.11668482,3.737821676,0.574842961,0.460687667,0.767031435
TMA16,-0.092294984,4.464315012,0.574842757,0.460687745,0.767031435
SMYD5,0.087617046,4.525140954,0.574677433,0.46075098,0.767031435
SLC24A4,0.556824161,-0.68092005,0.574595324,0.460782391,0.767031435
E2F6,0.163794696,2.681113775,0.574105158,0.460969982,0.767031435
MTA1,0.089047237,5.710568182,0.574069147,0.460983769,0.767031435
CUL4A,0.08089151,6.546220984,0.573879031,0.461056566,0.767031435
TBCCD1,0.114434575,3.326650023,0.573727648,0.461114545,0.767031435
SCAPER,-0.103596278,4.140797744,0.573680099,0.461132759,0.767031435
LIG1,-0.121139655,3.776575737,0.573428892,0.461229004,0.767031435
SAMD15,0.271408407,0.61988982,0.573421862,0.461231698,0.767031435
APOL1,0.067653413,6.314989443,0.573306486,0.461275914,0.767031435
LOC728743,-0.171887725,1.894074941,0.573209964,0.461312909,0.767031435
MEIG1,0.635459837,-1.222922693,0.573083741,0.461361297,0.767031435
TRAF3IP2-AS1,-0.373201518,-0.13385108,0.57306633,0.461367972,0.767031435
SYNE4,0.210767213,2.848743551,0.57172812,0.461881505,0.767789576
PDLIM2,0.110909893,4.430698499,0.571449853,0.461988408,0.76783008
CBR3,-0.260793582,0.786057298,0.571280055,0.462053661,0.76783008
RNASE7,0.084174335,5.828652057,0.571089563,0.462126885,0.76783008
MYO19,-0.089762688,5.650012441,0.57106603,0.462135932,0.76783008
DIRAS1,0.753438012,-1.686696913,0.570837755,0.462223708,0.767845497
CEBPA,-0.173899032,1.716630567,0.57057788,0.462323668,0.767845497
LOC100129148,-0.212118741,1.639160426,0.570561579,0.462329939,0.767845497
GMIP,0.100543386,4.191180847,0.570443744,0.462375277,0.767845497
