X	covid	covid2	control	control2						
MPC1	2097	2337	912	1043						
ACAA1	7660	7946	4140	3937						
BCAT1	2459	2714	1413	1338						
HDAC7	3184	3182	1913	2025						
LZTS1	52	22	28	54						
PRDM6	4	2	55	59						
WNT8A	0	0	0	0						
SPAG4	115	132	1705	2105						
NCKAP1	13220	13441	7541	7373						
MRPS35	4310	4343	1759	1918						
GUCY1B1	447	540	781	848						
SFSWAP	826	928	1226	1412						
TNK2	368	420	255	261						
MON2	1929	2026	1998	2266						
CDH3	17307	16694	7762	11307						
ARSF	0	0	17	1						
GPBP1	3727	4123	4079	4645						
DGAT2	664	676	3110	1177						
ZNF112	210	381	397	457						
CS	13227	12957	6277	6445						
LTK	31	36	113	111						
MRPS24	1964	2119	1264	1173						
ELMO2	3415	3411	2489	2733						
WAPL	3627	3530	2245	2707						
VMP1	7843	8677	8337	9009						
APPBP2	2236	2590	1889	1940						
POLD1	2208	2261	1516	1951						
SEZ6	14	10	33	36						
EIF4B	4741	4596	4854	6377						
SLC6A16	5	0	13	42						
BICRA	58	78	97	80						
SPHK2	782	748	421	482						
RPL18	8786	9102	8159	8837						
CA11	57	64	157	142						
ISOC2	1402	1410	1071	1106						
U2AF2	572	549	371	449						
EPN1	2412	2577	1453	1598						
MED29	3002	2906	2368	2563						
AHRR	0	9	5	13						
GSC2	0	0	0	0						
ZNF275	314	340	268	478						
MTMR1	2507	2376	2036	1853						
GPC1	8510	8308	5318	5559						
ADCK1	497	591	300	192						
HAGH	2278	2288	1854	1909						
RNF4	4554	4194	2868	3047						
CASP8	1511	1602	1503	1451						
LIMCH1	10105	10612	7953	9945						
INTS13	1882	1865	947	1100						
TM7SF3	10126	10189	5616	6204						
DLX3	46	34	213	39						
SPA17	611	619	348	367						
TSPAN32	0	0	4	9						
CCN5	0	0	46	55						
DMRT3	5	8	6	4						
ST3GAL6	310	349	503	393						
ATP2C2	2216	2195	4843	6293						
NGFR	88	121	507	823						
CDON	39	36	69	62						
TAF2	2212	2288	1341	1137						
HIPK2	1228	1144	1289	1342						
TNPO3	3685	3557	2181	2326						
BORCS8-MEF2B	49	8	49	96						
RFXANK	1675	1804	1208	1055						
TMEM161A	1154	1358	1161	1278						
LPAR2	1376	1350	570	642						
CTSA	15395	15853	10156	12255						
SUGP2	2745	2713	3313	3815						
SLC12A2	1247	1326	936	1188						
SNX24	970	954	651	571						
EYA2	210	228	394	374						
CNN2	18714	18703	6849	8619						
ABCA7	2444	3010	3190	3604						
SNCAIP	166	149	240	303						
DDX20	1346	1272	718	715						
BTBD1	4941	4885	3364	4359						
FAR2	76	47	68	39						
BCAS1	1534	1798	2186	1073						
POU1F1	1	0	0	0						
CHI3L2	474	587	3446	5605						
SBNO2	2101	2124	2810	3560						
PMS1	1066	1121	896	992						
HMG20B	3720	4115	2882	3239						
CALCRL	80	89	330	194						
TAF11	942	1079	663	641						
ANKS1A	1796	1646	1370	1285						
AP3D1	8174	8373	5359	6555						
ZNF76	1470	1583	1775	2161						
SLC9A3R2	4270	4198	1515	1670						
NTHL1	965	989	459	531						
UHRF1BP1	709	832	561	641						
GNAI3	9143	9129	5431	5288						
IPO5	4796	4508	2302	2756						
OAT	7562	7326	4033	4527						
WDR3	3063	2907	1651	1996						
PKN2	2202	2503	1962	2362						
WDR18	2368	2517	1124	1344						
TRAM2	931	935	738	1004						
NTN1	130	128	139	210						
GLP2R	0	0	0	1						
MCM10	664	765	46	32						
DGKA	2449	2716	5134	4178						
ERBB3	6058	6169	8605	8808						
ROPN1	0	0	2	0						
ANKRD44	246	257	225	236						
KARS1	10302	10586	4293	5188						
ADAT1	1423	1457	867	1027						
PDIA5	1306	1513	1539	1878						
TBC1D22B	1225	1158	770	1006						
NDUFB4	4038	4480	2987	3154						
SPEN	815	1148	1673	1769						
MYLK	363	499	992	664						
ZC3H15	4328	4188	2200	2332						
MAP2K4	3930	3676	2429	2325						
PACC1	424	399	232	165						
SNAP91	0	2	0	0						
SLK	7175	7314	7773	5819						
CYB5R4	2735	2514	902	842						
COL17A1	11522	10551	10913	16948						
GSTO2	341	442	457	624						
SEC61A2	192	204	193	190						
PRKCQ	73	88	102	150						
TLE2	2297	2369	1954	2374						
ASB1	740	772	416	697						
FAM107B	4541	5016	2832	3571						
ME1	7825	7778	2050	999						
TBC1D1	824	839	217	391						
CDK13	1614	1588	1805	1748						
MTHFD2	1328	1370	654	934						
SLC9A7	838	695	481	648						
FOXJ2	1016	1115	1147	1088						
YBX1	8764	9038	3440	4319						
PDE4A	816	963	782	934						
PPP2R5A	2885	2872	3124	3986						
CTNNA2	49	56	5	27						
ELAVL1	6191	6172	2541	3114						
TIE1	0	0	4	3						
DIP2B	2287	2716	1727	1595						
SMARCD1	989	1107	690	744						
KDM4A	915	1077	676	955						
NFYC	1927	2191	1392	1346						
ZMYND12	49	74	120	235						
SLC9A3	173	190	297	369						
NGEF	71	84	134	131						
ASPM	376	367	87	78						
CD84	1	0	0	1						
ELOVL1	8286	7785	4717	4150						
SPI1	2	1	1	2						
ZNRD1	743	774	527	635						
MPPED2	2	0	2	0						
CLDN18	130	114	66	79						
ZBTB11	1634	1645	1097	1386						
ATXN3	651	833	553	660						
GOLGA5	3469	3666	2690	3015						
FGFR2	1633	1514	2239	2733						
LRRC40	1160	1158	545	728						
ISOC1	2039	2147	1116	1187						
EML1	285	280	402	306						
TRMT11	820	778	664	823						
THUMPD1	2694	2770	2124	2098						
MSANTD3	2682	2339	683	859						
KIF26A	0	0	4	0						
ATG2B	455	497	528	523						
ARFGEF1	2604	2720	2440	2664						
ACSM2B	0	0	0	0						
ZFAT	584	549	347	360						
MTFR1	1412	1388	1039	964						
STAG3	43	76	92	104						
FECH	2112	2152	800	768						
MYO9A	694	654	1481	1893						
DDX3Y	99	111	784	830						
PFKP	10273	10178	6961	11353						
IDI1	13810	13654	5405	5407						
SP100	6587	7049	2977	3455						
KLF6	11120	11999	4829	4298						
PLPP1	2033	1979	797	1090						
NEO1	437	525	541	786						
TRAM1	58957	56074	15280	19320						
PHKA1	1273	1141	813	902						
TNFRSF1A	6946	7226	4344	4784						
CACNB1	670	737	1383	1450						
EVI5	1785	1835	1156	1191						
STOML1	1452	1531	872	829						
PKM	115574	115132	58503	79640						
DHX29	3344	3209	1728	1727						
DNTTIP2	6020	6053	2819	3257						
METTL22	542	686	693	841						
TP53BP1	2440	3214	2752	2683						
TRO	44	76	980	926						
RRP15	938	893	411	434						
RHOA	30525	30699	15599	17049						
DHX8	2363	2560	1860	1670						
PMS2P4	52	51	66	132						
PRKCZ	14389	13764	3897	4496						
ZFY	8	12	22	56						
IARS2	8177	8720	4758	6115						
SYT1	16	9	13	6						
NAV3	228	192	78	68						
IDH3G	3508	3611	1717	1892						
ROGDI	1862	2083	1671	1597						
PDZD4	0	0	9	3						
ATP2B3	0	0	7	25						
ROCK1	3370	3399	2661	3047						
CBFB	4181	3995	2409	2672						
PDK3	1131	1265	1352	2046						
HYAL2	5329	5335	2910	3319						
HDAC4	283	236	539	584						
RASSF1	1852	1804	1571	2438						
FGFR3	1617	1759	17559	17020						
IFI35	2395	2690	617	680						
HEATR6	1009	910	868	972						
COASY	7010	7291	4490	4853						
PLEKHH3	1493	1473	2107	2134						
MEF2A	1517	1524	1708	2118						
OTUD5	2487	2643	2168	2824						
TFE3	3166	3112	1502	1916						
TBC1D25	1126	1183	719	943						
ACSL4	5348	5399	2915	3680						
INPP5A	1655	1579	1236	1158						
GPKOW	1323	1327	803	746						
GRIPAP1	1787	2038	1742	2058						
FTSJ1	3635	3789	1301	1455						
PRR11	351	409	62	46						
REEP1	25	21	53	52						
ATP11A	4463	4715	2849	3454						
POLR1A	765	843	482	685						
LAPTM4A	16299	16510	14717	17103						
TTC7A	3107	3142	1636	1626						
IP6K2	3935	4034	4184	4671						
STON1-GTF2A1L	0	1	9	29						
SRBD1	923	1083	506	721						
KIF2A	1600	1651	1023	1357						
RASGRP2	0	0	2	14						
PSME4	1429	1436	647	788						
IFT80	1939	1915	1375	1527						
SIRT2	2500	2409	2125	2260						
ERLEC1	3584	3512	3647	4391						
PPP2R5B	1576	1362	834	1011						
PYGM	1	3	14	5						
PAGE1	0	0	0	0						
PITX1	1555	1518	4077	2552						
TRPC7	0	0	1	0						
MAST4	809	1070	2284	2714						
ADGRF5	26706	26290	13075	16827						
SDK2	91	74	439	512						
ADAM7	0	0	0	0						
NUP133	2495	2611	1659	2213						
NUCKS1	3015	3434	3238	3645						
VPS35	13402	12795	6748	7669						
DNAJA2	4803	4916	3239	3354						
BCL3	2471	2569	2476	3198						
KCNAB2	57	60	151	328						
ABCC9	302	303	496	676						
GAL	73	77	17	21						
CLEC2D	115	142	299	321						
FUNDC1	926	880	606	640						
MAOB	127	90	18	36						
RORA	244	174	1175	1159						
DRD4	1	0	12	18						
TGFBR3	224	215	489	691						
PLA2G10	398	385	78	75						
HES2	871	801	900	1000						
ATP1B3	15304	14537	6563	6633						
NEDD4	718	888	444	478						
PIGB	1060	1240	473	664						
MAPK6	3185	3431	2730	2524						
GNB5	1401	1327	940	1227						
RAB27A	4815	4582	2283	2619						
HDHD5	1979	2070	1720	1992						
UFD1	3354	3564	1317	1351						
LRP6	1465	1639	1579	1647						
GUCY2C	1	7	6	1						
SCT	0	0	0	0						
PHRF1	3050	3368	2097	2872						
ELP1	3642	3546	2565	2919						
NUCB2	4332	4387	5105	4852						
PFN2	2645	2465	1899	2310						
PTPN3	3177	3082	3346	2648						
SPTB	626	596	281	414						
DAPP1	2162	2510	1619	1280						
FGF10	0	0	9	10						
SLC44A1	6128	6198	5037	5302						
TMEM260	740	808	750	896						
SMG6	838	742	695	1035						
EXOC5	4460	4406	2682	2523						
CLTCL1	178	236	240	212						
FGF22	1	17	24	8						
FSTL3	10326	9636	1392	1547						
DGCR2	9994	9670	5987	7684						
RNF126	1961	1996	1364	1350						
MNT	82	113	146	207						
ZXDC	1384	1295	1351	1664						
JMJD6	1661	1653	1050	1672						
POLB	1674	1440	748	747						
ST6GALNAC1	2794	2849	3397	3981						
WIPI1	1673	1855	1417	1180						
FRMPD1	1	0	43	6						
GBA2	4226	4085	2495	2989						
NDST1	2592	2410	1747	1670						
ASNS	1357	1508	596	728						
AP3M2	789	831	979	1230						
CNGB1	18	29	10	12						
ST6GALNAC2	1382	1348	1426	2065						
CHAT	0	0	1	15						
PABPC1	14782	16369	20570	23327						
TESK2	68	123	255	220						
CFAP20	1641	1849	937	1203						
CSNK2A2	2108	1695	878	1784						
PTPN21	622	780	388	399						
EIF2B3	1696	1715	778	784						
CAMK2A	0	3	1	1						
TCOF1	2515	2595	1280	1624						
CDC42	10838	10953	4967	5048						
OSBPL3	2916	2933	1447	1499						
EPHA8	0	0	5	24						
SLC12A3	0	0	0	0						
RAD18	971	936	435	561						
ATP2B1	1222	1268	952	1007						
TRPM5	3	0	0	1						
NCK2	2102	2084	1867	1597						
MAP4K4	6737	6865	3092	2626						
MGAT4A	819	902	344	404						
RPL31	6680	7283	10250	12131						
WDR1	29247	28443	8108	10096						
SNX13	2413	2759	2304	2622						
MS4A12	0	0	0	0						
ARHGAP10	1335	1191	905	1154						
RPS6KA2	12018	12715	8998	11299						
ING3	961	940	542	652						
VASH1	56	25	125	99						
LMCD1	771	805	145	128						
BUD23	4264	4423	2183	2956						
SEL1L	4046	4424	3367	4511						
TRIP13	1167	1258	178	215						
ATP6AP1	9505	9389	8294	8093						
TCF3	3291	3642	1495	1870						
TRIB2	852	1033	2378	2497						
DAZAP1	2153	2393	883	919						
MBD3	2979	2792	1362	1425						
PRLH	0	0	0	0						
HLTF	1476	1366	1514	1767						
FAM50A	4605	4810	2749	2826						
FAM3A	1553	1742	1398	1619						
CPSF1	4153	3952	3140	3791						
MYO3B	32	40	29	70						
CYBRD1	1700	1331	2991	3893						
CDH19	0	2	3	0						
PDCD2	2722	2799	1526	1702						
SLC6A15	168	160	231	266						
RDH11	9780	9366	4322	4809						
PRKACA	746	795	528	527						
ADGRL1	210	218	372	497						
SPP2	0	0	2	0						
ACTN1	20537	19906	5821	7439						
ZFYVE26	616	669	429	593						
RPS6KA6	253	243	126	308						
EPN2	1507	1565	1842	1866						
PTPN18	2174	2347	1721	2204						
LIMS2	31	45	24	13						
ASIC4	4	1	3	3						
SPEG	11	25	172	111						
LNX1	418	604	1410	690						
ALDH3A2	9375	9784	4930	4472						
TFRC	7816	7609	4826	7200						
SREBF1	8123	8369	12422	13179						
TRPC5	0	0	10	4						
AFF4	2190	2390	1856	2294						
UBE2D1	2093	2039	1169	1144						
MPP5	3195	3307	1373	1804						
RHOBTB1	624	604	532	982						
SMC1A	3326	3874	1742	1910						
HSD17B10	2421	2660	925	744						
MARK2	3330	3121	2623	2796						
HMMR	647	708	39	115						
CHFR	2542	2406	1442	1309						
TRHDE	34	26	28	18						
P4HA2	6175	6011	4996	6349						
FCGR2B	0	4	0	0						
NFATC3	2307	2604	1567	2095						
TRNT1	1605	1896	922	985						
ACADVL	41303	43914	29004	29867						
STK10	1653	1476	397	427						
FBXW11	3336	3466	3299	3736						
ACAP1	31	24	225	262						
CRMP1	43	46	134	176						
EVC	351	231	450	653						
DERL2	3100	3055	2063	2575						
SIDT1	713	898	799	919						
NDE1	855	931	867	883						
MRVI1	72	32	467	396						
TMEM38A	352	338	242	298						
AP1M1	4511	4424	1899	2288						
PVR	4336	3850	1399	1439						
XRCC1	1114	1196	748	913						
SCARB1	2060	2212	1133	1690						
CYP2W1	11	10	34	44						
MCM2	2611	3111	489	576						
MOV10L1	18	2	24	7						
PANX2	13	23	13	14						
SELENOO	2001	1851	1601	1802						
TP63	1132	1103	2110	1790						
ALPK1	1146	1386	2121	2825						
LLGL2	16744	16570	7543	8455						
PDE8A	1625	1506	1177	1401						
CLCN4	216	318	203	89						
NLE1	421	537	191	271						
SDHA	9108	9095	5910	6720						
SMARCE1	5623	5825	3920	4749						
FNDC8	0	4	0	6						
GSDMB	94	120	633	652						
KDM5A	1788	2070	2895	3279						
ADAM11	0	0	10	23						
PPP2R3A	1164	1268	1218	1339						
FERMT2	1657	1629	851	1323						
ABCB11	10	48	213	185						
DHRS9	11949	11616	7878	4899						
CD5L	0	0	0	0						
PTGS2	3384	3139	400	908						
IGF2BP2	1802	2062	1639	2202						
MAP3K13	2362	2695	2088	2611						
ST6GAL1	2647	2701	2452	3430						
TBX21	3	0	0	0						
VDAC1P1	7	13	7	3						
FRY	302	355	1517	2433						
PICALM	4232	4447	2520	2735						
NSF	7283	6551	3841	4377						
GLI2	11	19	11	24						
CLASP1	1140	1143	1015	1084						
MRPS34	4003	3969	1912	2159						
NOTCH3	2463	3019	7584	7628						
CLNS1A	2110	1956	1420	1584						
PPP2R2C	18	12	166	48						
TEAD2	1079	1110	604	637						
EED	1024	1102	690	693						
CDHR2	0	8	6	7						
SNCB	0	0	6	9						
TSG101	5152	5359	3029	2862						
NCBP3	1163	1235	1266	972						
ATP2A3	93	138	76	181						
CA12	608	828	3965	4550						
MGLL	14161	14207	6972	4231						
NTN4	9198	9332	6959	8664						
BCS1L	1478	1609	1002	1072						
NUAK1	179	156	114	193						
DPP8	2014	2060	1737	2089						
SLC24A1	139	110	284	365						
ZNF532	1208	1127	854	1178						
SCARF1	661	501	1024	1303						
LMAN1	7203	7733	8559	14013						
HACD3	6355	6343	4305	5295						
IPCEF1	82	66	715	1148						
ZZEF1	646	702	801	733						
NOX3	0	0	0	0						
ENO1	129465	132457	69693	94307						
SLC12A1	0	0	0	0						
MYDGF	7588	7537	4342	5329						
ANO8	47	68	105	72						
TUBE1	557	599	834	1062						
ARHGEF10L	2185	2198	3197	2589						
TXK	57	50	8	12						
WSCD2	0	0	0	0						
KCNQ2	0	0	0	0						
TACR2	14	4	8	3						
ACTR6	1548	1524	1013	1108						
TIPIN	557	515	141	218						
SRI	8495	8929	4538	5286						
EIF4G3	1975	2334	2118	2156						
NUP37	1420	1554	762	625						
SEMA3A	1020	1101	866	1144						
GTSE1	497	548	80	58						
SEMA3C	4829	4269	1868	2359						
TTC38	1655	1695	855	1055						
ACAT1	3867	3679	1624	2137						
GRAMD4	1766	1723	1742	2085						
CELSR1	1472	1640	2448	3149						
WNT8B	2	4	3	0						
ZNF638	3817	3586	3700	4201						
SLC25A40	586	600	521	588						
TIMM21	1671	1956	1060	997						
ADD2	15	9	5	16						
FGF4	0	0	0	0						
RASAL2	995	1325	909	680						
VPS9D1	449	539	429	378						
ZNF37A	648	758	648	926						
MARK3	5707	5698	3921	3885						
SLC25A3	14963	15062	5886	5760						
FNDC3B	6719	7587	3038	4311						
FOSL2	6726	6523	5681	6998						
CACNG5	0	0	0	0						
CACNG4	6	12	7	5						
FRYL	785	713	1003	866						
TMEM131	2082	2113	1941	2315						
FSCN1	2549	2273	2401	3015						
ACTB	619181	600315	138795	145959						
MOCOS	717	742	236	206						
PLD1	957	1100	1218	924						
ATP12A	422	522	23632	2997						
WDR62	277	345	106	176						
DLG1	4072	4033	2764	2749						
RAB7A	14150	14403	8758	9606						
BCAP29	3111	2843	1783	1526						
SEC31B	171	260	1072	1198						
SART3	1822	1834	1467	2158						
ARHGAP15	0	0	0	1						
TUBA3D	5	0	3	9						
PAX2	0	0	0	0						
EXOSC7	1185	1304	909	1155						
KIFAP3	1377	1410	1209	1283						
MKRN2	2490	2266	2094	2583						
MCM6	2302	2738	411	491						
REXO2	4295	4376	2778	2519						
RBM7	2955	3249	1968	2315						
RBMS2	2684	2530	1321	1133						
BAZ2A	2018	2286	2802	3102						
PTPN23	1082	1230	724	978						
MLH1	2668	2482	1228	1466						
UNG	1979	2182	1345	1387						
FMO4	174	202	218	234						
KLHL20	1206	973	1086	1013						
RGS11	4	0	83	33						
SLC46A1	1339	1429	907	1204						
PLXNA2	1874	1994	1459	1673						
SPAG5	1671	1941	316	409						
ANKRD13A	6497	6280	4465	4482						
TPD52	7810	8232	7670	8452						
ACACB	44	49	94	79						
TRAF4	3598	3407	1503	1419						
PAG1	488	424	1867	2839						
GPATCH1	664	577	466	547						
ICAM3	433	363	134	248						
NT5C2	8485	9458	6309	5869						
MCAM	406	366	358	354						
GPC4	1882	2247	3496	4521						
MBNL3	292	302	278	252						
CAMSAP3	2218	2364	2448	2863						
RAP1GAP	1461	1505	1113	1184						
XAB2	1465	1582	1530	2080						
ARHGEF1	5004	4726	2475	3234						
STXBP2	7814	7872	3899	4403						
MAP2K7	223	251	235	270						
NMRK2	0	0	0	0						
DGKD	3541	3484	1745	2545						
CTTNBP2	25	19	132	104						
ACTL6B	0	0	0	0						
RARB	585	478	338	660						
TOP2B	6746	6857	3736	4451						
TM9SF3	17163	16631	12894	13680						
NFKB2	1521	1558	1149	1031						
UBE2T	916	982	197	228						
PPP1R12B	1739	2072	1418	1606						
DNAJC10	9191	9507	3030	4092						
GTF3C1	3891	3796	4679	3981						
IL4R	2614	2870	2746	3510						
USP33	3569	3680	2676	3304						
PAK3	42	81	14	13						
CAPN6	49	47	11	13						
DCX	0	0	0	0						
SNRPA	1723	1894	940	1169						
SPAG6	442	573	746	1039						
EXOSC5	672	827	563	720						
DYNC1I2	6189	6133	3138	3269						
APBB1IP	489	510	806	1109						
LRCH4	3205	3469	2272	2599						
FAM76B	483	532	883	852						
SIRT6	139	154	132	155						
TYR	0	0	0	0						
POLD3	1109	1247	687	966						
ACTN2	10	14	4	0						
CAPZB	7597	7612	3873	3648						
GPR137B	332	310	459	324						
NAALAD2	28	5	37	31						
JADE1	889	861	730	961						
SLC25A43	804	806	641	588						
UBE2A	4684	4644	2340	2134						
FGFR1	1952	1996	2111	2731						
FKBP6	3	5	14	13						
SMC1B	3	0	11	2						
FBLN1	683	710	4599	5627						
ITGA8	0	0	67	80						
CST7	0	0	0	2						
MAP2	1477	1442	367	48						
PIAS2	1218	1469	1740	1970						
AMPH	3	26	76	117						
ARAF	4544	4348	2824	3473						
MCCC1	6618	7185	4600	5177						
LAMP3	17787	19186	31622	39285						
FAP	218	203	227	321						
NEBL	2989	3039	3096	3622						
ACER3	1083	1186	781	620						
UBE2K	2879	2932	1363	1182						
PIK3C3	1362	1249	1226	1527						
N4BP2	408	412	389	557						
TIGAR	691	769	191	165						
TULP3	1444	1660	1470	1900						
SYNJ2	1167	1120	567	815						
ADCY2	6	7	14	23						
PPP2R5C	6726	6539	4606	5128						
PMS2P1	345	285	246	284						
RBFOX1	0	0	2	2						
GNB1	14299	13836	6264	8207						
HOXA9	0	0	0	0						
EDN1	2879	2954	227	335						
MLLT10	525	578	718	584						
ZCWPW1	160	159	188	173						
ADCYAP1R1	0	0	0	0						
FGF20	2	5	5	2						
P2RY10	0	0	0	0						
ITM2A	0	0	21	0						
NRDC	9882	9295	6944	7608						
VDAC3	6961	7342	4137	4532						
PCM1	4409	4797	4397	5992						
TNRC6C	82	132	154	180						
CBFA2T2	999	1254	1656	2273						
BRINP1	20	33	23	10						
ITCH	1534	1536	1246	1158						
PKD2L2	4	4	6	5						
TP53INP2	1606	1603	2689	481						
SDF4	7253	7234	4712	5810						
MYH7B	9	16	100	102						
BPIFB2	1	0	9	13						
TP73	87	122	488	314						
TOLLIP	5632	5670	4436	4321						
UBE2D4	1351	1321	499	534						
CLUL1	43	41	151	208						
RUNX1T1	5	17	51	62						
CDH17	0	0	1	15						
THOC1	1561	1622	978	1151						
FKBP7	196	197	394	479						
OSBPL6	107	77	156	84						
SLC1A3	225	287	628	892						
XRCC5	23554	22301	9209	11153						
LXN	586	667	495	608						
SP140	10	21	1	9						
MKNK1	1617	1493	971	1148						
TNS1	1390	1546	1298	1981						
REXO1	216	272	234	253						
SAR1A	3332	3197	2556	2535						
CDC14A	161	213	246	287						
RAPGEF3	606	706	699	880						
CEACAM1	3821	4022	2217	1324						
SENP1	1016	1006	447	585						
DUSP13	14	10	4	7						
CIC	377	358	514	599						
LIPE	94	138	201	229						
FDFT1	50818	50561	16220	17049						
PAFAH1B3	1815	1845	804	879						
OPHN1	249	401	448	620						
AFM	0	0	0	0						
KIF22	1750	2109	1115	1069						
SCGN	0	0	0	0						
CARMIL1	667	863	466	508						
PGM1	4612	4885	4085	5604						
DDX1	9178	8942	3822	4205						
DNM2	20233	20361	17882	21976						
EPB41L2	589	720	776	1065						
RIMS1	107	148	147	207						
MOXD1	65	30	922	909						
STX7	2722	2725	2028	2269						
RABL2B	1568	1605	1422	1796						
KEAP1	5442	5316	3281	3650						
DDX43	85	72	61	110						
PTPRH	235	250	474	507						
DCT	3	0	12	16						
SLC35C2	2615	2471	1977	2609						
CRYBG3	1433	1370	2619	2932						
EPHA6	0	0	0	7						
SCTR	27	13	192	181						
RFX3	162	131	330	269						
RIF1	1508	1528	1554	2080						
RAB21	3777	3929	3013	3360						
SLC4A4	485	573	1740	2522						
SMARCA2	2859	3176	3311	3981						
RDH8	0	0	0	0						
SESN1	1430	1393	1870	2383						
MID2	537	663	510	443						
PIH1D3	46	46	44	50						
COL5A3	15	76	99	74						
SRCAP	352	385	386	567						
PUM3	3524	3533	1731	2156						
CPB2	34	38	10	8						
CHRNA3	6	8	6	1						
KCNN2	14	0	19	2						
CNOT4	1376	1449	1036	1419						
PSEN1	6451	5874	4149	4472						
CPOX	1038	909	1183	1248						
CLDND1	3019	2969	3804	4026						
MOK	457	407	382	456						
HSP90AA1	27611	30213	11025	12756						
RBL1	377	484	169	172						
DLGAP4	1906	1923	1241	1282						
IGSF9B	3	14	1	1						
CFHR2	1	0	0	0						
CROCCP3	51	46	143	99						
NDC80	686	859	66	60						
AP4E1	727	682	430	307						
RSBN1	652	786	1037	1179						
MAGI3	2484	2452	2863	3663						
CXCL2	5714	6639	1641	1768						
AFP	0	5	4	0						
COL4A4	596	566	96	161						
TCF7	165	189	97	95						
OSTM1	1695	1776	1157	1035						
CDH7	0	1	1	3						
IMPG2	3	10	7	0						
PCNP	6936	6721	4774	5767						
EXD2	2743	2532	1786	2097						
ARG2	536	531	126	136						
MEF2C	400	437	470	542						
PTPRC	4	0	2	1						
CACNA1S	0	0	0	0						
PKP1	2031	2107	6189	2680						
UBA5	3283	3568	1963	2048						
STK17B	1417	1602	1273	1546						
CDC14B	1348	1386	1017	1118						
ZNF510	237	204	247	262						
LRP2	53	45	968	1093						
ZNF506	613	579	885	1048						
JMJD4	1678	1772	1268	1162						
DUSP12	830	963	582	652						
AACS	4504	4546	2546	2864						
DELE1	1634	1683	1398	1715						
