X	Mhex_1.2EC10_24h_run1	Mhex_1.2EC10_24h_run2	Mhex_1.2EC10_24h_run3	Mhex_1.2EC10_24h_run4	Mhex_1.2EC10_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
cpt1b_84232	0	1	1	3	5	0	0	0	2	0	3	1	6	0	3
clca1_84233	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
col4a6_84234	4	3	6	4	8	31	10	11	6	0	13	8	18	8	5
col6a2_84235	10	27	31	31	26	13	19	28	44	0	15	21	22	31	44
rwdd_84236	40	37	38	31	14	23	36	32	14	0	18	49	43	22	18
si:ch211-219a15.4_84237	2	2	0	1	3	2	0	2	6	0	1	0	3	2	0
gc_84238	1	1	0	3	0	0	2	4	5	0	0	3	1	0	2
si:ch211-153b23.4_84239	5	1	2	1	6	5	4	0	4	0	0	4	1	0	9
col11a1b_84240	434	304	491	558	458	438	429	510	433	0	413	388	515	461	375
col6a3_84241	154	114	140	155	189	163	133	179	139	0	130	152	145	128	150
nr2f2_84242	1	8	6	1	4	13	5	7	0	0	6	1	6	8	5
mpv17l2_84243	0	7	2	1	0	1	1	2	2	0	2	0	1	4	2
crot_84244	19	5	16	8	25	17	25	18	7	0	17	16	18	11	10
eepd1_84245	58	42	73	53	33	173	43	94	49	0	66	28	52	75	38
ctsd_84246	38	29	44	9	18	51	8	41	11	0	32	30	49	36	11
anpepb_84247	12	11	20	14	7	14	17	47	12	0	32	23	20	23	21
cspg4_84248	1	0	0	0	3	0	3	0	1	0	7	3	6	3	4
si:dkey-183i3.5_84249	10	15	7	11	6	21	28	63	17	3	23	16	14	20	15
got1_84250	160	140	205	231	216	184	157	157	203	1	179	170	190	162	188
zc3h12a_84251	8	5	10	2	4	11	8	5	7	0	1	5	5	6	2
si:ch211-147m6.1_84252	5	1	2	2	3	1	0	0	5	0	0	0	1	4	4
gstk1_84253	27	14	22	14	14	24	15	24	19	0	24	34	34	35	23
kita_84254	10	11	18	15	18	7	18	7	18	0	10	25	12	13	13
cd9b_84255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnmt3ab_84256	135	121	166	153	174	219	145	210	102	1	217	164	179	92	110
nox1_84257	23	16	12	22	17	12	37	60	42	0	27	24	18	31	26
neflb_84258	2	6	5	5	3	0	9	6	3	0	2	1	3	4	4
thbd_84259	4	1	0	0	1	4	0	0	0	0	1	0	0	2	2
si:ch211-207i20.2_84260	17	10	5	4	5	6	8	9	8	0	15	3	8	4	0
hadhb_84261	27	15	15	11	20	35	10	24	23	0	34	18	23	8	11
tgfbi_84262	64	45	56	49	35	46	48	25	38	0	46	49	50	55	48
zgc:136930_84263	0	0	0	1	0	0	0	0	3	0	2	1	0	2	0
matn1_84264	15	4	10	6	0	27	6	5	14	1	14	6	10	9	7
tmem176l.2_84265	1	2	0	1	0	0	0	3	1	0	0	2	0	4	5
mia_84266	3	4	3	6	4	0	3	15	3	0	4	1	3	12	3
klf11a_84267	24	58	45	28	29	16	43	32	37	0	25	38	34	26	41
slco3a1_84268	3	2	6	3	0	10	2	3	10	0	7	4	6	3	4
cyp2y3_84269	538	320	594	549	585	449	567	567	539	0	463	564	519	660	1024
btr06_84270	3	4	0	1	0	0	0	0	1	0	1	1	3	1	4
ttr_84271	0	2	3	4	0	11	0	0	0	0	2	3	4	1	1
klf11b_84272	14	12	8	6	6	11	5	9	6	0	13	10	25	6	8
si:ch211-207n23.2_84273	2	2	3	3	2	0	1	0	5	0	3	2	2	2	1
col2a1b_84274	148	168	219	145	163	255	171	206	108	0	241	169	261	139	111
tspan7_84275	1263	1170	1743	2143	2127	1140	1642	1186	2442	1	1006	1438	1338	2364	2432
clca1_84276	2	0	0	1	1	1	1	2	1	0	1	1	3	1	8
col10a1a_84277	0	4	0	2	0	0	1	5	0	0	1	0	2	1	7
krtt1c19e_84278	97	211	302	206	298	137	119	357	253	2	105	175	217	301	216
sardh_84279	0	3	0	0	2	1	4	3	3	0	1	1	0	1	0
col1a1b_84280	26	58	80	19	31	83	41	41	67	0	46	43	89	66	36
nr0b2a_84281	2	4	1	3	3	5	3	1	4	0	4	9	5	14	13
slc25a20_84282	2	3	2	0	0	15	2	6	5	0	0	2	4	2	6
elocb_84283	864	722	997	793	863	768	824	810	896	1	678	867	987	1007	823
crkl_84284	533	618	815	1016	974	352	966	687	1129	1	431	935	762	960	1149
elovl4b_84285	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ndufa1_84286	1172	990	1451	861	1153	961	1221	1676	1258	0	1341	1523	1571	1392	1161
nr2f1a_84287	82	42	48	48	56	185	55	96	36	0	116	71	87	31	30
si:dkey-201i2.4_84288	0	3	0	0	1	0	0	0	1	0	1	1	0	0	4
dhfr_84289	7	4	5	2	12	4	7	6	6	0	9	3	11	1	6
trak2_84290	1	0	1	0	2	4	3	0	2	1	1	2	0	2	2
pkmb_84291	16	17	12	10	33	8	4	8	23	1	15	17	18	14	21
sytl2a_84292	2	0	1	1	5	2	4	4	3	0	1	2	0	1	2
BX248108.1_84293	2	3	0	0	0	0	1	2	0	0	0	1	2	0	3
mboat7_84294	22	15	28	17	10	11	10	10	17	0	15	22	19	14	7
casp7_84295	10	10	10	6	14	6	5	24	10	0	6	5	15	14	7
vtg6_84296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
col12a1a_84297	49	53	64	65	91	65	62	36	86	0	85	74	41	53	94
sypl1_84298	21	10	13	12	12	17	14	4	23	0	11	16	27	18	15
robo1_84299	7	4	1	2	4	6	3	6	10	0	11	6	8	5	4
sparc_84300	3642	3286	5325	3135	3638	1877	3764	5265	4273	2	3604	4212	5203	5001	3751
col12a1b_84301	9	2	6	3	3	16	5	9	2	0	6	3	4	5	6
c1qb_84302	4	3	1	2	1	0	7	1	0	0	2	1	3	4	3
si:ch211-186e20.2_84303	3	2	0	0	0	0	3	3	0	0	1	5	1	5	2
zgc:153932_84304	3	0	0	1	0	0	5	0	12	0	0	4	1	1	8
ctnnal1_84305	152	140	171	203	169	194	163	160	155	0	232	200	216	116	136
dkk1b_84306	46	26	46	24	36	30	52	53	27	0	45	56	62	43	35
plcb3_84307	16	9	11	9	7	27	7	14	11	0	16	7	18	9	6
rbp2b_84308	4	4	6	0	3	0	2	1	2	0	0	5	2	1	1
tm7sf3_84309	134	106	171	202	186	130	170	174	203	1	104	166	166	182	183
ggh_84310	5	4	3	2	0	4	11	7	5	0	1	2	6	5	3
fgfbp2b_84311	9	13	7	11	16	14	10	12	4	0	20	11	10	12	11
ccdc85b_84312	440	351	437	472	508	466	469	476	517	0	467	438	403	384	479
chek2_84313	25	11	29	29	14	22	18	15	15	0	18	13	36	25	13
orc4_84314	257	159	308	349	341	251	279	345	411	0	290	340	329	324	402
zmp:0000000936_84315	38	18	12	25	18	37	20	21	17	0	16	14	19	11	15
ralab_84316	199	173	244	273	274	259	266	263	297	1	219	217	231	198	249
pygma_84317	5	4	15	11	8	4	4	16	12	0	9	7	9	2	10
BX255920.1_84318	2	1	1	0	1	0	11	0	0	0	2	3	0	2	2
apoc1_84319	17068	9844	17941	9218	10603	21639	10697	15939	11949	2	12843	13914	14853	14618	12881
fbl_84320	1	0	0	4	0	0	0	1	2	0	0	1	0	0	0
c1qc_84321	0	0	0	2	1	0	1	1	3	0	0	3	2	3	2
slc10a2_84322	2	1	0	2	3	1	2	0	1	0	6	0	1	0	3
lsm5_84323	214	260	243	264	294	242	325	173	443	0	167	414	264	458	515
ddx42_84324	92	70	82	67	82	135	85	99	78	0	102	77	91	78	48
cdh2_84325	57	68	58	32	32	63	54	51	51	0	37	86	119	35	15
col9a1a_84326	3	4	0	0	2	1	1	1	2	0	2	0	0	0	0
ppm1da_84327	108	58	80	74	54	107	57	88	42	0	126	50	88	39	30
col5a3b_84328	67	70	84	71	93	109	66	138	93	0	130	93	113	77	45
phgdh_84329	263	160	191	212	232	410	201	198	168	1	440	204	285	149	110
lpar2b_84330	44	28	35	42	38	56	40	53	18	0	80	38	48	20	19
ctgfa_84331	213	159	157	133	143	212	205	271	150	0	223	206	198	121	119
hapln1a_84332	666	484	866	1015	684	650	599	998	866	0	702	632	839	997	635
plekhm1_84333	9	8	11	15	5	40	8	14	7	0	17	5	12	17	8
apoa2_84334	32	24	56	13	8	34	20	77	11	0	35	15	53	34	21
lamb4_84335	17	18	9	17	14	32	9	26	18	0	22	12	18	11	10
zgc:171426_84336	1	0	0	0	4	0	5	2	2	0	1	4	5	0	2
foxo4_84337	168	113	143	231	208	113	188	141	253	1	121	180	97	143	175
col2a1a_84338	2048	1559	2111	1551	1728	2678	1543	2334	1358	6	2301	1984	2140	1477	1019
ifit11_84339	0	0	0	3	0	0	0	0	0	0	1	0	0	0	4
lipg_84340	0	6	1	4	0	5	7	5	3	0	4	6	5	4	7
zgc:162730_84341	106	61	65	36	65	146	71	97	58	0	151	77	75	74	35
ntd5_84342	148	127	143	154	198	135	130	113	178	0	139	183	154	149	120
bbox1_84343	0	1	0	1	9	6	5	5	4	0	6	1	14	0	5
fhl3a_84344	131	104	153	141	187	89	163	133	217	0	103	165	164	190	179
gusb_84345	136	93	87	106	110	125	103	87	96	0	97	83	116	61	62
rps4x_84346	11196	8170	9060	9151	9035	15481	9628	10818	7837	5	14631	10026	11937	7083	6082
cdh1_84347	511	283	346	324	278	836	331	475	284	0	609	335	443	293	145
btr09_84348	0	1	0	0	3	0	1	2	1	0	3	3	1	1	0
alas1_84349	16	5	3	6	6	47	16	10	4	0	24	13	18	6	3
ces2_84350	206	76	135	121	160	74	106	267	154	0	170	119	164	393	238
psmd2_84351	17	9	18	18	6	25	12	37	13	0	28	12	16	20	11
mical1_84352	56	31	32	32	31	62	38	37	18	0	62	50	59	27	23
bdh2_84353	1	2	3	0	3	0	0	3	1	0	0	0	0	1	0
cpne2_84354	1	5	2	7	2	2	3	6	3	0	4	5	1	1	3
myca_84355	266	219	321	238	236	204	261	216	264	0	197	263	300	254	234
sucla2_84356	97	104	142	88	103	56	126	135	102	0	82	89	152	139	96
st3gal1l_84357	0	1	0	0	3	2	1	0	3	0	0	0	1	0	2
myb_84358	148	129	200	178	221	149	210	188	226	0	114	200	176	180	221
tph2_84359	6	3	1	8	3	22	8	5	5	0	8	7	5	6	0
sccpdha_84360	4	9	5	8	4	5	12	4	0	0	5	3	9	11	10
sp100.1_84361	15	4	2	12	1	8	8	2	3	0	12	5	20	6	9
acmsd_84362	4	6	4	12	11	4	5	8	15	0	0	6	5	11	11
zp3b_84363	11	15	5	14	18	9	13	16	8	0	13	6	12	8	6
si:ch211-278j3.3_84364	3	3	6	14	1	6	4	5	3	0	7	11	8	5	2
elp1_84365	273	188	319	305	354	340	291	270	308	0	330	294	282	294	249
cpne3_84366	58	36	30	30	33	49	51	41	52	0	22	48	58	53	24
stil_84367	0	6	2	5	9	3	5	6	1	0	10	3	3	7	2
mitfa_84368	8	8	6	8	12	12	3	9	8	0	12	10	10	5	4
plaua_84369	0	2	0	0	0	0	1	1	0	0	0	4	5	1	1
ddr2a_84370	16	18	13	15	24	20	21	32	16	0	19	20	17	16	17
stat1a_84371	200	138	161	203	210	411	166	229	167	0	296	145	202	187	174
ahsa1b_84372	4	7	14	14	3	18	9	9	8	0	19	17	9	11	8
pigp_84373	72	52	36	27	49	61	21	48	24	0	55	16	70	30	20
spp1_84374	44	3	0	2	5	41	7	2	1	0	18	2	3	3	6
SYDE1_84375	3	0	4	4	6	13	5	3	2	0	13	5	12	2	0
spopla_84376	31	30	20	25	20	50	26	27	9	0	32	20	38	22	19
mapk3_84377	807	606	863	1145	1040	1123	903	802	1013	0	890	870	926	1015	986
csnk2a2a_84378	398	417	529	536	567	412	621	465	583	2	342	540	451	632	831
mllt11_84379	79	81	123	101	141	95	101	86	121	0	63	118	136	102	107
slc3a2b_84380	2	4	3	7	4	8	6	5	2	0	4	9	5	3	2
cyp24a1_84381	1	1	2	8	5	10	10	9	2	0	0	1	2	3	3
nmu_84382	4	2	0	6	2	1	7	3	0	0	3	5	5	5	5
slc16a1a_84383	6	2	4	2	1	6	6	4	2	0	4	7	21	2	1
fabp10a_84384	3	9	2	4	5	15	3	9	2	0	9	5	6	3	14
zgc:103586_84385	99	81	131	88	137	64	151	119	181	0	88	110	82	131	156
adat1_84386	5	4	7	1	4	9	9	1	6	0	9	2	7	2	2
p4htm_84387	3	0	5	2	3	2	10	4	2	0	1	5	1	3	0
cdk6_84388	13	19	18	9	20	21	23	35	10	0	28	21	28	12	12
xbp1_84389	384	323	459	410	332	528	384	535	324	0	669	441	494	358	241
si:dkeyp-75h12.2_84390	3	0	8	0	0	0	0	3	1	0	1	6	0	0	5
erbb3a_84391	20	16	13	13	8	16	14	6	5	0	16	19	14	16	17
rpl15_84392	1935	1422	1857	1573	1616	1037	1533	1315	1814	0	976	1735	2090	2017	1440
usp9_84393	320	256	251	269	274	248	264	288	204	0	290	292	367	206	190
avpr1aa_84394	0	2	4	1	3	0	7	1	2	0	3	2	3	2	5
si:dkey-97o5.1_84395	48	20	43	38	38	104	48	57	27	0	55	37	40	24	22
si:ch73-22o12.1_84396	48	42	55	53	83	66	77	72	49	0	57	69	75	57	49
cdkn1ca_84397	243	157	189	186	162	196	166	227	189	0	243	188	181	193	132
sult2st1_84398	70	44	56	42	63	26	70	71	65	0	37	60	63	60	55
rfc3_84399	296	294	356	252	298	293	267	392	256	0	356	388	403	305	209
zgc:153932_84400	0	2	0	2	1	2	1	4	1	0	2	1	2	3	6
pxnb_84401	143	98	174	128	111	199	99	107	101	0	156	111	175	125	79
stap2b_84402	2	3	0	3	2	3	4	1	2	0	9	8	1	4	3
CABZ01041494.1_84403	6	6	7	3	19	1	9	9	10	0	13	9	6	10	15
plscr3a_84404	1	4	3	8	3	6	0	7	3	0	8	2	2	2	1
cyp2y3_84405	1	1	0	2	3	0	0	0	0	0	0	1	0	5	3
malb_84406	1	11	25	10	17	0	7	4	22	0	0	20	2	13	20
anln_84407	187	156	241	272	277	227	208	214	255	0	123	196	229	239	260
col9a3_84408	41	35	56	56	38	118	35	98	21	0	102	43	51	21	22
cant1a_84409	8	4	7	6	1	11	4	3	6	0	9	6	4	3	10
aptx_84410	181	136	212	246	241	124	203	166	304	0	116	176	191	278	299
ube2g1a_84411	456	483	674	608	646	289	585	469	737	0	274	555	575	764	673
prdx2_84412	478	456	631	427	532	538	503	567	513	1	481	624	642	615	431
btr16_84413	10	5	0	4	2	6	4	8	7	0	9	3	16	6	5
chuk_84414	14	9	18	19	9	20	10	12	12	0	5	20	14	12	9
ighv11-2_84415	1	3	0	2	0	2	2	0	1	0	0	0	1	2	1
cyp1d1_84416	80	79	111	84	99	126	87	101	63	0	112	122	109	44	55
ephx2_84417	0	3	2	1	2	1	1	2	7	0	4	1	4	3	5
cyp1a_84418	9	7	18	3	16	8	13	17	7	0	13	13	17	13	13
arhgap29b_84419	0	2	6	5	5	14	6	1	2	0	9	3	8	4	12
irbpl_84420	0	1	0	1	0	4	5	3	0	0	1	3	2	1	4
ppil1_84421	203	192	280	194	229	103	240	189	290	0	144	244	269	299	255
otos_84422	5	11	1	3	3	12	4	4	1	0	6	6	8	8	12
dlc_84423	1	1	0	1	3	1	6	3	0	0	3	1	6	2	3
postnb_84424	431	300	557	362	434	310	376	413	479	1	318	407	544	462	390
iqgap1_84425	31	25	33	27	32	33	17	56	25	0	42	21	45	13	13
il10ra_84426	1	1	0	2	0	0	3	3	1	0	0	0	0	1	0
prdx3_84427	7	9	8	7	18	8	12	11	24	0	5	11	15	14	7
VMAC_84428	13	7	11	5	16	14	10	4	7	0	3	1	8	5	7
si:ch211-251j10.3_84429	22	7	13	14	23	47	23	35	19	0	30	18	30	30	11
tm9sf3_84430	16	0	4	5	1	15	0	2	2	0	16	0	0	0	5
birc6_84431	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
arhgef12a_84432	266	170	257	251	233	543	313	324	178	0	378	237	289	157	141
RAB21_84433	123	20	67	47	41	114	60	103	48	0	139	50	85	58	56
ms4a17c.2_84434	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
lama3_84435	2	2	0	0	0	1	1	0	3	0	2	0	1	3	1
cyp1c1_84436	11	7	7	17	6	5	4	17	10	0	10	14	14	16	11
snx6_84437	197	178	208	252	325	134	250	146	382	0	125	247	227	314	387
slc11a2_84438	2	8	6	8	6	11	4	3	5	0	1	3	9	6	8
fah_84439	8	8	14	1	6	11	3	5	6	0	8	3	9	8	11
wdr43_84440	22	17	24	5	9	13	12	25	8	0	20	12	16	9	11
tapbpl_84441	0	1	0	1	1	1	2	0	2	0	0	0	1	1	0
ms4a17a.17_84442	9	13	22	13	13	3	22	22	20	0	11	27	24	9	7
mal2_84443	9	9	13	13	3	9	13	10	8	0	5	9	7	9	9
tbx1_84444	201	190	222	255	298	122	275	210	271	0	143	211	205	263	319
pyroxd2_84445	134	125	172	124	195	139	176	202	169	0	171	184	176	129	178
pacsin3_84446	219	157	283	289	254	373	246	357	258	0	313	278	318	204	188
igf1_84447	0	2	4	2	4	0	0	0	2	0	1	3	9	5	3
si:ch211-182p11.1_84448	2	1	0	5	2	6	4	1	0	0	0	1	3	4	4
bdh1_84449	67	46	93	91	67	125	92	91	94	0	128	90	95	96	57
rps18_84450	2083	1552	1751	1429	1430	2067	1396	1985	1402	0	2089	1799	2095	1399	1035
cnmd_84451	65	47	89	64	72	91	51	75	60	0	63	60	56	53	43
snrpd3_84452	21	11	19	9	9	9	15	18	10	0	13	17	15	12	14
dmtn_84453	47	31	51	44	56	18	38	32	46	1	34	64	38	46	40
castor1_84454	3	5	2	7	13	8	4	15	4	0	11	4	11	4	10
si:ch211-226h7.5_84455	15	15	5	10	6	17	12	29	18	0	6	25	16	15	16
acsf2_84456	25	25	27	21	14	26	20	34	11	0	34	26	34	23	17
smad3a_84457	9	11	2	17	4	9	6	10	5	0	14	10	7	4	2
SBSPON_84458	4	1	2	5	3	3	4	5	5	0	0	10	1	3	1
fam83d_84459	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1
sulf1_84460	17	10	10	18	25	12	14	22	9	0	8	12	21	11	8
cxcr4a_84461	4	1	4	1	2	5	5	10	1	0	2	4	0	5	4
enam_84462	5	7	2	0	0	7	2	2	1	0	1	3	1	3	3
rad51c_84463	3	2	1	3	4	3	1	0	7	0	5	4	0	4	10
abca2_84464	4	3	5	9	5	10	2	7	4	0	3	3	3	3	6
dyrk3_84465	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
shha_84466	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
tjp1a_84467	25	6	11	10	12	29	21	13	10	0	26	15	15	14	12
pla2g15_84468	276	218	318	178	224	310	321	460	249	2	247	269	342	450	304
b2m_84469	1	2	1	2	1	6	2	0	3	0	0	2	0	0	1
vat1_84470	33	20	21	24	23	68	27	42	29	0	60	18	45	16	12
dhrs7_84471	17	14	19	4	17	10	15	21	7	0	12	28	6	10	12
ostf1_84472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tctn1_84473	8	9	22	13	15	24	8	8	15	0	18	14	19	5	17
il4r.1_84474	1	0	3	1	2	4	3	4	0	0	0	0	2	2	2
micall1a_84475	2	1	0	3	0	1	1	0	1	0	4	1	0	2	3
ccdc80_84476	2	3	2	3	1	0	1	1	2	0	0	9	1	0	3
slc9a7_84477	52	45	37	39	50	56	38	48	36	0	27	50	61	30	31
s100a11_84478	6	5	6	5	3	1	8	16	2	0	0	4	8	4	7
nr1h4_84479	3	4	1	1	5	3	2	0	1	0	9	2	5	3	4
abcb5_84480	76	78	66	90	76	99	92	60	118	0	86	89	119	87	55
slc1a5_84481	3	10	7	2	8	8	8	12	3	0	15	7	14	5	3
ifitm5_84482	1	0	1	4	1	4	2	1	4	0	0	2	2	2	2
acat2_84483	170	115	203	169	147	150	174	180	180	0	119	162	202	209	131
slc2a3b_84484	10	2	4	1	3	6	2	0	2	0	4	2	6	3	4
appb_84485	36	41	17	25	14	39	19	33	21	0	25	25	40	22	19
tubb2_84486	43	26	23	31	24	51	27	26	25	0	35	39	38	19	15
fam126a_84487	8	10	8	4	5	18	11	14	3	0	14	8	19	4	8
birc2_84488	17	26	28	51	2	29	63	78	31	0	14	43	66	32	15
hiat1b_84489	12	9	12	18	6	16	11	20	12	0	17	7	6	13	5
rps20_84490	41246	35202	42707	43934	49323	44718	41321	40397	42270	26	42771	45219	47969	44481	38249
tprkb_84491	270	191	336	254	302	91	291	169	359	0	179	274	263	324	366
nprl2_84492	65	44	55	23	63	31	47	76	30	0	58	68	40	21	43
glod4_84493	0	0	0	0	3	0	2	2	0	0	0	0	3	0	0
uba3_84494	228	155	204	186	192	199	221	253	204	1	246	195	268	208	161
rps17_84495	3074	2506	3040	3195	3498	3440	3052	3725	2941	1	3097	2956	3788	2688	2691
cyp1c2_84496	4	13	20	21	24	11	14	21	35	1	13	13	17	26	45
nab2_84497	5	11	11	5	6	16	8	10	14	0	20	13	13	7	6
mast2_84498	52	51	62	69	51	121	54	85	39	0	77	60	75	37	44
pus7_84499	41	40	39	12	18	61	21	29	12	0	59	38	44	14	19
pde6gb_84500	11	12	6	3	11	23	6	14	12	1	28	12	11	15	14
nr4a2a_84501	3	5	0	0	2	1	1	0	6	0	3	2	4	1	4
slc6a8_84502	60	38	54	51	25	89	50	72	25	0	84	57	89	45	30
dennd3a_84503	35	19	26	35	32	74	30	29	24	0	64	43	53	21	16
ptgs2b_84504	4	3	1	3	1	0	6	5	0	0	3	1	6	3	0
rsl24d1_84505	1745	1058	1537	1724	1610	1950	1477	1498	1503	2	1746	1544	1367	1337	1162
dpy30_84506	25	22	18	9	7	11	22	8	8	0	15	14	14	6	9
hoxd4a_84507	77	79	70	69	72	112	84	94	38	0	107	79	92	74	39
pdhx_84508	237	185	232	241	201	481	203	250	113	0	339	256	223	130	151
aqp9b_84509	1	0	1	7	1	0	0	2	0	0	1	2	0	4	1
pik3c2a_84510	0	0	0	0	2	1	1	0	0	0	0	4	0	4	1
cyt1l_84511	1528	655	1445	1311	1293	1364	1041	1555	1069	0	1473	1124	1447	1462	753
ppox_84512	4	2	1	4	1	2	0	10	2	0	7	4	9	3	5
xrn2_84513	153	102	101	97	95	231	95	120	101	0	237	104	132	71	78
cdc26_84514	470	378	503	428	507	453	483	624	422	1	558	537	434	397	404
kdr_84515	143	112	145	96	121	179	109	180	105	0	107	133	126	160	150
sod2_84516	5	6	0	6	1	1	3	3	4	0	6	5	3	6	5
chrnb2b_84517	1	0	3	2	5	2	3	4	3	0	3	3	10	1	5
aldoaa_84518	987	1023	1369	1172	1258	1267	1170	1526	1143	0	1123	1282	1484	1421	1093
rrm2_84519	185	0	64	0	1	404	0	1	132	0	89	0	229	164	0
si:dkey-276j7.2_84520	3	9	11	28	9	2	12	15	14	0	8	15	6	19	11
apip_84521	8	8	4	4	5	6	16	12	12	0	12	7	6	8	7
vav3b_84522	24	20	29	29	44	44	31	13	34	0	36	49	28	42	39
hsp70l_84523	11	7	7	2	2	14	13	7	1	0	13	2	5	2	5
rps6_84524	33739	30732	37205	35270	41866	65223	32070	43855	33633	33	70528	41173	41977	30057	25748
rhoh_84525	2	0	1	2	0	1	3	0	0	0	2	1	1	4	2
kif23_84526	40	43	68	82	68	47	75	75	55	1	60	65	77	64	79
agla_84527	3	8	1	2	0	1	1	5	5	0	4	7	4	6	4
srd5a3_84528	7	7	4	6	4	2	12	10	8	0	7	6	3	6	8
sox9a_84529	37	21	33	35	35	49	26	36	27	0	47	44	45	15	23
il6_84530	4	5	0	1	0	7	2	2	3	0	3	1	6	5	7
atp6v1f_84531	287	274	410	294	329	300	357	466	382	0	286	340	421	437	417
dnajb2_84532	26	25	21	38	18	66	17	30	19	0	26	23	17	15	11
si:ch211-113a14.18_84533	186	137	177	141	133	146	150	279	111	0	150	168	286	121	87
grnb_84534	862	692	778	671	1011	698	851	1140	1139	0	603	973	823	990	1546
kcnf1b_84535	1	0	0	1	0	0	3	12	1	0	3	4	0	0	4
erbb2_84536	8	17	15	14	17	18	13	10	22	0	15	20	22	16	18
tomm34_84537	3	6	5	4	1	8	3	10	1	0	2	4	3	10	6
nsmfb_84538	7	1	0	3	12	6	8	4	3	0	6	4	3	1	9
thy1_84539	282	282	357	326	344	174	335	618	333	3	243	446	407	549	404
dpys_84540	9	7	16	7	19	15	7	19	18	0	19	17	13	5	13
ctnnd1_84541	17	15	26	13	24	33	30	37	21	0	47	26	36	13	14
flrt2_84542	4	3	1	2	3	1	6	7	1	0	2	3	3	0	4
tfap2a_84543	86	50	76	42	46	123	38	76	43	0	99	49	82	51	28
tcf7l2_84544	14	19	7	24	24	39	25	25	20	0	32	29	26	18	13
pgm3_84545	147	150	184	236	179	133	215	197	235	0	152	207	149	223	227
naalad2_84546	29	22	13	20	26	28	27	35	15	0	26	26	36	36	39
fgfr4_84547	1027	789	1011	1016	958	1889	1098	1279	856	0	1552	976	1170	709	678
siae_84548	38	28	62	66	88	58	47	96	67	0	55	58	47	34	75
hsd17b8_84549	11	3	5	6	7	1	11	3	11	0	6	5	1	13	5
cebpa_84550	128	71	119	79	67	129	71	97	62	0	100	64	86	101	54
naa20_84551	40	37	49	53	22	47	36	47	28	0	52	38	43	32	27
ppa1b_84552	646	612	869	786	858	621	731	746	855	0	600	691	837	811	620
spc25_84553	31	14	24	13	5	47	15	24	13	0	29	11	17	19	5
mgmt_84554	28	27	23	42	11	33	18	7	38	0	66	6	23	21	10
tpi1b_84555	45	42	50	42	40	68	29	54	27	0	53	52	59	32	28
tmx1_84556	49	37	60	33	41	76	39	64	27	0	62	45	44	18	27
smc3_84557	201	136	171	136	148	144	146	188	117	0	131	162	226	151	105
nid2a_84558	3824	2869	2898	3170	3418	4109	3278	2686	3071	2	4003	3751	2767	2322	2890
coq8a_84559	63	49	75	64	61	111	57	48	36	0	132	86	86	57	38
sh3bp5b_84560	6	2	5	6	10	14	7	12	5	0	6	8	8	5	11
ppcs_84561	29	6	28	19	33	18	19	24	25	0	29	28	22	30	27
trim25_84562	1	2	2	4	2	0	4	1	16	0	2	2	4	5	4
piezo1_84563	45	33	44	38	49	49	36	64	42	0	53	42	61	62	45
CABZ01068499.1_84564	2	2	1	1	1	0	5	2	2	0	2	2	0	0	1
gfap_84565	107	137	156	127	104	139	158	99	121	0	136	157	126	104	69
adipor1b_84566	106	72	125	99	78	96	81	98	101	0	78	108	94	115	66
slc44a4_84567	0	2	0	1	0	0	1	6	1	0	3	0	0	0	0
psmd9_84568	8	6	4	3	2	5	2	6	2	0	7	5	11	7	6
epha3_84569	585	435	516	806	772	564	627	525	685	0	528	578	542	523	615
zgc:103700_84570	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0
atf6_84571	159	131	116	170	156	173	154	148	168	1	188	158	148	177	176
tbpl1_84572	7	12	7	4	2	11	10	10	6	0	9	14	12	7	4
stxbp2_84573	10	10	19	21	21	49	17	28	27	0	39	29	34	18	25
fgf17_84574	0	3	0	2	1	4	0	2	0	0	3	1	1	0	4
gnpda1_84575	61	22	29	21	23	51	22	70	26	0	53	29	29	42	16
tes_84576	6	7	16	10	15	21	5	28	8	0	18	10	18	12	12
orc1_84577	30	23	12	30	23	27	19	15	16	0	25	32	14	15	14
fas_84578	1	1	0	2	5	3	3	8	1	0	1	0	1	0	2
ggt1l2.2_84579	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
zcchc24_84580	39	26	35	17	25	74	32	43	10	0	50	20	33	27	26
igfbp1a_84581	16	20	14	8	13	18	12	15	20	0	8	10	20	13	13
rca2.1_84582	192	163	199	312	299	260	268	183	392	0	184	246	175	315	394
