X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_1.2EC10_24h_run1	VPA_1.2EC10_24h_run2	VPA_1.2EC10_24h_run3	VPA_1.2EC10_24h_run4	VPA_1.2EC10_24h_run5
cgrrf1_86418	28	38	34	35	0	40	38	23	34	34	19	21	39	39	50
il11a_86419	0	5	3	2	0	2	3	2	1	5	0	0	4	2	2
mbpa_86420	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
prelid3b_86421	227	138	126	127	0	211	142	174	101	84	119	93	92	87	93
ggt5a_86422	153	109	105	105	1	106	72	135	97	48	69	69	118	98	121
mdm2_86423	12	4	5	6	0	1	4	6	9	10	0	3	12	8	9
irs1_86424	27	12	29	13	0	52	20	25	14	9	14	11	21	21	17
arpp19a_86425	989	1550	1412	1739	2	1074	1481	1350	1587	1724	723	1112	1492	1772	1797
elac2_86426	8	6	11	7	0	3	4	10	2	8	6	4	0	5	7
pink1_86427	163	57	95	104	0	183	68	82	78	70	62	76	97	77	85
vwf_86428	3	0	7	0	0	0	4	7	1	4	2	0	0	5	2
lum_86429	9	7	10	8	0	5	7	6	6	7	3	2	15	10	12
cyp2k16_86430	1	10	2	2	0	1	4	3	3	4	4	2	4	2	1
cdca7a_86431	251	197	211	169	0	277	177	245	160	125	190	99	180	142	143
stam2_86432	134	118	159	94	0	136	107	165	131	83	97	78	135	116	110
thrb_86433	40	11	41	17	0	58	32	47	13	23	20	7	29	21	17
strbp_86434	4	4	21	12	0	10	4	2	3	1	2	1	10	6	4
fshr_86435	0	0	0	0	0	1	1	0	0	0	2	1	0	3	0
ctps1a_86436	224	123	204	101	0	254	148	256	111	65	195	59	129	62	59
sybl1_86437	232	270	253	343	0	202	256	221	330	344	92	203	216	363	367
srsf9_86438	12	6	7	7	0	12	10	10	5	6	7	3	18	11	3
gbf1_86439	217	116	163	153	0	188	165	192	135	148	101	93	208	171	155
zgc:153659_86440	3	6	6	3	0	2	10	5	3	6	1	3	15	9	3
smx5_86441	271	143	206	150	0	346	135	249	119	116	138	93	194	119	137
camsap2a_86442	395	323	330	338	0	312	369	331	282	302	261	240	360	372	457
pafah1b1a_86443	357	311	284	301	1	240	291	303	299	269	188	158	272	301	345
mapk14a_86444	35	31	49	93	0	53	78	59	73	42	101	50	31	33	54
rad50_86445	88	63	60	44	0	58	52	66	48	44	40	36	57	38	43
zgc:165532_86446	86	22	67	20	0	57	41	44	37	35	42	22	53	33	39
wdr12_86447	77	52	11	185	0	60	93	184	98	42	49	51	77	164	91
ophn1_86448	1	2	1	3	0	4	6	3	3	2	2	0	0	2	0
zgc:153642_86449	0	4	4	1	0	1	3	4	1	0	2	4	2	3	0
hpn_86450	9	6	7	6	0	9	6	4	3	10	0	9	17	7	8
tyrobp_86451	0	0	1	0	0	0	1	2	1	1	0	1	1	0	2
pcolcea_86452	1	9	6	4	0	5	3	2	4	3	8	0	0	7	3
tet3_86453	22	12	4	6	0	26	29	10	8	6	8	5	18	6	7
areg_86454	5	2	2	2	0	4	6	3	0	2	1	1	0	0	3
aspn_86455	1	4	4	1	0	1	6	3	4	0	0	1	11	6	4
atp6v0a1a_86456	89	108	133	189	0	60	140	148	227	203	50	84	164	193	193
kif4_86457	1247	816	940	648	1	917	758	958	709	634	689	396	887	637	849
ier2b_86458	98	88	71	115	1	77	59	91	64	114	37	74	91	87	141
tmem129_86459	3	18	17	17	0	18	11	17	25	17	16	13	12	14	15
ighv14-1_86460	22	27	53	53	0	26	29	49	44	41	10	38	30	50	23
gucy1b1_86461	2	1	0	2	0	3	8	1	1	1	0	0	0	2	2
mta1_86462	579	278	442	229	0	496	267	347	168	198	244	213	291	180	233
abcb10_86463	18	22	12	5	0	23	12	7	10	10	5	8	7	8	12
dctd_86464	295	189	238	202	0	305	214	264	138	147	158	119	256	197	189
TST_86465	4	5	4	1	0	5	6	0	4	3	2	0	7	4	5
serpine1_86466	121	88	92	78	0	74	68	54	55	87	24	48	65	51	72
cyp19a1b_86467	2	1	3	5	0	0	5	6	0	2	4	2	5	4	1
cx43_86468	80	145	116	181	0	90	149	159	186	162	60	71	178	162	181
epsti1_86469	0	0	0	5	0	0	2	2	2	6	0	1	8	5	0
ldlra_86470	7	2	3	3	0	7	3	0	2	4	1	2	8	0	2
amdhd2_86471	221	63	131	58	0	160	72	93	55	34	72	30	72	49	60
nfe2l3_86472	363	290	331	322	0	326	320	337	280	289	222	200	257	242	333
aifm1_86473	170	342	319	287	1	172	372	340	267	250	269	120	342	280	369
anxa2b_86474	7	0	5	6	0	6	0	9	4	3	2	6	3	5	14
hmox1a_86475	63	52	82	26	0	50	74	77	53	45	65	36	47	29	47
prkca_86476	32	24	48	36	0	21	19	34	34	36	19	15	43	40	39
gnai3_86477	5	4	13	10	0	18	5	20	2	7	6	6	16	7	8
gclc_86478	4	4	5	3	0	2	7	8	7	0	10	0	5	5	4
sulf2b_86479	214	183	186	172	1	171	147	181	156	162	94	101	170	178	207
npepl1_86480	213	154	194	138	0	142	137	199	174	85	112	71	148	130	136
vegfab_86481	4	7	2	0	0	5	3	3	2	7	8	3	1	4	4
hmga2_86482	287	131	212	97	0	295	128	198	99	59	147	56	143	69	91
kcnj12a_86483	2	1	0	0	0	0	2	1	3	3	0	4	7	1	1
prl_86484	3	7	7	2	0	2	3	1	1	0	1	3	6	0	1
c2cd2_86485	96	67	68	45	0	81	77	84	57	35	51	31	61	52	74
sys1_86486	101	134	113	86	0	97	105	131	98	66	62	39	127	86	87
tnfrsf1b_86487	54	58	61	64	0	44	37	68	31	59	35	40	49	56	53
dlx2a_86488	4	4	1	2	0	7	3	2	9	5	2	0	5	3	7
dazl_86489	7	17	12	8	0	8	6	12	12	19	6	5	3	8	18
steap4_86490	5	2	5	2	0	7	1	1	2	4	0	2	1	2	2
samhd1_86491	16	18	14	14	0	20	22	20	9	4	10	6	28	22	15
kat6b_86492	213	170	136	180	1	141	158	186	145	162	102	123	191	190	228
klhdc2_86493	39	13	17	11	0	32	18	29	9	10	20	6	17	8	23
fgf22_86494	2	1	4	15	0	2	10	8	9	11	4	1	4	6	5
wipf2a_86495	293	206	270	192	0	295	190	237	202	160	191	116	218	181	204
klf6a_86496	539	719	936	559	0	634	639	763	514	518	440	369	618	474	639
lgals8b_86497	0	0	0	0	0	0	0	4	2	2	2	1	2	2	1
smndc1_86498	12	9	10	3	0	8	2	3	2	3	7	2	5	4	4
sema4ba_86499	258	167	193	129	0	187	163	194	132	101	111	97	203	160	136
aanat2_86500	3	3	0	3	0	1	3	4	2	7	3	3	10	4	3
dok2_86501	9	14	2	2	0	17	18	13	2	2	14	16	8	4	1
cryz_86502	3	3	3	2	0	2	2	3	0	2	2	0	1	8	5
tcea2_86503	65	64	90	51	0	105	48	101	36	34	37	27	66	54	41
lgi1a_86504	199	157	202	138	0	231	137	180	106	119	104	105	189	113	118
evla_86505	197	241	258	296	0	210	231	253	265	278	134	207	274	284	372
insl3_86506	4	1	5	1	0	5	5	1	1	2	2	0	1	2	0
hoxd10a_86507	58	27	28	25	0	34	29	24	19	20	29	20	24	23	31
psmc1a_86508	541	241	220	228	0	322	142	437	181	93	88	131	277	188	70
abcf1_86509	56	17	429	274	0	173	268	289	446	571	88	51	151	52	15
sash3_86510	1	1	8	3	0	6	2	2	4	7	7	2	6	7	6
tnfrsf21_86511	3	1	5	5	0	2	1	4	0	0	3	3	5	1	1
hook2_86512	43	9	23	10	0	39	15	18	12	12	37	8	11	9	7
btr18_86513	0	2	4	4	0	3	1	5	3	0	1	7	5	4	2
pibf1_86514	326	266	229	282	0	210	233	231	210	252	127	150	242	235	291
cyp2aa1_86515	3	2	2	5	0	6	7	5	5	1	2	1	3	4	3
s100a1_86516	29	13	24	18	0	14	22	20	19	18	12	14	12	7	10
pou5f3_86517	6	6	3	3	0	0	4	4	1	1	3	3	4	6	4
cldnj_86518	9	29	27	20	0	33	42	56	29	17	25	21	16	20	38
insig1_86519	1	4	2	5	0	0	3	4	7	7	0	2	12	9	8
hmgb1b_86520	120	117	122	137	2	80	147	177	82	89	147	54	77	111	103
fcer1gl_86521	3	1	1	0	0	0	3	4	6	2	0	2	6	2	7
sh3glb1a_86522	115	64	94	69	0	112	97	102	104	77	54	51	75	73	39
mtor_86523	348	210	288	235	0	308	192	260	199	167	142	126	205	199	205
ephx5_86524	5	1	5	1	0	4	2	2	1	0	1	1	8	5	0
cyp2aa8_86525	734	348	695	163	1	315	348	358	299	247	176	177	235	182	226
si:dkey-188i13.6_86526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
supv3l1_86527	5	0	2	1	0	16	6	1	7	3	0	4	5	6	2
csf1rb_86528	8	8	14	7	0	3	6	4	1	9	12	3	12	1	6
sgk3_86529	7	10	5	6	0	5	6	3	4	6	0	3	5	4	3
wu:fd46c06_86530	0	6	0	4	0	1	0	1	2	0	0	3	4	6	2
cbwd_86531	0	0	2	0	0	3	0	2	1	2	2	0	1	0	4
hif1al_86532	214	116	152	91	0	181	130	169	102	70	131	85	140	106	96
arl1_86533	8	7	16	5	0	9	8	12	3	11	4	7	15	5	7
tph1a_86534	5	3	4	1	0	4	0	2	0	4	0	2	1	5	0
crk_86535	15	14	23	10	0	21	7	18	9	5	15	2	8	7	12
prrx1a_86536	4	3	6	2	0	7	0	4	9	2	11	1	11	6	4
nenf_86537	13	19	16	30	0	19	27	30	22	14	7	22	44	28	30
cyp3a65_86538	13	5	3	3	0	7	1	4	2	5	0	5	1	1	2
neu4_86539	2	0	3	3	0	4	7	0	6	16	2	3	4	1	4
ormdl3_86540	6	8	0	3	0	4	2	7	9	1	4	7	7	7	4
slc5a3a_86541	8	0	1	5	0	2	5	1	0	0	0	2	3	0	0
fbxo5_86542	290	127	167	88	0	305	165	230	79	92	192	79	149	54	85
prkag2b_86543	15	11	17	12	0	23	6	22	14	12	6	5	14	9	15
gata6_86544	338	144	188	168	0	244	171	164	154	107	78	89	139	117	134
slbp_86545	1836	3005	2259	3910	0	1722	2371	2055	3462	4113	1226	2138	2862	3716	4514
eef2l2_86546	47	39	44	10	0	25	30	48	33	34	26	29	43	45	52
nek2_86547	180	279	252	324	0	196	252	234	231	285	187	167	275	316	371
rca2.2_86548	1	3	0	4	0	1	1	3	2	1	2	1	3	8	0
nos1_86549	661	528	688	561	0	510	584	616	532	418	358	314	560	527	511
traf6_86550	99	43	82	28	0	51	35	41	26	35	54	18	38	26	44
cel.2_86551	0	2	2	5	0	3	5	3	8	2	0	2	7	4	1
gins1_86552	278	229	379	307	0	284	273	348	294	237	143	179	324	243	285
mtnr1ab_86553	6	7	6	3	0	5	2	6	8	3	2	1	8	2	5
glb1_86554	51	61	42	33	0	36	39	36	37	35	29	27	37	38	50
myl4_86555	6	1	3	3	0	0	0	5	2	4	0	0	6	3	1
acta1a_86556	1042	1030	1606	2291	0	924	1437	2071	2897	1515	443	935	1655	2105	1887
mki67_86557	2363	2061	2250	2145	2	2175	2177	2674	2258	1686	1546	1236	2286	1761	2629
mrpl15_86558	434	828	627	1028	0	423	743	697	775	1099	315	516	735	911	1101
eps15_86559	60	31	34	35	0	55	31	54	18	19	25	19	26	19	26
adra2b_86560	6	6	12	6	0	5	4	10	3	8	5	6	2	8	7
dpm2_86561	29	19	9	33	0	12	14	33	31	16	6	14	19	20	14
vtg5_86562	7	8	7	3	0	2	10	6	5	18	5	5	5	5	1
ptgfr_86563	1	2	0	4	0	3	2	3	4	2	2	3	1	3	0
etfa_86564	27	43	32	27	0	25	28	28	23	8	20	8	33	19	20
parvb_86565	5	1	8	4	0	1	3	5	1	5	4	0	2	4	1
zap70_86566	0	1	2	4	0	4	2	2	5	5	2	1	6	6	3
snx7_86567	53	52	61	40	0	53	52	22	44	29	29	26	32	46	19
arsj_86568	42	29	17	21	0	20	14	35	17	15	2	11	14	23	37
btr26_86569	0	2	0	0	0	0	0	3	0	0	0	0	0	2	2
tg_86570	0	2	7	1	0	1	0	2	7	0	4	2	6	2	1
acadl_86571	42	35	52	19	0	60	18	31	28	25	21	20	29	37	22
gria1b_86572	3	2	2	1	0	2	4	0	0	4	1	0	0	2	2
ctsc_86573	25	10	26	13	0	29	13	20	32	13	7	5	8	19	14
rnls_86574	16	8	8	8	0	17	18	10	6	7	14	3	14	13	13
ccl35.2_86575	2	0	6	0	0	0	0	1	0	0	0	1	0	0	1
tp53_86576	92	65	103	116	0	79	99	106	113	69	87	45	101	83	58
msmo1_86577	4	5	2	0	0	2	2	0	1	1	1	0	2	0	0
otog_86578	1	7	5	0	0	0	4	5	2	1	4	5	2	3	3
pdia5_86579	212	260	209	284	0	216	238	217	273	327	129	174	221	251	325
tnfa_86580	5	5	3	1	0	3	1	4	3	2	1	0	4	7	3
tmx2b_86581	184	262	241	245	0	165	286	286	250	188	154	170	224	231	258
med1_86582	314	189	240	218	0	305	229	226	283	207	200	168	249	273	237
zbtb41_86583	98	62	113	79	0	101	76	60	66	51	63	57	85	80	71
nfkbie_86584	9	5	2	7	0	4	4	3	10	9	5	8	4	2	10
chrna4b_86585	4	0	2	2	0	3	2	1	1	0	3	1	0	3	6
aldh9a1a.1_86586	215	105	256	64	1	174	112	159	77	47	88	84	140	52	56
rpl36a_86587	323	318	322	228	0	318	332	440	298	226	265	151	294	232	216
poc1bl_86588	4	1	9	6	0	9	12	6	3	8	3	4	8	5	2
triap1_86589	4	7	10	3	0	13	9	9	3	6	5	5	12	10	7
pitpnab_86590	7	4	3	1	0	3	8	9	3	1	6	0	8	1	5
espl1_86591	432	297	277	335	1	317	312	328	279	291	235	172	257	283	345
pak4_86592	25	7	36	3	0	26	22	43	5	5	7	10	20	1	2
bcl2b_86593	0	1	3	2	0	0	5	1	4	7	1	1	3	4	4
ccng1_86594	5084	4675	5053	5983	4	4768	4819	4121	6280	4124	2808	2686	5180	4926	4339
cdc7_86595	47	37	36	36	0	45	58	56	56	33	28	16	41	33	21
BX001030.1_86596	2	7	1	2	0	2	2	0	3	0	2	2	1	3	3
snn_86597	29	16	7	12	0	31	18	30	12	8	14	14	28	10	9
adora2aa_86598	17	14	20	12	0	16	17	5	17	11	8	9	25	9	9
mest_86599	19	33	32	30	0	13	17	30	27	40	22	13	46	41	29
si:dkey-253i9.4_86600	24	10	16	44	0	26	40	32	28	28	8	17	24	41	37
kyat3_86601	47	78	99	77	0	34	70	86	94	68	29	27	67	77	89
gpr18_86602	3	3	0	5	0	3	3	1	3	8	0	1	6	3	0
gper1_86603	1	5	0	2	0	2	0	5	1	2	0	2	1	4	4
ilk_86604	61	30	43	35	0	67	34	24	34	16	33	10	42	27	19
f13a1b_86605	29	30	17	11	0	28	34	32	21	15	13	5	20	19	21
star_86606	1	0	0	0	0	2	5	6	3	2	0	3	5	1	2
ube2c_86607	140	189	128	194	1	165	219	246	198	148	167	46	176	168	255
cdkn2a/b_86608	0	4	1	4	0	1	4	2	0	5	2	1	6	7	10
trip13_86609	7	0	5	1	0	3	1	0	2	6	1	3	4	2	2
gbp2_86610	6	16	9	14	0	10	21	15	3	12	6	10	15	16	17
plce1_86611	29	15	15	13	0	23	11	20	11	13	10	7	25	18	11
iars_86612	2151	2279	2487	2173	3	2323	2074	2010	1740	1941	1374	1509	2114	1922	1902
gpx2_86613	4	1	2	1	0	5	3	4	0	5	13	2	8	3	2
kctd5a_86614	523	307	427	278	0	431	323	432	282	199	204	199	326	287	296
olfml2a_86615	42	18	40	13	0	30	22	15	9	24	21	13	20	14	15
casp9_86616	8	8	4	0	0	4	3	10	2	6	6	5	8	0	3
ak3_86617	89	41	63	46	0	60	55	65	76	27	38	29	45	48	46
dusp3a_86618	44	88	64	71	0	47	76	72	52	62	38	61	88	104	91
si:ch211-113e8.5_86619	0	1	2	0	0	0	1	0	1	3	1	2	2	0	0
tlr8a_86620	3	7	0	4	0	0	4	4	2	6	7	0	1	0	8
gnmt_86621	117	103	171	196	0	97	129	166	198	190	63	119	170	177	158
tpd52l2b_86622	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
il2rb_86623	1	3	2	6	0	0	1	0	1	4	5	1	6	4	4
psmb8a_86624	0	1	3	1	0	1	0	1	3	0	3	2	5	3	2
pde6c_86625	13	21	14	16	1	4	18	27	47	25	10	12	5	20	18
psip1b_86626	557	1100	975	1315	1	847	954	478	1153	1382	677	916	1100	1432	1607
chmp2ba_86627	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1
unc50_86628	54	29	79	37	0	62	37	75	23	16	24	26	51	31	29
polr2k_86629	157	163	131	246	0	83	176	136	221	290	61	142	147	219	258
hmgcs1_86630	117	33	78	34	0	66	41	54	33	36	35	19	61	42	25
mdh2_86631	401	335	442	321	1	341	339	420	261	219	211	169	334	273	327
cfh_86632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrnad1_86633	17	15	32	16	0	15	21	18	37	16	17	21	13	24	21
srsf2a_86634	7332	6781	7708	6065	3	6806	6125	7039	5668	5497	3695	3832	5804	5354	5823
dnaja3a_86635	14	11	4	7	0	10	11	7	15	3	13	3	11	20	5
elovl2_86636	8	10	10	17	0	17	14	13	18	21	3	6	17	15	14
isoc1_86637	15	8	19	10	0	19	15	14	15	11	6	7	16	9	14
kif18a_86638	52	23	22	24	0	39	29	43	27	25	19	19	21	30	18
tet2_86639	5	7	11	5	0	5	6	6	8	4	4	0	3	6	1
il7r_86640	4	0	11	2	0	13	8	4	7	5	3	5	14	13	1
atp5f1b_86641	4276	5383	3509	7222	6	3168	6345	5631	6883	5989	2788	3120	5308	7840	5268
nmt1a_86642	90	55	16	66	0	49	56	64	52	50	40	31	55	35	53
znf451_86643	32	8	15	11	0	19	12	18	11	8	12	2	29	9	9
bmper_86644	3	12	13	10	0	18	8	9	13	4	18	6	10	4	4
pln_86645	7	1	6	5	0	0	1	1	6	4	3	0	1	1	3
appbp2_86646	367	299	376	277	0	393	296	400	287	251	178	201	304	298	275
gcnt3_86647	11	8	8	13	0	22	9	8	17	3	0	10	6	14	11
thraa_86648	3	0	1	10	0	6	6	2	1	0	2	11	2	4	4
cpt2_86649	10	43	45	63	0	62	39	22	42	34	29	49	64	54	61
ccne2_86650	86	58	103	31	0	66	69	89	35	19	68	13	43	39	32
rasa1a_86651	425	529	425	514	0	400	407	448	461	488	233	411	501	499	536
csrnp1a_86652	119	70	89	54	0	97	83	75	53	44	57	55	88	59	37
si:ch211-57i17.1_86653	188	123	181	116	0	225	177	177	95	87	112	84	150	88	92
ifrd2_86654	22	6	12	7	0	19	15	19	21	6	12	5	11	5	6
xiap_86655	58	22	33	23	0	35	28	43	26	28	23	13	26	19	23
si:dkey-239i20.2_86656	9	10	8	10	0	17	9	16	15	3	0	15	9	8	18
f5_86657	0	0	4	0	0	0	2	4	1	0	0	0	1	3	2
nucb2a_86658	621	1060	1040	1061	0	750	830	1021	1311	977	453	762	905	963	1087
sept5b_86659	32	20	23	15	0	17	14	16	16	19	13	12	15	17	31
mcm4_86660	389	490	595	586	0	439	532	648	660	422	369	260	541	508	518
foxm1_86661	55	27	38	26	0	46	31	36	27	15	29	13	38	22	14
tcap_86662	6	11	14	7	0	7	7	6	12	8	4	4	11	10	2
podxl_86663	248	306	298	377	0	189	350	277	339	455	176	208	309	422	428
pik3ap1_86664	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asah1b_86665	43	37	41	81	0	34	60	46	58	69	31	38	39	64	69
clu_86666	4	4	3	5	0	7	2	6	12	6	1	5	6	8	0
mcoln1a_86667	5	1	3	2	0	0	1	7	2	6	8	0	2	1	2
rrp12_86668	1003	1279	1139	1469	0	984	1150	1157	1289	1360	541	858	1100	1249	1436
lrp8_86669	54	18	22	27	0	39	12	22	17	9	18	15	29	10	10
fkbp4_86670	363	382	371	316	0	259	391	404	401	270	215	182	318	329	349
bada_86671	1	2	4	1	0	1	5	3	4	6	3	3	5	2	1
anp32e_86672	813	863	1012	800	1	827	857	935	682	598	637	502	730	624	750
mettl2a_86673	168	258	138	232	0	201	272	243	191	131	113	175	219	242	193
sat1a.1_86674	34	17	99	49	0	13	28	47	67	25	19	29	39	27	29
thrab_86675	5	9	1	1	0	4	0	3	2	3	1	4	4	1	2
evx1_86676	18	14	26	25	0	3	19	13	14	15	6	14	14	22	18
nr3c2_86677	0	0	6	0	0	0	3	0	0	1	3	0	1	0	0
ostc_86678	53	48	37	106	0	22	73	71	110	48	31	42	51	79	98
map2k5_86679	75	36	63	26	0	70	48	65	46	32	27	24	44	28	49
ace2_86680	0	2	4	0	0	4	1	2	1	2	0	3	2	3	2
abcb11b_86681	5	0	6	2	0	0	10	0	2	1	0	0	4	7	0
ccna1_86682	4	4	2	8	0	3	5	1	3	3	1	5	2	5	4
slc25a13_86683	14	1	5	4	0	0	6	2	2	8	0	3	3	2	8
dag1_86684	305	174	253	139	0	283	158	282	166	115	211	102	190	142	136
tspan3a_86685	24	30	23	39	0	19	26	33	31	20	12	14	44	40	31
itga5_86686	261	109	162	135	0	223	111	129	95	114	82	86	200	143	134
slc22a7a_86687	2	1	1	1	0	0	2	2	5	0	5	3	0	1	2
psmf1_86688	76	307	154	191	0	54	165	180	213	236	91	114	147	347	222
duox_86689	40	7	3	13	0	11	22	12	8	6	4	5	6	20	18
krt94_86690	50	31	40	27	0	47	42	27	31	24	56	22	28	30	33
fgf19_86691	0	0	0	2	0	1	0	4	3	1	0	0	1	0	6
cln5_86692	28	17	20	39	0	30	21	11	32	50	11	15	30	13	21
aatf_86693	73	27	40	26	0	95	24	49	29	24	44	14	40	25	11
txndc5_86694	9	41	28	34	0	11	32	23	27	27	12	22	17	32	22
tcf12_86695	104	70	96	85	1	76	73	106	79	60	58	41	75	81	68
cnksr3_86696	10	7	10	7	0	15	14	7	4	20	25	3	8	9	5
eapp_86697	12	2	24	7	0	4	7	10	8	10	0	3	5	4	0
sst1.1_86698	8	3	8	2	0	2	11	6	3	3	2	1	2	2	4
satb1b_86699	20	6	16	3	0	14	4	14	9	14	1	3	20	19	9
slc25a46_86700	6	9	8	2	0	3	15	16	10	7	4	6	7	4	2
si:dkey-21h14.12_86701	4	6	8	7	0	5	15	6	3	13	15	8	10	6	15
b4galt1_86702	32	29	50	32	0	34	41	38	47	23	25	21	47	37	42
cyp2k6_86703	1	2	0	3	0	1	2	3	4	2	3	3	10	6	4
cebpd_86704	14	12	9	12	0	22	13	26	20	2	13	3	18	13	17
cp_86705	38	67	140	39	0	57	113	57	49	47	29	42	109	73	62
serinc5_86706	150	131	146	134	0	121	123	145	134	90	83	75	127	131	131
ikbke_86707	31	17	20	17	0	16	34	23	18	34	8	27	13	9	27
st3gal1l3_86708	0	5	5	4	0	2	6	3	4	4	3	2	10	10	9
bbs10_86709	5	4	1	2	0	6	1	13	2	9	2	6	5	0	11
atp5pf_86710	368	711	597	976	1	347	864	893	1035	845	281	394	721	903	880
fasn_86711	38	37	45	62	0	52	44	47	45	36	20	27	43	47	53
snrpg_86712	46	34	42	54	0	44	86	79	63	24	29	23	40	39	30
tnfsf12_86713	2	7	11	2	0	4	2	6	3	6	3	4	6	5	3
rbbp5_86714	70	61	77	71	0	56	58	96	46	44	46	51	90	72	80
rpl22_86715	8129	4519	3625	4305	4	6764	4751	4619	4373	3201	4499	2275	4585	3994	2998
fabp11a_86716	108	166	205	81	0	156	172	184	122	84	118	72	181	124	126
tecta_86717	28	8	16	16	0	8	13	8	11	16	7	9	11	13	16
drd1b_86718	2	0	2	5	0	0	0	0	2	2	2	3	3	4	0
dnajb1a_86719	22	23	22	15	0	22	27	16	23	14	9	8	42	21	23
mettl26_86720	81	61	93	89	0	71	88	94	111	60	40	44	74	109	86
oclnb_86721	284	257	295	370	0	211	297	250	410	406	141	253	308	346	416
pglyrp5_86722	1	6	4	2	0	1	2	3	8	8	2	5	6	6	5
sox9b_86723	17	7	9	4	0	19	9	14	4	6	6	2	21	5	5
nudt21_86724	1	9	7	10	0	0	6	9	6	3	2	4	4	6	3
adipor1a_86725	24	22	29	26	0	32	29	23	37	15	33	19	31	16	19
sox2_86726	133	92	176	113	1	223	142	183	153	105	78	63	143	119	131
opn1mw1_86727	5	4	3	0	0	2	0	4	4	0	6	2	4	1	2
pard3ab_86728	281	112	173	78	0	233	94	156	60	77	112	50	100	65	72
ripk4_86729	27	33	34	16	0	19	29	28	33	24	23	20	37	18	29
zgc:154142_86730	10	1	9	3	0	6	5	6	4	4	7	1	5	4	5
aldh3a2a_86731	2	1	9	3	0	1	0	4	4	6	2	3	1	4	2
smoc1_86732	53	48	53	40	0	56	52	55	30	28	51	35	38	38	61
fgb_86733	11	12	6	5	0	19	9	10	2	5	15	5	6	4	4
washc4_86734	21	5	7	33	0	36	11	40	19	5	8	17	18	25	9
copb2_86735	31	26	25	15	0	34	34	33	21	10	29	17	22	22	28
zgc:103697_86736	182	277	277	259	0	212	269	246	261	217	142	150	222	268	278
zgc:153184_86737	29	34	24	21	0	13	31	21	22	32	19	37	36	33	42
tnfaip3_86738	278	197	187	188	0	267	161	186	138	178	120	94	203	186	210
zgc:100868_86739	111	69	74	30	1	68	60	58	44	44	35	26	59	35	57
msh6_86740	57	39	52	96	0	30	57	50	68	47	22	22	71	57	40
itgb8_86741	11	8	5	5	0	11	12	12	4	12	9	6	7	3	8
paf1_86742	1303	1095	987	1204	2	818	1031	941	600	1187	733	899	1043	942	1601
nes_86743	294	278	313	304	1	305	248	385	348	317	176	165	271	281	271
ifih1_86744	1	5	7	4	0	1	3	2	5	4	0	2	4	7	8
tdo2a_86745	9	1	11	4	0	2	5	4	8	4	6	3	12	0	7
FIG4_86746	21	7	23	13	0	12	11	8	3	11	4	10	17	20	16
acot9.1_86747	2	2	4	1	0	3	7	0	0	3	5	1	3	15	0
si:ch73-100l22.3_86748	34	3	9	16	0	16	15	10	4	6	13	3	16	7	9
nus1_86749	154	178	197	135	0	141	166	190	162	111	91	118	154	152	148
laptm4b_86750	123	144	62	161	1	78	118	140	139	144	53	99	125	213	201
abcc3_86751	485	424	513	407	0	495	402	457	320	446	282	263	346	467	558
cd8a_86752	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0
rhoj_86753	212	260	208	308	0	179	262	274	284	284	124	200	273	316	299
atp1a1a.1_86754	1160	1909	2031	1879	2	1244	1547	1732	1755	2085	936	1124	1614	1811	2307
rps19bp1_86755	32	30	46	31	0	18	35	34	41	19	33	30	32	28	32
c2cd2l_86756	16	20	28	13	0	24	16	26	16	11	13	9	25	10	17
c3a.6_86757	151	71	91	73	0	74	71	85	69	72	50	47	72	63	69
tnfsf13b_86758	10	4	16	13	0	7	19	12	10	11	8	5	21	19	26
lmod1a_86759	5	1	1	3	0	1	0	2	3	3	1	3	2	8	2
pros1_86760	142	86	124	84	0	91	79	135	82	49	58	52	105	73	82
bambia_86761	444	219	325	198	0	393	220	300	185	140	270	162	234	190	200
tmem14ca_86762	41	109	69	180	0	43	90	98	135	113	31	61	108	158	181
canx_86763	1446	1104	1090	1197	0	1233	1190	1329	1200	939	654	704	1084	1115	1331
uhrf1_86764	1702	2145	1612	1848	0	1427	1854	1800	1527	1694	942	966	1373	1853	1897
acot20_86765	110	192	184	240	0	151	179	173	223	263	104	124	154	253	254
rps25_86766	763	533	838	533	0	828	668	950	612	410	563	341	641	478	506
rbpjl_86767	0	6	2	1	0	3	0	3	2	1	3	0	6	1	0
noc3l_86768	646	551	504	567	0	476	716	676	556	500	523	400	481	557	659
golt1bb_86769	27	14	14	7	0	12	16	24	14	13	11	15	15	17	16
jmjd6_86770	11	20	17	12	0	11	25	28	16	13	13	7	34	24	17
nudcd3_86771	6	7	6	7	0	9	10	6	5	9	7	5	7	7	4
mnd1_86772	350	337	464	393	0	406	374	419	398	295	263	191	391	397	385
